representative	samesetproteins	clustername	msexperiment_id	qupm	qusm	sumionarea_protein_126	sumionarea_protein_127L	sumionarea_protein_127H	sumionarea_protein_128L	sumionarea_protein_128H	sumionarea_protein_129L	sumionarea_protein_129H	sumionarea_protein_130L	sumionarea_protein_130H	sumionarea_protein_131L
IPI00871988.2	 	SFXN3	39101	1	1	10175319.11	12519305.752	12510303.78	20307021.955	9329364.822	5420632.666	4647622.915	5240089.887	7753299.462	4233076.788
IPI00218624.1	 	SON	39101	2	2	6982179.499	9655975.685	10172681.422	12909593.729	6163778.788	5919454.995	6589863.643	7141182.518	8343216.545	5249602.37
IPI00382389.2	 	MFSD11	39101	2	3	27864769.577	24982274.093	35043672.768	42147330.295	22060704.425	26778696.894	24079034.902	25975561.895	36633862.241	26434962.505
IPI00644079.2	 	HNRNPU	39101	12	17	262054468.104	354394407.223	319212977.602	517434266.389	248380759.131	196236463.258	189144765.628	174030628.34	268549282.818	164223917.653
IPI00436632.1	 	NIPBL	39101	2	2	12905296.335	22508295.382	20471478.81	37710080.502	11036141.902	9366065.155	11337418.904	11641406.799	17093384.457	8957390.442
IPI00293845.5	 	RIF1	39101	2	2	11223027.114	29671361.115	19865784.627	46445463.661	9264954.847	7499370.054	10381772.332	10232089.316	18951084.818	7732340.627
IPI00657648.1	 	EPDR1	39101	5	15	262553659.507	262112195.631	322326398.627	421545430.264	193425418.998	255371557.462	250840453.317	255297633.425	355259115.666	244149192.943
IPI00880028.1	 	POR	39101	27	72	1178574943.1	902365269.003	1348137613.55	1770362487.55	874300937.951	759336355.354	678347793.634	686228546.5	929623252.533	703685990.041
IPI00217966.7	 	LDHA	39101	21	159	2252730071.64	2295941327.92	2667976267.66	3990183445.95	1725867296.17	2062865451.6	1904420374.96	1995114963.63	2940468092.93	1950871520.96
IPI00014398.2	IPI00055606.2	FHL1	39101	1	1	3880455.419	3981144.772	4258751.257	7190003.409	2039702.909	4072953.077	3617781.937	3073606.184	5754078.22	2652277.638
IPI00234793.3	 	KCTD15	39101	5	6	64462135.965	57537168.736	68616874.063	94897728.98	48094279.158	53826215.735	50732834.982	51391818.117	80947343.833	55150259.637
IPI00002824.7	 	CSRP2	39101	3	4	109482892.291	103147700.324	119950972.846	140867248.804	80522133.281	85514164.328	85571002.064	94216195.728	105647696.601	84145180.83
IPI00797230.1	 	RPL8	39101	2	2	5249907.153	9842323.753	7264476.503	17471046.844	5910423.556	5049352.231	6022944.544	5246355.371	10256916.795	5648385.156
IPI00056386.2	 	LOH12CR1	39101	7	9	116673968.217	119979337.581	138474802.48	198516402.175	92850327.078	101335154.599	94169357.708	93063112.405	135890690.111	90037532.344
IPI00220484.3	 	HMGN4	39101	2	3	28815256.154	27406782.271	29703227.482	32314504.926	17154190.143	29252914.513	22274238.893	22284156.28	25803436.108	18228322.588
IPI00022254.4	 	ATG3	39101	5	7	118290845.146	119625946.639	132271687.859	173640780.595	85126079.728	75277956.845	72424789.334	73714210.233	100270680.084	67549355.271
IPI00796934.2	IPI00019208.5	RPL29	39101	1	2	11980911.514	14632078.857	16917287.21	22159285.091	10634118.88	7269659.108	9154828.015	8821546.903	12497489.064	7262151.469
IPI00010863.5	 	ATOX1	39101	3	4	73096222.248	71556656.962	62186435.84	108600623.205	42048725.671	48997029.164	46407482.828	45475108.942	73316325.721	41304436.727
IPI00335641.4	 	MKL2	39101	1	1	15527716.684	15757922.194	10673743.969	20778892.46	10113518.32	7594673.63	7785748.777	7029181.308	9406113.996	5961769.716
IPI00871979.1	 	CCDC50	39101	6	8	86154228.3	81348192.501	102287376.538	113275296.321	66631295.615	92732572.724	83474192.444	84085319.062	101879121.69	87099222.104
IPI00329512.3	 	SNRPB	39101	6	21	380352832.586	378093306.789	404927451.527	579126953.985	281230715.28	362572276.958	361689502.274	361468453.97	488741298.465	330866101.524
IPI00829707.1	 	C17ORF81	39101	1	1	4429747.855	5433331.152	4491785.513	9440059.457	3726746.912	4039550.5	4772972.197	4765246.201	5395417.742	4329186.06
IPI00009410.2	 	EDEM3	39101	9	10	54972867.505	64912881.521	59915525.832	138002527.821	60054142.465	56102381.555	49291846.446	38816379.728	69017975.394	41082761.074
IPI00022462.2	 	TFRC	39101	23	76	1192527017.48	1147245014.35	1159158628.2	2009444125.51	976599660.625	1202160499.51	1006512256.54	866205500.597	1552486155.15	976729082.737
IPI00019977.2	 	GTF2E1	39101	1	1	16775089.472	14932810.23	22708102.172	26177127.755	13953131.871	15289421.892	12990901.925	11926959.825	14818930.662	13208207.141
IPI00297646.4	 	COL1A1	39101	3	4	64880889.98	130566681.915	80871383.103	163820068.52	62181169.837	69182072.171	121701458.435	78752247.177	108206862.047	65839544.982
IPI00003856.1	 	ATP6V1E1	39101	8	28	452833468.169	494046074.187	525473042.667	890925956.036	382735484.286	242948195.019	220247954.397	212268917.194	349306335.414	203314932.696
IPI00555744.6	 	RPL14	39101	3	3	17574402.558	24577984.057	17640717.391	52787886.855	16253180.317	14425592.797	17487922.968	12641701.497	37529670.582	12526624.602
IPI00004408.1	 	ADD3	39101	17	26	312264650.381	337532059.17	330017557.879	574673146.172	240530336.323	287072322.859	267481582.234	267647508.897	398366314.778	246012288.318
IPI00012199.1	 	CCDC86	39101	7	12	167313950.244	210174305.704	237691472.844	392012780.262	142556749.829	169350699.376	169462129.879	151752531.717	230948141.958	164940799.333
IPI00027035.2	 	GPN1	39101	4	9	90125660.107	89382472.371	112964267.057	148225833.856	66477922.425	82463831.336	83349166.966	83560367.071	110088645.676	80521979.627
IPI00555956.2	 	PSMB4	39101	4	13	123228329.2	140856393.066	112537680.631	281846675.155	113964305.058	137477281.883	121078451.809	98574576.149	198066444.476	101272075.597
IPI00013895.1	 	S100A11	39101	3	4	70287946.634	66911105.49	77571505.045	103987134.267	50035454.692	62252753.725	53807050.123	56522105.34	71787839.64	57144132.185
IPI00025019.3	 	PSMB1	39101	16	48	537634997.123	594572877.152	533998557.217	1235825343.48	563928269.343	725269939.985	587635749.175	522261337.574	1009833785.17	587657711.995
IPI00002966.2	 	HSPA4	39101	13	15	233287345.631	270029258.699	297186238.702	471258475.647	299706387.299	170919417.135	160911739.482	143855952.456	195185628.442	161911978.876
IPI00019353.4	 	AGK	39101	8	15	328559304.816	395197907.522	403696503.493	668097718.247	202789630.062	179975795.124	172806983.788	165695889.529	285312444.161	133800260.308
IPI00014482.3	 	ALKBH1	39101	2	2	14797203.238	15724304.906	18071501.55	21991099.069	11724985.128	12150495.157	12540662.06	11762236.587	12516293.512	10359520.562
IPI00015947.5	 	DNAJB1	39101	7	8	69452044.012	80826205.445	96366436.96	132126609.348	73545143.932	66146349.216	56093997.065	58248737.136	80671484.875	70498300.1
IPI00328911.2	 	HECTD1	39101	1	1	1239639.422	1361888.413	1553983.431	1781961.964	1378435.016	864274.434	1022643.301	621226.668	1076309.518	1041026.373
IPI00023511.1	 	RNF167	39101	1	1	14169061.875	14179596.563	17863110.962	22901901.582	11506256.415	14192026.646	13026977.714	13929345.297	18285160.392	13101581.145
IPI00074870.1	 	DNAJC1	39101	1	1	2104538.096	2116468.169	2238989.666	3842712.137	1753713.87	887089.328	684320.416	686836.568	1252929.226	765196.997
IPI00020906.1	 	IMPA1	39101	8	12	238688173.732	242493704.739	267539921.561	369613018.614	162859915.065	216378338.374	210780667.438	221576902.01	310320259.385	203427609.604
IPI00020887.3	 	VAMP7	39101	3	4	58460828.254	61748576.127	72751466.167	95186413.15	45609235.2	24967930.76	22451229.267	24902480.774	31455011.262	23348369.752
IPI00010080.2	 	OXSR1	39101	2	2	2381505.221	3158820.754	3260925.521	5227029.019	3051624.47	2500223.799	1826296.24	1882696.136	2503570.733	1817340.117
IPI00513761.2	 	ECHDC1	39101	5	13	185802701.127	197614547.549	231796623.813	303830598.713	137006871.589	184528123.016	180550337.478	179451439.58	267558086.104	186992339.163
IPI00005881.3	 	ATG12	39101	3	5	35834094.245	37265004.097	46381572.327	59953195.698	25032113.996	14219365.984	13992819.773	13083005.082	19839836.968	13657906.23
IPI00045511.1	 	CLCC1	39101	10	20	381909959.695	367979377.883	452877567.44	595341990.258	261731216.053	326683005.039	332175137.561	338288355.466	460372944.498	285722564.328
IPI00217030.10	 	RPS4X	39101	3	3	23260430.735	43101380.71	26720341.815	163181796.999	34324838.947	22570832.69	26358144.37	17346409.27	56287797.93	15215131.114
IPI00292657.3	 	PTGR1	39101	7	12	416957630.042	425195306.11	517011726.517	732601954.591	317880491.582	278944955.551	236728017.669	256844616.044	387280814.121	266091929.589
IPI00030275.5	 	TRAP1	39101	12	15	310614837.084	205857603.393	305792441.293	421491499.702	267304752.566	108010621.538	90705561.98	74388480.802	128269038.571	100247210.052
IPI00015954.1	 	SAR1A	39101	1	3	49011180.469	47958810.469	58788940.12	95696408.275	37115416.717	22088439.757	19016235.613	20423603.164	28763643.215	19782590.48
IPI00304885.1	 	CENPC1	39101	2	2	13508532.33	23865371.985	17447040.242	34385166.242	11744795.466	12942457.386	12655496.76	11117767.313	20937610.953	11080097.179
IPI00879359.1	 	YWHAZ	39101	9	40	856954265.32	816164108.932	1036505569.68	1363913194.83	573038692.845	600006134.867	583030794.663	638418033.54	899538951.299	599438977.975
IPI00032358.4	 	POM121C	39101	3	4	25928312.431	41914545.675	39647651.901	60598596.425	22255655.375	24599309.518	26158409.113	24066168.11	34439811.294	22082690.494
IPI00015833.1	 	CHCHD3	39101	16	26	547581254.034	558905934.396	604495110.108	767533517.295	442989086.475	450099656.112	406723711.699	437967239.789	521934406.14	469228854.919
IPI00010346.1	 	NLN	39101	15	33	408776364.396	383268287.581	447075179.723	609619453.39	272900979.603	251879844.17	247364314.512	262331193.547	374693072.27	253536937.304
IPI00027745.4	 	GUSB	39101	8	10	106857473.554	122524830.499	124645260.526	234625425.023	98433196.148	109900116.638	102332953.434	102073607.378	142378667.379	88058026.35
IPI00152708.3	 	UTP15	39101	2	2	14454338.538	23827995.699	18490196.076	30528826.21	25899419.676	19857796.119	18939524.369	18809471.315	19139498.988	13123383.408
IPI00005724.1	 	LANCL1	39101	10	24	362390556.686	357441697.803	408313515.285	553623921.889	244848058.99	313484543.358	303483751.95	312570695.311	433818094.993	283857335.97
IPI00165361.3	 	DCUN1D5	39101	1	3	91583440.027	96330682.379	99442992.84	183525448.381	71978529.691	99644343.914	86749587.977	73802015.484	141924188.581	73791662.093
IPI00847579.1	 	RPS12	39101	4	9	165028689.226	192334568.396	234801154.968	231978487.6	131156797.206	157740764.156	165822515.692	169529635.521	182926668.833	138297522.643
IPI00376195.5	 	ISCA2	39101	1	1	2002852.953	2164917.948	2806896.911	3177340.459	1584505.929	1545985.915	1645140.924	1453450.025	2474836.545	1401249.739
IPI00022832.1	 	BRP44	39101	4	11	121144440.498	125825119.316	129225918.565	194580032.536	91083299.151	108538314.456	111146629.859	110803068.494	166922832.358	96094981.146
IPI00218474.5	 	ENO3	39101	11	36	380182393.885	395845440.749	473355646.879	663020769.939	275995203.709	369924591.322	355923718.723	359443010.885	522242435.459	336894095.573
IPI00021987.3	 	RGP1	39101	1	1	1292389.65	1437450.081	1253359.238	2018300.27	816018.927	784254.469	531344.723	415947.996	997448.007	564899.062
IPI00011488.4	 	STK4	39101	1	1	75407648.463	68621645.54	90994527.596	126277321.721	60073776.527	37839018.673	34192643.047	34138194.192	60169254.331	41884746.951
IPI00399089.4	 	MESDC2	39101	9	26	512462215.757	555883435.865	579853896.384	839571763.328	392251379.374	374901470.198	373720464.68	346762930.332	525318337.936	324983283.355
IPI00784090.2	 	CCT8	39101	31	99	1269272692.38	1412903097.18	1025198201.99	2935743074.53	1363550046.63	990442415.36	875330360.297	841851073.028	1341762499.21	936123048.697
IPI00019994.4	 	CXORF15	39101	3	3	45696878.695	47785801.066	64942623.63	68663246.195	48194968.093	16136400.708	13213844.843	14777120.022	19489592.499	14264983.006
IPI00029447.5	 	GOSR1	39101	8	13	140174511.988	138482449.564	174103439.653	225116203.968	104939719.237	112720654.989	108925514.872	117037468.515	153289376.078	110491202.658
IPI00024403.1	 	CPNE3	39101	2	2	4694864.245	4277787.281	4656969.827	7930619.994	5264669.76	3115078.26	3446759.236	2297480.973	3242260.271	2670170.493
IPI00171437.6	 	KCTD6	39101	1	1	4751228.562	6190501.334	6743741.306	10502166.986	4140314.667	5790610.65	5110797.902	5560474.135	8769431.329	5117002.082
IPI00291751.6	 	C2ORF47	39101	5	5	217309629.653	213747448.172	217288901.982	325363537.331	158144534.267	125529851.569	113874782.096	115927623.582	163081622.432	112968271.478
IPI00020407.1	 	MGAT5	39101	8	10	135132154.987	145572968.675	154756159.66	236250711.878	100813956.891	85666012.993	88166180.9	86006796.049	115995902.127	82469755.116
IPI00465436.4	 	CAT	39101	14	35	459573743.12	486503971.826	505186490.497	824707287.009	328693425.97	425195558.449	424027310.529	400777082.831	643259029.049	345455241.388
IPI00216951.2	 	DARS	39101	14	21	362426226.928	299938062.296	312696234.106	576801665.479	312001768.142	179796614.843	100594966.358	103887738.52	182411728.621	175747256.306
IPI00304493.5	 	SRFBP1	39101	4	4	64693718.299	66401077.163	85178444.998	98706582.792	54802133.453	39054194.582	37214848.385	39810556.694	52971051.036	38062496.039
IPI00550917.3	 	TWF2	39101	6	12	299317617.732	310493498.033	373105781.649	547188323.217	230379658.361	122970155.755	108854674.178	113962229.34	179801508.578	115373273.101
IPI00017302.4	 	PCGF2	39101	1	1	6990748.914	9535006.264	10565687.962	15011172.939	6637036.836	6357307.063	5840297.796	6186414.127	8305935.729	5877014.154
IPI00470502.2	 	PPA2	39101	11	23	268741636.186	273220591.458	326446113.716	459326750.04	198605549.297	228004699.361	208286787.887	205580232.051	312317350.767	203102230.683
IPI00017283.2	 	IARS2	39101	16	23	561127550.919	544990643.982	694664051.624	968552194.022	442336322.397	267932094.962	206466024.574	222205556.088	308400351.752	268457226.074
IPI00014198.2	 	EXOSC7	39101	13	26	299427390.742	295679510.9	349002873.89	479149947.541	221925561.693	280808320.286	260895135.68	261884360.726	387838340.157	269072560.189
IPI00442073.5	 	CSRP1	39101	10	14	228261574.047	206259861.918	273085052.36	286007582.106	153060144.035	198236928.765	191334547.482	211510327.911	243206139.737	207301119.529
IPI00874143.1	 	GSTZ1	39101	1	2	42370176.653	40544376.13	48320918.48	73264753.194	29019930.34	22510168.337	16381927.898	16340348.274	32323297.286	21893128.561
IPI00006072.1	 	SEC61G	39101	1	3	2540239.8	2486932.062	2481846.304	3671081.558	2233211.239	2092952.305	2032658.822	1901714.153	2828781.113	2090900.263
IPI00006034.1	 	CRIP2	39101	9	12	211665106.213	211430962.678	201939878.276	273745230.61	147578056.707	180541774.771	167351637.298	165666271.264	210207116.317	141123762.952
IPI00219468.4	 	PFN2	39101	1	4	104039237.509	99368810.66	130148703.947	147935737.923	77203146.761	32879849.766	31606024.487	31170427.662	35605327.955	31497606.587
IPI00019872.1	 	HSD17B2	39101	1	1	2242886.25	2536068.281	3183020.58	5580557.274	1809398.056	2056942.222	2294027.533	1989984.425	2796654.157	1621396.36
IPI00239077.5	 	HINT1	39101	6	22	225737345.846	214900812.895	271769049.812	341033983.782	156335951.023	186876466.971	181664692.408	183207920.022	248022098.979	194164268.669
IPI00290204.1	 	SNRNP70	39101	6	8	116258590.176	123325799.621	199720973.233	307355075.791	82528213.231	79423740.247	74581047.574	92376028.861	119547689.273	99250735.796
IPI00179298.5	 	HUWE1	39101	11	11	78418508.284	104323846.522	97706226.628	199841699.684	113854324.382	58549096.943	50818760.724	40982290.226	61827196.56	49486718.74
IPI00016608.1	 	TMED2	39101	11	59	711821926.759	849136318.515	830037022.25	1243371070.38	593605773.449	595324309.497	573490778.921	551159868.2	839490526.992	506374737.061
IPI00411426.3	 	VPS26A	39101	13	29	529380748.387	471065676.505	624519721.858	846408191.188	338707282.531	253034294.017	235264265.214	249816273.189	355864894.145	251237906.89
IPI00873253.1	 	SEC11A	39101	2	2	12089608.133	12698505.225	14575210.281	21228136.733	10395837.371	11343452.804	9697191.39	9513880.981	14757414.208	10393410.811
IPI00418754.3	 	FLJ45032	39101	1	1	4959440.156	6490928.906	6246154.091	9967854.737	4160640.162	4869390.892	4389807.217	3756527.668	6434993.285	3236636.155
IPI00009922.3	 	C14ORF156	39101	7	11	176728612.191	181444180.452	183599012.731	291069769.085	134502366.976	162574486.747	148991107.05	157633082.767	222587977.004	135837565.607
IPI00216298.6	 	TXN	39101	7	48	905856569.766	940761955.372	908370939.696	1339307463.54	664468700.478	851272971.341	754441909.836	780959710.701	1064768141.08	730485567.373
IPI00186008.2	 	STARD10	39101	1	1	682246.27	906886.191	1756073.371	1655654.583	815541.839	1125742.866	998484.388	700232.345	793533.135	1157311.041
IPI00027481.1	 	ABCB1	39101	3	3	42343293.486	49028251.665	50094915.189	108294661.357	60589929.193	16942181.796	12873585.682	11050287.876	18759156.784	17719312.695
IPI00021700.3	 	PCNA	39101	12	71	1355686314.48	1413718318.72	1476247811.03	2266956990.86	1009250103.93	973379145.766	884436111.096	913647154.171	1306792571.48	889779262.393
IPI00295777.6	 	GPD1	39101	9	18	299574699.688	296063712.258	330795112.13	513212070.439	221929677.125	125549302.364	93682287.74	103227688.518	177038198.555	127775774.201
IPI00790230.1	 	CCDC55	39101	5	5	59494499.423	60905747.246	69368609.999	86562191.467	51265459.374	62491018.424	61307737.821	62596946.398	83312804.263	64451756.516
IPI00306382.2	 	SCAMP3	39101	8	13	190121300.223	212866528.238	222854306.458	330158085.419	152075528.01	198819589.6	199943002.616	194232795.736	268913686.466	165119091.212
IPI00743203.2	 	LAMB2	39101	15	15	171986099.191	208202115.831	163145018.384	398596984.74	199890023.759	147164529.091	148091667.791	129754703.617	193818889.174	112028851.755
IPI00220194.6	 	SLC2A1	39101	11	57	697017416.087	705720998.352	856174154.221	1207936977.14	548465835.515	732659979.337	664312523.564	701717027.009	970441630.806	696779206.799
IPI00470596.3	 	ZNF638	39101	5	6	48123046.831	86490992.931	65185859.936	113470507.381	34547894.274	39355907.601	42270759.765	41798350.994	64922254.208	31594773.839
IPI00303726.3	 	IFITM3	39101	2	2	64743449.767	63930808.023	76793116.191	83174857.533	51426592.091	74983991.139	63086286.041	71079057.339	81691148.238	67644651.14
IPI00021147.1	 	DEGS1	39101	4	12	47481618.838	46701095.204	63841483.902	75101396.543	35582119.885	47912591.649	45888868.843	49716932.978	64470835.252	48112103.047
IPI00010706.1	 	GSS	39101	23	54	1169329595.3	1148567345.85	1349224987.21	1915264763.77	819341866.886	1077842130.3	1058391604.4	1102849356.93	1599827911.56	1005782135.61
IPI00063130.2	 	TMEM205	39101	2	6	198680539.564	189819244.215	202671035.172	254972364.712	141433599.021	189265237.407	182846262.164	182535655.344	219488639.588	170997940.749
IPI00550689.3	 	C22ORF28	39101	14	32	603606038.197	574563497.711	734195782.243	999547122.738	438281259.369	477965954.91	445384643.11	449131097.119	713108106.119	482391170.009
IPI00910009.1	 	B4DGK4_HUMAN	39101	1	1	5880763.974	6077212.629	5411820.509	6103294.534	5615828.764	5500098.736	4646596.525	4530490.779	5003824.453	3757737.997
IPI00797136.2	 	IKIP	39101	7	14	174216640.678	199722506.388	217582577.95	306584136.879	132234942.082	117888516.427	120991253.732	116449174.79	165767039.82	104072052.295
IPI00007926.1	 	C6ORF108	39101	3	4	77528817.439	80509571.828	82853600.236	116630631.153	49632025.204	68580268.884	69024513.309	69947154.31	93574412.869	62740041.089
IPI00005277.4	 	RAD9A	39101	2	2	15127423.12	14017923.238	19270170.222	24839208.598	9435788.805	11109562.179	10072688.924	11078775.472	14969073.624	11408544.933
IPI00176706.1	 	RBM17	39101	2	2	21271748.722	27060797.407	29993283.97	38029693.258	16760157.179	19514126.597	18982371.858	17203230.818	24609914.969	15260763.371
IPI00022240.3	 	ISCU	39101	5	6	248818588.966	248598966.348	283203113.286	401559835.986	156845821.745	188034490.84	197845346.394	194020143.796	289317462.447	196977206.265
IPI00021370.1	 	UBE2K	39101	6	12	307790481.389	343442489.921	336955321.245	472936970.52	222076400.619	148125852.855	150464161.038	152308800.589	197339584.263	116386958.684
IPI00219301.7	 	MARCKS	39101	4	6	126088234.189	151210111.224	181381974.856	212317948.602	120767389.994	141533835.56	129481676.484	119591750.342	144461011.802	125791444.215
IPI00218848.5	 	ATP5I	39101	2	19	239048096.844	251339312.621	246312402.349	455931335.16	179830925.455	233770737.641	226304403.984	200097436.942	353214654.208	188757272.684
IPI00024915.2	 	PRDX5	39101	6	33	1657517790.87	1781798092.84	1936321982.88	2747824735.7	1029914173.28	1599897106.41	1459125344.3	1605847842.67	2233968453.47	1367799501.36
IPI00014843.5	 	LRRC16A	39101	8	8	44715842.024	51724795.483	58144361.627	82761525.603	41769086.826	32608396.569	31988608.634	31510983.242	42907104.272	28500084.874
IPI00478648.3	 	MUSTN1	39101	1	2	2696508.556	2277168.935	3659251.09	3935368.664	2091392.48	2643616.097	3001367.983	2294368.254	3432766.061	2868230.368
IPI00020418.1	 	RRAS	39101	1	1	29270979.064	27302360.993	31837210.433	43385088.838	21208059.916	23846255.009	19952506.642	21438542.947	28649928.215	21861963.914
IPI00552920.2	 	EXOSC8	39101	10	16	288824550.503	303094657.643	361731565.013	519014759.109	247897474.205	263171191.675	233274111.325	242248768.71	343871002.931	242424915.452
IPI00240793.1	 	ATP11B	39101	6	8	45321207.862	52188874.965	55936539.241	78062272.707	37386417.195	46564136.614	43651682.031	41527946.889	60813814.665	39619630.816
IPI00396321.1	 	LRRC59	39101	15	49	703651898.318	713647843.695	844275159.063	1172880182.24	584051763.051	605870396.832	509369248.481	550931284.873	806652798.248	600625232.148
IPI00024166.3	 	MRAS	39101	3	3	45903924.626	46794860.634	57269041.373	79719415.663	36151695.454	43931124.632	42597973.443	38977190.534	62455789.308	42449873.073
IPI00007146.3	 	GINS2	39101	1	1	7487629.435	9336401.728	10109817.485	13175228.738	8191085.023	3787340.694	2523802.164	4033042.548	4968819.417	3413434.233
IPI00027269.1	 	CBL	39101	6	7	118794110.754	124106202.308	144495051.804	203247470.362	84023923.225	69139222.372	65120647.567	63797366.078	85434118.653	61844461.482
IPI00220416.3	 	UQCRB	39101	8	26	383261280.005	362715508.728	393786485.473	587989453.283	282185525.507	365454347.555	361681051.588	332938169.493	495651304.75	293786331.939
IPI00796966.1	 	ASPH	39101	1	1	513209.015	634343.158	958684.589	1069976.956	668366.225	191712.595	579526.343	552791.314	704842.208	468446.149
IPI00024006.3	 	PIK3R4	39101	3	5	8036254.165	11123275.976	9922063.783	22298285.846	9413653.463	1595826.684	1388063.919	1174105.452	2604262.356	1681214.168
IPI00012202.1	 	WDR77	39101	5	11	93897849.871	98221193.299	91745905.625	169951780.826	76994873.957	68219160.656	54566347.147	52868488.711	92672788.882	52084504.255
IPI00013214.2	 	MCM3	39101	12	18	319467070.597	287917353.571	355246751.66	502580643.859	254742588.149	142281372.452	120804027.447	116205296.278	167303148.929	123688762.483
IPI00298202.1	 	ACOT8	39101	5	7	90183328.622	106780184.75	101457526.728	173011840.051	78893279.741	77003434.608	70739263.75	68731050.078	107420009.789	61432931.769
IPI00186290.6	 	EEF2	39101	56	276	5805321569.19	5528279609.14	6216843076.09	8345432438.16	3832629728.34	4493444149.23	4179746654.14	4421212344.67	5896308045.52	4041406945.84
IPI00640703.3	 	XPO5	39101	2	4	11683087.496	11921483.883	11875812.104	18492550.494	11017337.605	12012217.376	9341114.221	10459488.291	13164706.429	10383989.389
IPI00741097.2	 	GSTT1	39101	7	25	340393115.971	345033822.923	411909618.092	563748594.392	255820136.061	345760431.916	325474367	331209047.065	477593534.541	318962834.017
