representative	samesetproteins	clustername	msexperiment_id	qupm	qusm	sumionarea_protein_126	sumionarea_protein_127L	sumionarea_protein_127H	sumionarea_protein_128L	sumionarea_protein_128H	sumionarea_protein_129L	sumionarea_protein_129H	sumionarea_protein_130L	sumionarea_protein_130H	sumionarea_protein_131L
IPI00171438.2	 	MUTED	39106	18	79	3333719608.27	3987908456.85	3581528061.18	4693446411.19	5597219156.19	3673091350.05	3913520579.52	4025764945.04	4416960924.14	4309554570.18
IPI00294728.1	 	DMXL1	39106	3	3	94969276.837	167357001.178	144843534.91	259625834.108	201110964.224	125970272.825	160718480.972	134454977.535	168850658.007	186567148.912
IPI00645737.1	 	CBWD6	39106	4	5	270004080.545	286561731.32	305616032.707	402441516.763	429473597.027	225416705.192	257046167.971	249272186.247	269498015.752	281628249.472
IPI00790739.1	 	ACO2	39106	28	52	3324398445.12	3884167710.51	3590092229.97	4664407521.54	5241128932.7	3766301280.54	4039859295.38	4122737583.22	4466928380.04	4337249981.75
IPI00550733.6	 	TBC1D2B	39106	2	2	75941727.867	87116671.533	91824366.526	120042967.684	135424723.462	54975427.359	63221598.944	58172218.981	72104325.745	74901440.882
IPI00031522.2	 	HADHA	39106	29	85	4685298345.37	6007687990.37	4904459118.25	7280828099.26	7744148343.3	5469519227.47	5883196416.65	5543557254.24	6323031335.02	5682107683.45
IPI00181836.7	 	KCTD14	39106	5	6	110076162.151	131411783.883	139639092.208	170524607.351	201144098.298	121363515.349	140950448.456	132036585.073	153004213.211	161554983.232
IPI00787827.1	 	PITRM1	39106	26	41	2011587530.45	2371318010.29	2295221736.15	2822950353.14	3313615904.94	2332152248.11	2465243737.87	2453794310.14	2670976979.36	2788230621.51
IPI00033022.2	 	DNM2	39106	23	41	1652941296.54	1892975304.65	1964761721.31	2395382753.46	2801304841.52	1866122176.81	2117461366.17	2057062875.62	2233622791.09	2342880864.36
IPI00747001.2	 	FAM57A	39106	3	3	75685130.772	94953087.705	79417756.388	106510378.342	118440898.413	90338436.021	98813176.333	94900641.655	111658610.993	97428947.008
IPI00747810.2	 	FSCN1	39106	18	37	1745069404.07	2020816697.26	1719292409.69	2185590332.43	2682175321.64	1860126887.03	1955108927.52	2005574218.98	2125039254.33	2083713619.51
IPI00003882.1	 	LIPC	39106	2	3	95591051.556	119637930.234	105025016.716	168616344.711	168571892.888	114788564.246	130544713.256	111402619.735	150050808.146	136569914.484
IPI00847168.2	 	RSU1	39106	12	23	719347485.458	863735989.021	781976244.034	1084637162.44	1279232749.06	761175279.667	801895603.599	880013257.495	905624651.996	958164423.222
IPI00219825.2	 	PSAP	39106	12	19	1505173784.84	1729657769.59	1740556550.27	2140263259.67	2620666078.07	1644177978.9	1816543441.74	1833159612.92	1997778380.91	2090742200.61
IPI00295400.1	 	WARS	39106	14	37	3263002219.22	3738742118.23	3980552054.64	4794100122.06	5673861710.16	3970638572.59	4322196326.69	4411075324.38	4707919598.1	4892559790.9
IPI00061111.5	 	C16ORF75	39106	4	5	113265013.58	135283237.599	152767885.53	185912426.981	216072393.349	108799946.153	121345568.028	109863370.422	142715581.45	141395876.692
IPI00657967.2	 	PHACTR4	39106	9	12	321947874.273	376532877.373	364955035.339	477497376.709	548657036.223	375852256.226	398446734.185	403237341.991	445178185.898	452204880.354
IPI00025818.1	 	GALNT1	39106	8	14	668471858.058	786580356.951	699442505.652	938861935.302	1060755307.35	748234985.709	802964719.617	808664283.179	848573640.665	810612177.867
IPI00396329.1	 	BXDC1	39106	1	1	22295064.375	33261750	27909424.829	57116961.529	50432837.032	32397836.143	35268799.968	34764227.381	59667942.389	49566681.698
IPI00384028.5	 	PAPOLA	39106	12	28	1064997374.42	1254313770.32	1240726811.82	1529461807.48	1763230898.02	1249247120.08	1271009362.79	1293446746.62	1418029968.32	1522333348.17
IPI00217617.4	 	MPP7	39106	11	17	803494805.855	939908315.087	1006405633.98	1288200462.04	1330199161.71	853929645.759	1007770870.69	906248744.006	1160516872.08	1092884984.83
IPI00296432.1	 	IWS1	39106	9	16	316436649.607	390545618.802	389421482.467	475753926.386	525386609.635	336323830.403	382687324.366	346674318.214	409188428.728	443711244.32
IPI00019922.5	 	ZNF444	39106	2	3	69105227.051	82726217.063	96110051.939	121889777.553	143951123.149	89449375.878	107361259.064	101317555.144	120020345.37	123789021.15
IPI00169267.3	 	ATL2	39106	10	18	935375469.926	1118603710.33	1095843140.12	1418265121.26	1605086540.61	1021481045.44	1148235538.36	1158276538.03	1248723341.49	1297050554.77
IPI00017963.1	 	SNRPD2	39106	9	18	955320351.568	1110923653.11	1187217628.91	1423140834.49	1772621418.87	1053800209.32	1290483217.5	1241764690.5	1330782530.07	1514696490.71
IPI00383410.2	 	TBL3	39106	2	2	70301064.28	85514718.295	87071707.564	112870269.638	133928686.118	49303007.012	61867920.264	59848312.472	62254620.661	77003619.924
IPI00465028.7	 	TPI1	39106	14	96	6370545265.69	7037772792.73	6963807641.15	8986035177.15	9993733311.51	7060518485.58	7452965168.32	7626790194.74	8405599378.04	8431502455.9
IPI00003031.3	 	ISOC2	39106	3	7	127094595.793	156872185.87	129453588.392	185487972.561	203837047.444	140812574.442	143836153.967	144978825.617	172675577.732	155342785.061
IPI00658128.1	 	STIM2	39106	3	4	108285805.09	124515473.593	118381104.589	150590391.4	179592616.299	94271538.842	103078799.997	93188207.033	105083131.417	110528172.91
IPI00005881.3	IPI00879650.1	ATG12	39106	3	7	269503649.541	330343699.073	346772341.64	407516584.463	487134998.432	310627450.741	353424934.533	344293037.672	357349753.192	391338326.478
IPI00419595.2	 	PODXL2	39106	1	1	4958960.911	5717495.053	6759962.281	9475672.999	10644111.087	8090710.294	7270273.041	7833055.779	10734315.417	9245842.551
IPI00328257.4	 	AP1B1	39106	15	23	1581674425.02	1834755582.73	1975228910.65	2132432544	2761410604.56	1620247852.31	1881793921.22	1917855932.83	1793185040.87	2101830311.36
IPI00008422.5	 	SMARCAD1	39106	13	13	726714201.661	815259822.361	842950453.065	1021137566.41	1197890536.3	681458683.098	767402326.155	776413277.669	827302616.968	866106803.15
IPI00013890.2	 	SFN	39106	7	14	964578875.567	1014195931.38	1116123715.48	1291983992	1650131991.16	1156037582.57	1176639186.19	1230752323.23	1307042249.4	1474929382.94
IPI00237884.3	 	AKAP12	39106	18	24	1274451224.93	1675120174.4	1463972238.43	1404139926.02	2194000175.11	1674491017.54	1761662223.52	1882886591.17	1391081525.85	2112589544.09
IPI00220056.1	 	KLHDC5	39106	1	1	45762173.292	50028668.618	56786393.183	68778622.983	77849050.209	56727719.416	59221883.679	53579421.23	65417747.485	68104021.499
IPI00293276.10	 	LOC284889	39106	3	29	589339788.618	699306396.304	509593996.622	836725458.545	917561859.988	663025345.749	690699827.145	679516028.748	822890755.269	660314280.576
IPI00015351.2	 	C1ORF128	39106	4	6	285030605.29	327647876.69	252117012.776	346273128.675	404406704.826	286232547.757	301213112.758	316321748.896	342578098.222	305065648.858
IPI00011217.3	 	NDUFS4	39106	4	8	363925009.018	386859210.473	539268838.809	311727344.141	738838925.876	390215781.781	505683842.683	447720307.472	327732766.774	634505065.056
IPI00867599.2	 	CYTB	39106	3	8	371453731.606	394335253.142	488683201.684	402185165.898	667386578.062	424278282.578	509806984.648	475098042.883	395957895.915	562361362.699
IPI00220687.1	 	HM13	39106	9	15	1881286926.67	2180961900.03	1869810671.77	2278785363.74	2398847874.3	2004299042.98	2127008607.97	2180902119.4	2113088859.85	1836317672.63
IPI00384957.1	 	Q7Z2Z4_HUMAN	39106	1	1	17599381.511	19554709.884	22879560.221	24988183.243	27923271.021	19779218.759	21015967.322	23510307.827	22186286.673	25328337.212
IPI00245135.1	 	RNASEH2B	39106	4	6	260380139.647	314224515.376	257328651.808	331991182.123	406735383.022	254175411.982	281125518.108	277465961.037	318137991.545	293564629.04
IPI00419979.3	 	PAK2	39106	10	23	1406204568.25	1610198137.58	1516276014.42	1878527478.34	2281547369.6	1543364911.44	1646519853.16	1693573108.22	1823527296.03	1848191152.84
IPI00328603.2	 	FBXO33	39106	1	1	10812885.464	11594645.747	10816829.264	13776466.775	12357057.215	11148045.639	12031045.656	10818311.462	12592081.837	9405936.638
IPI00031821.1	 	ITM2B	39106	4	5	298908043.372	320768152.334	367501849.271	433305167.822	480720888.924	326158210.336	389518529.011	347586284.012	445128190.23	409497702.491
IPI00006658.4	 	PIN4	39106	5	10	784167379.208	864219097.104	857287376.625	1082601593.51	1192687916.7	797535792.465	885039601.707	918039967.517	1014735654.95	974617770.892
IPI00015736.3	 	UBA5	39106	10	14	626508843.339	750169573.211	631336647.18	799042482.252	939929453.682	650176864.858	680548307.571	695833665.74	753698288.58	733861399.208
IPI00414384.1	 	HSDL2	39106	18	38	2177425319.84	2550821391.18	2286325936.14	3049229539.68	3441491428.19	2340231742.89	2566404769.55	2591202608.2	2790139445.49	2635401585.36
IPI00024364.2	 	TNPO1	39106	13	30	1304278675.56	1501805859.34	1462292353.79	1830200643.48	2182819806.63	1409825015.39	1551109658.25	1544790436.15	1688794922.42	1678079810.54
IPI00012028.2	IPI00744933.1	STX17	39106	2	3	88114661.43	98587089.18	103062662.37	129581575.365	145838594.868	79385053.906	86478777.079	82165096.918	98418712.738	98306474.748
IPI00012773.1	 	MTA1	39106	8	10	643133693.783	729207304.05	818093763.778	1070057771.87	1253481695.28	584361619.769	793810862.347	679133705.64	903100470.084	903976309.972
IPI00549564.6	 	ACSS2	39106	18	30	1257892190.06	1549746351.62	1303559459.28	1918548489.01	1928512252.53	1372542175.9	1423493136.09	1453859800.46	1702925760.77	1456703424.89
IPI00793181.1	 	SELS	39106	3	5	248104615.867	263419358.607	290234092.85	332854272.831	399015524.575	295549897.508	301144886.406	297193383.873	320821825.406	353798049.523
IPI00890837.1	 	SMCHD1	39106	27	37	1782835079.88	2572940855.6	2155501869.75	2734058334.3	2786973441.75	1534424701.01	1857281127.83	1825766608.38	1990940938.55	2039468516.5
IPI00795611.1	 	GIT1	39106	8	11	418168994.374	470926534.09	537600214.524	685113645.983	693470356.282	411856623.382	505558564.458	437865473.819	554787731.319	539127424.608
IPI00166528.4	 	RICTOR	39106	9	10	213076305.089	275949848.681	263656394.988	364221050.955	360194070.434	208497974.559	241764948.753	210321113.004	275991745.812	261111173.177
IPI00396008.3	 	SPTY2D1	39106	3	3	93829282.876	148691733.298	141183096.286	248893416.984	177282025.695	89954156.803	133893173.842	147508586.075	222757241.838	144674806.744
IPI00640088.1	 	CSNK2B	39106	4	10	672359390.614	803529592.862	775218280.054	1103357499.35	1253824180.27	663754411.021	752089709.652	702947002.047	871570362.55	807625062.852
IPI00328195.5	 	NBEA	39106	3	3	129260281.026	186604865.935	146754627.03	212514047.478	224852737.03	166886680.025	187678459.006	173693416.718	202438316.235	191035219.789
IPI00012208.1	 	ALG12	39106	1	1	40676513.189	50938519.118	32018081.1	53864299.215	50785871.792	38644138.507	40810254.372	37215288.25	48111649.014	33889566.185
IPI00299300.1	 	AMT	39106	7	11	313063950.16	367857658.947	311562359.395	428116907.113	478387356.016	339697614.502	363140069.733	349071333.932	428644116.311	375330982.184
IPI00792788.1	 	DOCK5	39106	13	14	462602946.057	644855780.199	544320162.344	772192496.541	769929930.154	527774972.766	623119764.052	540187775.503	670052742.544	648336748.97
IPI00024566.2	 	C1GALT1	39106	10	16	792772302.174	997946853.921	916293648.155	1146482746.74	1571889678	854063105.824	978759546.95	992359046.688	999218642.595	1158706468.37
IPI00876858.1	 	PHC2	39106	5	5	131521449.996	160742162.751	169710313.423	202728108.616	236565360.654	132378252.13	156486604.552	167819174.966	194002849.995	180866283.463
IPI00012386.1	 	COCH	39106	1	1	20894133.189	24133527.275	26469847.286	31554095.037	40330965.074	26456347.928	28017976.724	22816016.143	30606330.715	35386142.573
IPI00023138.1	 	RAC3	39106	2	2	59287668.311	68796501.441	79931003.507	91925694.694	114363694.206	65400177.8	69303284.64	66880273.863	75518575.322	87802110.307
IPI00873899.1	 	ABCF1	39106	26	58	3079427618.09	3781681098.76	3707221286.55	4350270368.39	5287647266.51	3268518526.71	3745509220.9	3798719515.2	4067092425.67	4395667559.51
IPI00293857.1	 	ARRB1	39106	11	18	1135794301.84	1216613997.43	1263702222.01	1500377485.22	1644770775.28	1250018408.97	1345623161.44	1334496520.77	1458904080.05	1434598457.48
IPI00031614.2	 	GINS4	39106	5	10	851167561.625	957953381.589	1008105082.38	1213482001.35	1487717902.26	1038418191.4	1080696401.5	1109565525.82	1207565024.69	1249323668.86
IPI00016408.3	 	C9ORF6	39106	4	5	121173872.366	143050955.698	155226005.769	198500890.604	225400800.338	134275828.344	146890217.626	148929633.781	165976444.608	176973033.13
IPI00096066.2	 	SUCLG2	39106	17	37	2695124810.17	3053744790.16	2887171451.34	3584565566.12	3997865355.28	2928922596.45	3180121032.08	3182334519.55	3417922909.47	3255510785.97
IPI00869339.4	 	ZNF187	39106	1	2	15896663.461	17297900.56	18821935.388	23703583.719	30725760.513	18679987.893	18600111.825	19724277.573	21534779.018	25970576.122
IPI00376005.2	 	EIF5A	39106	4	6	295438976.206	286077437.577	335593915.187	313049610.768	402806037.039	287685954.427	325369134.861	306430204.105	337434628.124	350978904.311
IPI00307755.3	 	PRKAA2	39106	2	3	77206754.436	88143824.047	91606114.627	112034705.987	126993921.268	89175973.902	94256506.49	90766818.71	106678910.7	112517611.579
IPI00027745.4	 	GUSB	39106	8	14	273765146.634	372486693.052	292972250.515	407816096.991	459516666.147	324076340.111	374331600.473	340241474.827	376111105.588	370778160.646
IPI00021842.1	 	APOE	39106	9	30	1529705368.49	1779194271.61	1689866531.52	2225987638.74	2482032934.7	1733053533.27	1813051775.36	1816668882.09	2099479379.1	2031103054.59
IPI00789159.1	 	RPL23A	39106	5	7	401394830.002	433954102.993	622161617.38	653405999.358	772494310.906	466620002.82	611287216.907	527715851.383	597103892.479	696077847.607
IPI00784614.1	 	SEPT9	39106	12	25	983698477.97	1159151366.85	1121753301.95	1438652297.38	1565127251.77	1015896542.08	1128260667.21	1091187420.98	1198185721.76	1223984772.67
IPI00025464.1	IPI00746270.1,IPI00872143.1	MT1F	39106	1	1	20533366.875	27277659.375	19985809.698	35792674.507	48749158.603	21814052.75	26918514.882	23315832.243	32671440.155	35752564.726
IPI00251989.2	 	POLR1E	39106	8	12	1029305201.52	1315232089.04	1350813508.71	1628124782.54	1845286689.22	998257373.877	1275932000.24	1195474402.62	1391500110.06	1358469980.61
IPI00003128.1	 	P4HA2	39106	14	22	802769718.379	911356088.257	1001888832.11	1194090824.66	1447978605.23	954265893.787	1097359600.37	1027610246.19	1147927778.85	1256373404.01
IPI00009607.1	 	RAP2C	39106	2	3	117484179.815	127494734.325	108905183.856	128058629.59	155154737.705	149431816.422	141397019.968	137130176.523	158408479.113	144025196.391
IPI00795030.1	 	LASS6	39106	3	4	87022493.341	115250142.989	96484996.974	138459239.688	150608975.878	111196627.019	118841812.355	117920623.838	133721257.816	122567962.342
IPI00182126.3	IPI00878142.1	FKBP9	39106	8	17	714504439.329	824551077.523	786489633.92	974782712.367	1163935811.71	741457982.294	848427416.919	794851690.509	903043257.053	866761001.583
IPI00885104.1	 	MPHOSPH8	39106	1	1	14138153.376	20199246.441	18461568.659	24883599.262	29125439.335	16223300.587	19349490.071	18566920.513	24257362.557	20548665.607
IPI00019018.3	 	TM7SF2	39106	5	6	192355027.502	238153814.03	240053441.762	303279132.399	326132234.755	208936461.966	236604155.732	240816151.687	277907352.522	269649569.933
IPI00783519.1	 	PIK3AP1	39106	2	2	84374096.438	94234290.966	107268619.325	146247124.898	135332077.548	67613522.351	74698857.913	70992721.103	83908344.414	88204359.107
IPI00409675.1	 	MORF4L1	39106	8	13	380885827.216	467722150.182	456478434.859	512360045.042	653531889.725	412293073.516	450087545.436	463091756.093	478733940.088	533805215.261
IPI00006091.2	 	DMD	39106	11	13	588838318.163	677122032.434	626555029.368	802952558.963	917683020.36	596500010.931	679463335.81	650666474.242	733669256.512	716440061.6
IPI00170972.2	 	C9ORF64	39106	15	26	821114949.911	899567843.049	876422928.967	1097919765.58	1201724809.02	872794353.232	943112713.606	932404977.836	1074585647.98	1003665758.93
IPI00171117.5	 	COMMD1	39106	1	1	28452718.125	34515108.75	33788799.593	41945942.276	44371225.4	31300037.816	34360408.848	31949872.391	40027080.701	37828174.191
IPI00017342.1	 	RHOG	39106	6	8	1082578395.85	1174459889.23	1238937975.19	1477399932.79	1735450469.32	1221832442.81	1284147250.31	1382325019.8	1423326467.47	1517045996.76
IPI00007752.1	 	TUBB2C	39106	3	21	1817797437.11	2023382224.45	2339843121.88	2747295190.9	3088121505.59	2077822844.46	2371524226.54	2320591406.49	2507072480.84	2715878703.09
IPI00106783.1	 	HSD3B7	39106	6	8	293614800.177	337213145.912	341104968.982	455653782.62	506306465.691	213967675.692	229207698.702	218764823.844	280030068.379	275448246.685
IPI00221092.8	 	RPS16	39106	6	9	246813374.851	266649729.946	371803757.817	435661751.097	491249525.176	207042477.351	324659333.932	198265395.254	382476987.225	449877588.391
IPI00396391.8	 	CPZ	39106	1	1	25445940.261	32169352.91	26659354.109	34398225.515	49899630.788	29060577.269	38148154.12	34495565.162	44301048.974	37506775.028
IPI00008771.1	 	HHEX	39106	3	5	222264945.602	264728494.46	257265319.557	318236983.639	434186940.836	231017707.51	251292994.134	249963996.01	293913281.966	304711964.712
IPI00027508.1	 	IL1R1	39106	1	1	22252745.633	24144842.948	24211415.097	31117245.682	31588216.074	21813849.997	23424625.372	23469907.691	27266302.396	25577680.547
IPI00396630.3	 	PRKACA	39106	2	4	134220143.778	169076526.186	196483172.16	243255538.381	277247192.727	155333180.152	179813012.82	168502574.546	201094164.964	231710390.099
IPI00478749.2	 	TXNDC11	39106	4	5	189283775.041	227170780.051	225278297.59	295939016.869	322921304.121	236950240.733	257065430.804	229946149.499	284060192.824	278020635.67
IPI00872387.1	 	RPL7	39106	2	3	158642968.418	150693357.104	179682342.901	221576001.56	188698853.742	128631420.738	192270280.26	99032967.637	200277566.352	186372091.637
IPI00384180.4	 	YRDC	39106	3	3	105076395.221	104534047.242	107026344.408	125536947.722	161591755.482	112869745.642	109878456.96	125890093.351	119410700.249	140603724.289
IPI00555833.1	 	MYEF2	39106	2	2	78154538.501	111221239.707	101696426.573	123524802.573	137188209.141	60901753.946	77575628.757	80691048.561	86617826.232	90158602.718
IPI00220102.1	 	DNAJB2	39106	3	3	75477193.684	89095921.713	93035247.405	113722976.877	135117713.361	75926489.194	85806348.052	83936839.411	93109937.515	101720580.45
IPI00745406.2	 	SPAG9	39106	26	37	2099789631.06	2792085792.81	2336414144.89	3002228055.2	3307361205.57	2487785808.86	2770020325.13	2722268483.86	2917707905.24	2909829023.86
IPI00005668.4	 	AKR1C2	39106	4	24	579503436.432	648753351.809	609073594.782	770445865.391	846570820.084	573281358.086	621397835.846	603514544.111	667788960.373	669492845.06
IPI00217056.2	 	LEPREL2	39106	10	17	745105596.409	848369204.272	890308391.265	1107541392.33	1223572284.26	863513610.284	989839526.763	855692297.209	1080529887.93	1033098253.56
IPI00006205.1	 	SLC33A1	39106	4	4	285160890.778	341276898.16	355227819.293	396764115.502	464784605.341	329688813.158	370202203.975	352436359.125	408683936.268	403279707.167
IPI00740961.5	 	INTS1	39106	25	29	971457721.703	1311039747.19	1174136321.88	1647442203.43	1635707745.88	995031348.783	1217807163.66	1105819014.77	1357585676.77	1250656593.15
IPI00465161.2	IPI00655768.1,IPI00655860.1,IPI00655914.1,IPI00903068.1	RPAIN	39106	1	1	42474855.429	49961735.244	42410902.429	57201044.355	67865284.192	44664343.691	44430669.585	46301988.373	53462098.911	51950244.799
IPI00017979.2	 	FAM54A	39106	3	3	82202262.241	98379271.834	104533314.644	117999076.631	150518258.179	95398731.738	104939784.693	100407525.721	109475719.989	128389624.575
IPI00100313.2	 	PCID2	39106	17	34	1378611837.48	1683634834.26	1688494198.59	2011840604.32	2488035106.72	1430266368.98	1668902485.48	1647497409.27	1798317854.31	2095004659.28
IPI00552634.1	 	C20ORF27	39106	5	10	357569658.078	411037927.068	329706708.505	466762735.167	601110932.902	455181636.9	475574630.452	513469976.421	522635848.775	583402978.022
IPI00301294.2	 	FAM134A	39106	1	3	90591218.759	108023498.355	108311216.195	128836982.253	150941076.341	98335311.285	112604409.237	106893458.523	115306812.048	128483106.502
IPI00216338.4	 	TXNL4A	39106	2	3	147044499.712	154341938.961	161508673.961	183371377.403	238109705.818	178983313.03	189140189.253	204599906.316	205405344.608	225639937.88
IPI00647558.1	 	FOXRED2	39106	5	5	187936479.447	224360783.453	227203677.793	278069690.299	320746084.538	207373633.956	236717369.447	212589540.847	237902622.407	241846751.05
IPI00013418.1	 	BIRC2	39106	4	4	176622679.954	208157780.174	191048660.603	260635942.807	290339074.706	181966096.226	193617173.572	198081502.007	227580665.212	216854949.463
IPI00019971.4	 	STXBP2	39106	8	15	425295213.583	522531211.599	473772957.233	603422504.045	715658577.188	469065551.864	483108156.201	484520330.087	549387506.833	554808898.6
IPI00894409.1	 	CPNE1	39106	12	31	1079881387.12	1251066228.1	999527192.168	1399340395.84	1557511261.78	1060312839.86	1158583011.06	1138122101.64	1271806386.41	1131894720.99
IPI00910610.1	 	UBE2F	39106	5	8	368735285.846	383718149.537	391950861.908	466591790.045	567813817.094	389392879.954	420216816.404	441472316.445	461261953.892	453703166.585
IPI00856051.1	 	PHACTR2	39106	2	2	33114830.854	42587567.853	29866937.783	43592607.611	54822150.734	37601489.273	37735586.202	38718319.991	45374971.417	40514930.379
IPI00293652.1	 	IRAK1	39106	3	3	119628064.954	135174006.455	127420616.421	180240957.107	195836617.201	94194961.55	102885155.055	96055588.172	117573702.224	118161877.017
IPI00646917.1	 	NUDT21	39106	9	26	1088067207.79	1278213715.07	1372851143.94	1676976060.67	2174787755.5	1206786119.22	1468242355.82	1475513305.87	1684549783.39	1867532056.79
IPI00296157.6	 	RETSAT	39106	15	18	1220000630.14	1418540187.03	1362451480.94	1735345937.38	1957456234.92	1274001424.52	1317528536.94	1376749945.63	1483474931.77	1431740190.52
IPI00472162.1	 	HLA-C	39106	2	2	150101123.667	176742247.059	191638655.119	236351831.971	271946396.579	181844115.96	220669251.266	203138669.782	238128958.435	241300083.5
IPI00872664.1	 	USP14	39106	19	43	3512034192.09	3837129531.55	3905134859.43	4857606601.85	5144663366.65	3746839066.18	4431964876.21	3921054750.94	4694732135.93	4307943194.07
IPI00028051.2	 	VPS41	39106	5	5	68404799.2	83520403.995	82858777.897	108640670.123	118087457.436	75154965.223	82618057.491	83262691.655	90567665.449	91558390.116
IPI00017451.1	 	SF3A1	39106	16	31	1886899099.12	2181281509.59	2189571315.31	2513215504.69	2951369560.59	1924119098.83	2320847433.39	2200484376.52	2273194791.64	2436005987.92
IPI00178187.3	 	EHBP1	39106	20	28	2034906969.27	2521863349.64	2411113162.44	2823526428.32	3298934593.49	2024481272.83	2319466561.82	2314885726.35	2489955343.27	2561882104.94
IPI00290542.1	 	STAM2	39106	7	8	615308408.569	711245752.394	737769796.274	855489495.966	1051071525.75	712849979.966	792269803.204	772558702.813	806480372.148	879271468.639
IPI00307359.5	 	OSBPL9	39106	10	14	711342249.177	839337469.473	930163598.159	1103976760.79	1283561360.5	688938708.828	786933296.687	748991661.515	845388016.934	881343918.11
IPI00161119.3	 	NFKBIB	39106	3	5	73728937.222	87646407.074	87881809.852	111579391.398	126559120.323	87968558.375	92823531.781	91670998.376	102364607.233	101833405.168
IPI00642798.1	 	SC65	39106	8	11	322352707.447	367607788.108	372499367.898	475488588.724	554593081.3	375740375.667	451226317.396	384413949.738	462714851.009	467976286.991
IPI00791924.2	 	MYLK	39106	19	23	1149047318.06	1587454520.12	1455576626.41	2138557689.28	1972880142.11	1052922556.01	1489289150.1	1269199658.11	1847730488.15	1476910538.68
IPI00103059.4	 	NAT14	39106	4	8	295944365.724	353733041.688	326579504.628	430715202.122	466734949.969	328898785.544	363690584.709	350112144.414	391211155.358	388179993.158
IPI00022831.1	 	TBP	39106	4	5	227284060.623	278207056.246	262095539.817	326460267.224	359433810.141	234166159.887	269870303.263	249759952.694	286111047.326	248527206.302
IPI00069750.2	 	PUF60	39106	16	38	2280003519.62	2481993717.02	2352011390.46	2836453234.85	3560150529.81	2305241487.3	2543373728.58	2562076832.7	2688864982.82	2862449012.47
IPI00290461.3	 	EIF3J	39106	9	12	659235177.228	702535771.94	982062310.826	918055267.009	1250481552.49	718562986.026	1030819036.75	912884471.419	1029692077.09	1287394777.89
IPI00893197.1	 	PPP2R4	39106	1	1	93049420.736	107537067.259	121088947.158	143598110.482	173150565.639	125705519.486	138357440.839	139596676.061	153964491.291	173585565.888
IPI00028347.9	 	FBXO31	39106	4	7	124269471.378	153682713.965	139480419.571	196297899.93	214531783.012	127022832.043	128329296.518	125565162.208	160536478.253	145045927.102
IPI00549248.4	 	NPM1	39106	15	43	1671506014.93	2084495309.5	1915500199.49	3260638904.73	3491577946.95	1835700787.88	1983801357.33	1949979130.88	2866907075.84	2732965449.02
IPI00386924.2	 	C16ORF70	39106	3	3	70292404.895	80807707.7	72574266.887	102140689.418	115036684.738	74177251.485	75389224.119	74018220.406	87128566.161	86436142.65
IPI00396593.4	 	PDLIM2	39106	4	4	146544422.827	165728896.284	159065411.468	186544165.943	237904647.27	155496400.902	163691070.413	163056759.097	193392465.308	209754180.558
IPI00030782.1	 	STAT6	39106	5	7	160067581.405	196760671.471	216042462.774	251979723.199	284850924.077	161604040.989	193826228.426	163594268.817	197950602.838	217491657.091
IPI00061525.3	 	GNPNAT1	39106	5	13	1288375435.02	1459204711.78	1257392017.82	1736524606.36	1856040368.38	1371373432.5	1389161268.62	1499394959.78	1625304310.68	1446235165.05
IPI00220150.4	 	IDH3G	39106	5	5	105603308.733	125099677.563	115427614.279	158177121.097	172563478.848	115935846.895	132970130.629	124394543.471	143220517.124	142007007.094
IPI00055954.4	 	WDR43	39106	12	17	678011909.228	858617296.406	849847701.145	1047436722.82	1301321497.46	802778312.459	913223874.138	926070284.705	1046812324.47	1256657972.2
IPI00306017.3	 	C15ORF44	39106	5	6	433974078.143	505199784.609	506159794.024	624735933.423	785502456.049	453773116.818	524639055.279	507505970.471	587300630.617	610859166.24
IPI00872107.1	 	ILF2	39106	9	25	1375041641.06	1541830061.22	1846279860.57	2155703645.15	2317500689.86	1528137076.01	1982801465.87	1744704852.36	1996282237.06	1906071158.44
IPI00018087.5	 	C17ORF68	39106	2	2	13579110.761	15314064.391	14952498.466	19133392.285	20156739.866	15121296.064	15272392.55	14784645.573	18144623.549	16181255.998
IPI00024281.1	 	SIP1	39106	6	10	402285561.058	425678352.744	560319242.255	760124888.77	664254320.209	344988386.536	530147729.196	373283485.453	638586230.363	526780486.776
IPI00646240.3	 	HIST2H2BA	39106	15	89	4105971925.22	4475041260.7	4352650489.1	5357042544.68	4439673049.23	5034614054.06	4357482888.36	3999678391.04	4784875933.28	2412822025.57
IPI00909772.1	 	AP2M1	39106	16	28	1680098174.93	1758086176.86	1936954133.15	2373082949.16	3091446890.56	1820151245.96	2056027020.23	1929913661.95	2137476675.22	2606006920.98
IPI00012283.2	 	SEMA3B	39106	5	5	163877776.324	209383329.212	195689623.826	245592501.372	302522066.904	196651155.169	229970182.791	196465670.13	244869545.871	253312064.152
IPI00005110.2	 	TBX3	39106	3	3	146727323.791	168383614.786	194979816.606	202579596.663	242400237.191	86808679.005	102968842.81	97246682.328	102438088.491	114514318.031
IPI00010333.1	 	MDK	39106	2	2	72593125.621	84266543.796	84083359.411	110160252.788	120729462.755	78130076.313	88708280.104	89311063.803	108066570.738	107018633.044
IPI00220929.4	 	PKNOX1	39106	1	5	56564428.82	67170627.07	44234942.417	63659351.484	66681570.814	46841433.316	49369577.388	50801738.516	57341095.698	42294168.309
