representative	samesetproteins	clustername	msexperiment_id	qupm	qusm	sumionarea_protein_126	sumionarea_protein_127L	sumionarea_protein_127H	sumionarea_protein_128L	sumionarea_protein_128H	sumionarea_protein_129L	sumionarea_protein_129H	sumionarea_protein_130L	sumionarea_protein_130H	sumionarea_protein_131L
IPI00873649.1	 	CDKN2AIPNL	39106	2	3	81115347.211	102862212.18	89795342.575	129244589.707	147189561.591	89183013.813	96114174.084	99694964.389	124582821.63	109772813.351
IPI00816044.1	 	C3ORF10	39106	3	6	197051151.575	234428022.468	219634318.975	283946425.482	333583252.915	207245698.831	236062289.058	243782936.694	268054279.942	265663401.697
IPI00186721.2	 	GOPC	39106	8	12	1003271847.07	1177519257.07	1238833130.67	1509097402.67	1761565498.92	803754821.922	976057064.232	926379581.608	998683288.336	1154441565.32
IPI00302690.5	 	ACTR10	39106	6	8	415476065.743	466387852.425	443840923.862	644227122.827	650535829.836	459245212.549	561743150.203	455814261.817	579880667.32	497009300.433
IPI00014263.1	 	EIF4H	39106	21	45	1309348011.16	1469321178.23	1348496831.23	1630178705.11	2057977064.1	1384198399.5	1453431656.51	1481558910.18	1629114315.8	1631651326.93
IPI00020050.5	 	DDX28	39106	5	5	198376728.539	221968586.742	258564007.261	360472365.844	319968487.358	169971214.371	232453254.194	180536162.762	254171388.234	242273160.699
IPI00297254.4	 	SIPA1L3	39106	1	1	8291322.816	9907388.143	9654794.179	12850599.178	13561762.551	9135089.866	10683734.009	10718266.028	11659703.883	12526526.19
IPI00782992.3	 	SRRM2	39106	13	24	809215342.802	1118289884.29	948912150.021	1521072532.11	1465155132.2	790046531.606	1046362436.13	1076225815.34	1357660898.64	1060862392.15
IPI00029266.1	 	SNRPE	39106	2	4	130464451.496	146146086.178	142668446.992	190062673.985	215013494.365	144546295.343	161685204.98	159222447.3	185211751.212	181880927.901
IPI00031661.1	 	NOC4L	39106	5	7	115294188.432	135631841.948	135913114.958	246228302.91	187841979.132	98273528.503	125963477.93	110677197.976	165420213.271	132233440.415
IPI00295737.4	 	MTRF1L	39106	2	3	336427790.105	384251931.013	394765582.041	475037130.8	536094613.194	339952271.51	370714019.765	381737527.897	402235070.165	409951081.204
IPI00020454.1	 	DCK	39106	6	13	741347030.908	841381942.553	894766949.877	1038511642.39	1363357017.38	883289585.392	923710718.46	992117226.057	1051736063.81	1153372850.61
IPI00019733.1	 	RAE1	39106	11	21	1101251542.19	1284460092.53	1302844201.29	1627151762.44	2066088985.95	1117743954.96	1305910482.7	1281240531.45	1458281199.74	1571170011.11
IPI00026969.4	 	SEC23IP	39106	25	46	2216511086.84	2461351713.02	2626334894.53	3139013164.83	3807289049.29	2460090343.8	2717309071.34	2719977891.82	2947698124.97	2900386087.22
IPI00654820.2	 	ATP6	39106	1	4	50513436.921	51374473.884	56909094.612	67481968.856	82321077.484	31876646.156	56663657.165	40873831.299	45655800.555	60861883.386
IPI00852806.1	 	EXOC6B	39106	9	12	576042840.363	698302968.449	670430249.045	818893489.883	925659258.155	653454104.126	692618434.678	682760193.479	752656865.179	717637013.353
IPI00299166.2	 	TANK	39106	6	8	292593945.544	357888416.777	320740176.624	427561117.709	485898451.751	295299683.101	324607837.859	311574409.319	377464987.454	347046518.734
IPI00007074.5	 	YARS	39106	27	65	4478642340.2	5196154351.93	4957936145.21	6343599967.54	7159630891.53	4510904197.97	4784139525.97	4924241652.07	5412888200.45	5292458988.91
IPI00018208.2	 	TTC33	39106	2	2	128819755.447	148963639.449	150541781.723	201371695.54	217089756.374	137393411.065	155480837.134	157446327.793	175733185.661	158103997.237
IPI00328200.3	 	QRICH1	39106	6	8	263663690.416	308293462.818	298125184.663	370062441.755	383056563.144	193252891.734	224320256.575	219357432.908	233185705.583	236716223.56
IPI00185018.7	 	MTMR3	39106	3	3	285454604.128	369048931.02	356257174.578	488180550.301	504935891.715	341931738.592	390989190.69	375608187.261	418193000.557	414606570.177
IPI00030399.2	 	BNIP2	39106	2	3	76001584.596	87963398.523	54471316.783	89854155.192	101698423.65	68937337.866	70260541.174	78830147.474	91752405.697	69135962.056
IPI00419791.3	 	RSRC2	39106	3	4	188685444.557	240173958.086	278173678.041	263972290.131	504051793.523	221309941.581	267722465.232	277207391.044	274953494.079	454300559.913
IPI00024670.5	 	REEP5	39106	5	12	516454585.126	596297034.097	555687023.868	686696026.25	849425747.088	544230662.038	604594945.95	576613332.6	645254559.022	637287824.689
IPI00305144.1	 	TSSC4	39106	4	4	92622597.208	113220153.13	110212224.739	147239292.002	152557831.742	116784367.155	126225399.914	109426278.041	144831424.553	138868298.298
IPI00305461.2	 	ITIH2	39106	26	70	3928947820.36	4750639731.13	4332770674.57	5855963025.4	6258231869.63	4268701592.93	4833534995.94	4600655653.96	5220225216.04	4776003810.06
IPI00156791.6	IPI00879442.1	KELCHL	39106	3	3	97750990.354	115524379.736	94604377.37	141994895.794	152745120.052	89922700.003	100153106.35	87215051.242	113253270.06	95516620.231
IPI00003818.1	 	KYNU	39106	10	15	767930529.494	897780823.555	825793593.784	1051661787.14	1201722714.32	828718669.816	896922673.992	926607441.618	982396218.178	989242529.534
IPI00607605.4	 	MAEA	39106	7	9	405412683.493	442908274.052	542934187.94	650383182.292	675444106.283	415073795.81	571169147.116	406964684.665	590018751.225	565492738.569
IPI00032187.5	 	NISCH	39106	6	8	204365627.326	252235662.267	202638483.699	268292137.756	298009893.248	190609150.717	206641643.949	202547560.642	235660345.134	207245458.257
IPI00644127.1	 	IARS	39106	34	59	3206565950.35	3991681594.43	4637495262.27	5724796870.35	5116598635.52	2785717395.7	4092899697.55	2836316381.79	4391506973.38	3898489868.55
IPI00026829.1	 	DHPS	39106	6	6	217665024.615	246753893.593	220694048.045	281966941.258	316841749.905	247070934.154	263594450.706	259107149.024	284883904.708	275341223.826
IPI00884105.2	 	LAMP1	39106	7	9	334749955.173	482067497.142	387947852.673	496603786.422	589462470.615	415302915.852	458270506.013	461422584.735	465838289.635	495346458.2
IPI00178899.1	 	SKP2	39106	1	1	3538270.815	4376147.363	5361082.048	6004418.174	6866373.894	2853978.376	2845209.055	2573112.056	3458790.959	3230038.677
IPI00909773.1	 	UBE2L3	39106	3	13	1013915915.11	1121949312.25	1025501313	1308884420.98	1519315796.66	1121869962.29	1199465907.51	1227099043	1286197972.69	1195837091.19
IPI00006211.4	 	VAPB	39106	14	31	2167129651.68	2491787513.64	2661809691.54	3099372072.63	3687698710.88	2413520993.87	2635170915.17	2757091156.78	2724717657.4	3010586748.21
IPI00011937.1	 	PRDX4	39106	7	22	1271885231.2	1549212170.23	1345222962.21	1850240001.68	2145385680.51	1447818228.92	1656472373.73	1503261061.32	1679000606.29	1685384352.57
IPI00030380.1	 	GTF2H1	39106	4	4	126424470.862	168404131.213	178858949.677	214182077.256	245034636.862	115859817.957	163611967.082	151043464.36	181334871.738	185920866.83
IPI00871157.1	 	SRPK2	39106	2	2	15393643.181	22073813.749	18512242.434	22078802.614	32271845.425	17972859.684	21084918.861	23525409.005	21989522.101	22715140.218
IPI00009210.1	 	DUSP12	39106	4	4	125960270.359	147453842.819	150614795.602	180089719.911	230772846.745	130332604.516	146306922.638	143052819.01	158224401.411	176319720.376
IPI00006079.1	 	BCLAF1	39106	6	9	129427612.218	193554056.366	171702201.792	277178833.023	282245918.659	136278069.167	186879159.825	210669130.42	281206989.275	212444616.193
IPI00914924.1	 	WWOX	39106	1	1	28333214.883	33606656.216	29216023.979	41089817.308	50199915.946	32310317.564	33106397.225	29898751.601	38358562.649	37652183.048
IPI00386072.3	 	ALG2	39106	9	14	541017343.323	644853138.612	623313550.391	783025971.535	884883372.942	597253020.008	661767453.997	626539856.228	709020063.218	678130653.334
IPI00449306.2	 	BBS5	39106	1	1	42113712.501	47856090.095	46162168.896	68108651.917	71706031.003	47892624.393	50849568.9	51073249.05	57605675.664	48998850.536
IPI00867509.1	 	CORO1C	39106	10	29	1379923552.29	1549010996.96	1524119898.39	2032608614.91	1962551132.9	1409206017.89	1593997948.36	1427642476.88	1767679517.7	1602178226.78
IPI00464968.4	 	COX1	39106	1	1	86703723.401	81845287.275	129562779.08	75528383.453	147767096.375	110913559.032	133126242.735	127473307.586	92493568.925	170329033.355
IPI00291723.3	 	FAM116A	39106	1	1	22456546.468	26730623.48	26253063.694	34266643.66	37061869.772	22997646.442	26010831.826	25564569.527	28595102.06	29614591.596
IPI00328319.8	 	RBBP4	39106	5	9	497931602.504	575800969.337	500871591.164	723606523.74	828848927.278	492037462.87	589610523.131	558635159.003	630352318.448	606836984.641
IPI00383797.2	IPI00916016.1	FRAG1	39106	4	5	277191520.921	303694622.523	304830334.265	374780980.702	442479696.95	313714615.899	345087304.235	361239257.358	368654461.947	380822624.735
IPI00514593.1	 	TTC4	39106	7	9	687575605.573	806191403.611	773991205.59	981771419.811	1154814973.37	774386013.972	798571981.808	834511646.733	873918791.552	890436981.357
IPI00373820.6	IPI00644152.3	C6ORF145	39106	2	2	27623547.096	34233955.801	33730248.197	42403681.522	47679089.733	27791090.603	29162288.137	27369932.509	32451482.846	32927218.425
IPI00029705.2	 	TUBGCP2	39106	11	14	560404991.963	589093971.765	730218811.607	887834799.933	983141572.676	549239388.337	735723921.675	612037844.052	820183785.035	822054181.532
IPI00478231.2	 	RHOA	39106	13	35	1415080769.28	1746201996.8	1438115228.19	2040905797.54	2428921234.99	1629033174.66	1643653264.21	1743675528.12	1931910982.23	1874747109.13
IPI00219381.5	 	NDUFA2	39106	3	5	96068725.062	103667972.891	117210344.27	110257838.194	178083813.533	106647666.55	127437650.517	124265423.662	106247347.074	154849682.062
IPI00013968.1	 	COX7C	39106	1	3	63045791.828	64630012.046	102351667.13	39097598.514	160406515.588	59511024.033	77485275.479	83467899.619	47164462.016	131232087.113
IPI00550361.7	 	LOC100134303	39106	2	2	99268941.717	117165954.796	110779724.896	151086047.248	169716299.912	103426298.068	116936556.257	105643138.913	135277659.431	129058845.233
IPI00022536.1	 	RPS6KA4	39106	2	3	27059759.305	28555646.526	28813887.591	41115809.074	44082699.72	19045615.747	22230951.045	19638950.504	24329260.998	25935460.303
IPI00027725.1	 	CASP4	39106	3	4	88287388.148	98400725.694	106094493.889	121683487.766	154220688.451	102190568.216	103327947.035	109829067.009	116265023.899	126248674.928
IPI00101968.3	 	DBNL	39106	15	26	1181363247.73	1307659120.2	1259964193.42	1535350301.05	1818608598.59	1189745210.79	1300500664.49	1336994185.33	1462677509.67	1472378200.37
IPI00068506.1	 	ABCF2	39106	5	6	217047384.068	265763301.046	299052342.437	308594177.382	392414228.97	247711229.524	279848031.274	294787872.173	290826982.613	345298715.869
IPI00294739.1	 	SAMHD1	39106	19	38	2001173486.16	2352348687.02	2420858780.61	2986362734.41	3571459326.32	2319832808.65	2544870675.45	2540018814.83	2736466605.39	2985029310.44
IPI00179183.4	 	ASB9	39106	4	5	140678890.405	183365627.352	156436143.207	249018466.97	255567836.845	141327507.805	163647673.97	155068204.376	199298693.277	186225765.823
IPI00243221.2	 	NRD1	39106	15	29	1564181301.99	1870509221.55	1747118967.58	2342037829.43	2628111566.85	1716287380.04	1934230873.78	2014209344.52	2109112435.4	2057067718.58
IPI00169441.4	 	CLEC16A	39106	8	9	261709645.269	303878768.769	267208058.06	363800359.918	408430312.292	301258907.507	319850983.813	307610375.395	350880216.93	356175929.137
IPI00217601.1	 	RNF170	39106	2	3	31850015.663	35683050.013	46872978.676	42536323.712	65448320.311	33794338.599	41709031.348	38703062.349	40458699.996	50960098.604
IPI00290192.1	 	RNASEH2A	39106	3	5	155931415.318	179218621.692	158917145.37	205608494.917	263584280.012	171163284.153	169266730.775	174825925.935	206149458.386	206707948.683
IPI00014230.1	 	C1QBP	39106	8	28	2675299610.42	3242270930.08	3080857040.42	3928854058.19	4778470423.49	3217644464.48	3481350247.35	3495723668.77	3758166963.32	3688895079.5
IPI00074962.3	 	ANK2	39106	6	8	138211086.945	187954351.389	152946898.714	196476327.346	218107306.599	166636343.302	176575244.57	176813379.706	188531490.102	189709785.694
IPI00007321.2	IPI00909991.1	LYPLA1	39106	4	7	424895677.849	459081497.384	421927977.388	535627406.885	615955882.94	442557994.594	487590968.431	483071927.968	525024531.965	500905461.869
IPI00293460.4	 	ABCA1	39106	10	11	435233368.085	596212399.117	481597890.36	708843843.356	698274049.674	490682035.097	577169522.411	498724594.509	603362361.443	572193398.225
IPI00412741.1	 	SFXN4	39106	3	4	85207614.834	97337952.294	85290175.836	116311333.282	122098364.355	94904252.857	104499954.28	93769398.44	118364161.575	96183986.935
IPI00177509.4	 	MGC52424	39106	1	1	35316934.52	39258173.221	45442880.157	51888103.808	60787229.097	37024507.448	43554871.096	41114319.531	43423859.117	47117414.702
IPI00384428.3	 	BPHL	39106	7	12	331225312.308	378757746.797	346334913.103	455844037.786	530333454.653	361040215.067	369545244.38	373179246.22	446679641.335	415117798.46
IPI00871932.1	 	SPTBN1	39106	106	220	11282946196.7	15660485628.1	14809327606	15964777541.7	19073698897.2	11460375987.2	15732673341.7	12976332391.7	13211386900.5	16156854853.2
IPI00064212.2	 	ZNF828	39106	17	29	1210663015.97	1488268199.38	1379501186.07	1844741554.46	2138688768	1270214783.51	1475234045.63	1437574098.12	1656399610.09	1557639115.87
IPI00478608.3	 	CYTH1	39106	4	6	108133901.079	134564205.457	121626579.637	160821773.148	190703582.398	120803534.094	127447390.214	133518318.733	150937168.235	158951615.358
IPI00220045.3	 	POLR3E	39106	9	15	586741325.299	628849907.67	764242242.614	931981503.638	993407409.985	528019503.093	719862146.441	569154897.245	744528009.243	738829473.528
IPI00017450.2	 	GTF2F1	39106	9	14	674217074.02	787305725.455	723117010.438	924750435.432	1074328093.96	730141544.766	802607500.718	799673201.325	872317487.254	870053046.63
IPI00183110.7	 	PEG3	39106	13	15	641795680.011	799638105.549	916975454.376	1103489654.38	1134021388.27	459690765.125	646191275.386	531242556.269	695083499.785	678673051.224
IPI00075081.1	 	FANCD2	39106	14	17	900165458.483	1206621910.48	975705884.038	1352440863.26	1417644218.14	785465622.451	866778205.819	828358206.08	941431399.347	911394640.959
IPI00001676.9	 	NPLOC4	39106	13	32	1939017302.86	2153261707.93	2169954927.57	2677643403.58	3080505618.23	2121636379.78	2289020577.49	2290000776.35	2517608774.22	2529273025.98
IPI00455985.4	 	BLZF1	39106	1	1	37291498.214	39348197.363	38104556.711	52811670.791	54704067.126	38718351.925	41375207.484	40896039.265	44381921.428	41501665
IPI00026940.2	 	NUP50	39106	13	23	1088598515.31	1230592842.32	1110913766.17	1439161082.82	1687540930.89	1133027870.46	1282837120.02	1261639349.37	1373491613.84	1342079833.71
IPI00641829.5	 	BAT1	39106	10	68	5416363319.88	6693775797.12	6233192381.74	7643867122.59	9541948021.92	6090577136.25	6619918078.45	7135545304.73	7111132016.5	7891389243.96
IPI00290460.3	 	EIF3G	39106	10	25	1572063450.76	1710298968.07	2029936817.14	2355007659.88	2941991938.31	1502356648.41	1907147696.9	1734772692.03	1947672824.7	2316493725.42
IPI00748256.2	 	PSME1	39106	21	91	5952252296.36	7165406869.87	6669349834.28	9393809968.92	10551040302.2	6845527255.59	7579261254.26	7473566751.51	8361286597.45	8196188397.48
IPI00783305.1	 	BUB1	39106	6	7	287440323.158	329458029.375	350064441.031	403724795.502	463184190.369	238467180.555	279386172.391	266293661.115	294127349.126	312977803.476
IPI00011665.1	 	ZNF264	39106	1	1	2097688.977	2145786.819	1822162.64	3428271.05	4053096.664	2702748.217	2790453.067	3045272.397	3591135.984	3045873.86
IPI00008529.1	 	RPLP2	39106	1	2	139685073.084	170055739.037	207446181.635	150492573.228	329634826.975	151943780.861	251956519.981	270373262.852	186865318.288	263277030.838
IPI00298202.1	 	ACOT8	39106	6	7	372071922.974	454103159.648	381135659.239	579034091.343	591089623.214	401599692.612	424882060.555	422438789.609	490996008.627	436933771.269
IPI00549389.3	 	METTL11A	39106	6	10	748979027.07	839844510.771	730455045.892	932914306.01	1084118810.13	773317266.629	781197936.037	803422054.387	894878383.116	849234414.769
IPI00301202.9	 	MAGT1	39106	9	18	1033718195.09	1279688224.08	1267223688.67	1648053951.9	1825911704.25	1200563693.05	1420125099.11	1342601953.1	1489355211.39	1462913773.57
IPI00796891.2	 	GOLGB1	39106	86	112	6857291781.8	10484586383.9	8642999870.1	12324190554.2	12646580341	6257490351.14	9168944695.5	6873386044.6	7813934732.68	8541722636.44
IPI00873957.1	IPI00456420.3	FAM152A	39106	1	2	169593632.032	182772923.891	189598842.63	260072195.633	266160490.928	174877992.793	193339855.894	192426011.36	198535727.637	215661900.08
IPI00306057.2	 	RBM38	39106	2	2	46784921.285	51947975.32	60619573.533	64298923.565	88827382.54	57429366.155	60419022.069	59115815.899	63278744.977	74699450.351
