representative	samesetproteins	clustername	msexperiment_id	qupm	qusm	sumionarea_protein_126	sumionarea_protein_127L	sumionarea_protein_127H	sumionarea_protein_128L	sumionarea_protein_128H	sumionarea_protein_129L	sumionarea_protein_129H	sumionarea_protein_130L	sumionarea_protein_130H	sumionarea_protein_131L
IPI00003527.5	 	SLC9A3R1	39099	18	53	652721944.652	730994251.564	743257656.838	904587044.477	792440603.565	574249176.102	640002288.763	730071067.68	766362183.075	592142735.365
IPI00027445.1	 	HARS2	39099	1	1	5787325.781	5044011.563	4636630.243	6580022.701	8306493.796	5934351.422	4995560.618	4723194.267	7294318.331	5845288.022
IPI00220528.6	 	SNRPF	39099	4	7	89862014.559	97201137.478	71506726.702	95249799.525	113265232.053	74775457.124	91994798.962	102855890.153	103679581.808	81814664.835
IPI00878249.1	 	CLDN15	39099	1	1	3307956.797	3692377.969	3133781.632	4134125.589	5102531.465	3003763.317	3229944.068	3018128.898	3992676.783	2611780.398
IPI00007961.4	 	ND1	39099	1	2	9027464.779	9032402.672	11659570.814	10180854.997	14476448.311	6047408.039	6210416.585	9253420.35	4349173.721	7544504.71
IPI00020928.1	 	TFAM	39099	9	18	283241729.526	295756921.225	304226061.593	350586349.153	315793272.772	229546623.933	241109040.175	274701877.768	271782260.071	243782700.748
IPI00305383.1	 	UQCRC2	39099	14	25	451150904.967	423655773.323	376996722.74	572312938.103	485972113.901	194567009.526	190377857.777	229075930.066	239067948.143	166162086.862
IPI00221224.6	 	ANPEP	39099	25	65	559733537.259	644978625.891	761111619.032	929862378.235	851284974.039	726391858.775	700440583.618	844364902.001	748750618.492	670853651.769
IPI00028369.6	 	KIAA1715	39099	9	15	213187969.532	239590906.703	224932445.006	279151266.69	258797850.694	185258609.822	191556423.563	232634051.025	202838310.674	183024749.435
IPI00384497.2	 	PTPLB	39099	1	5	142037397.371	161146237.019	173185318.613	238420238.299	179626926.083	129312556.1	125243036.223	129930177.951	164579165.65	117953469.858
IPI00019329.1	 	DYNLL1	39099	3	7	78102840.919	80671658.862	81982977.95	85631542.24	93439757.448	50993165.669	52270921.051	63286302.003	56871103.824	55061693.556
IPI00871938.1	 	PTGFRN	39099	6	8	55259901.498	56311916.5	56565996.227	70156854.284	70306214.86	51811971.643	48170674.959	61953385.942	57528419.992	49603101.778
IPI00296259.4	 	TMED4	39099	4	8	263052813.776	281079808.07	263026169.423	365279965.849	324105402.385	117759910.365	111279032.056	126346585.549	153497112.472	118753029.014
IPI00171410.1	 	C3ORF21	39099	6	9	83312247.483	84893036.434	94678754.923	99147385.752	109229540.908	49766449.816	48881737.567	61853724.259	49255378.462	58123511.158
IPI00844327.2	 	TLE1	39099	3	3	14384201.427	15170706.935	15122755.931	19309594.961	17050294.118	11181322.688	9710196.84	13168601.526	11480894.72	11495674.125
IPI00433138.1	 	DCBLD2	39099	3	4	67792104.511	76071980.78	69778286.279	84263697.439	79525146.458	58301098.731	65941722.836	78740541.794	70407870.559	61517937.893
IPI00000570.3	 	FMC1	39099	2	4	40350505.341	45962021.584	42167867.086	55732031.235	48779408.253	32041024.459	32265320.414	35595173.631	39885734.982	28527462.954
IPI00167074.4	 	ARL6IP6	39099	1	2	30502864.327	33674104.905	33767370.265	32410274.445	48088580.842	27717239.505	28389959.918	36282207.9	30654267.213	34781072.877
IPI00397994.4	 	LOC389203	39099	2	2	11334797.716	13673093.122	13964673.548	17569504.859	15479230.161	11632014.69	11908150.31	13017560.161	16047958.532	10934405.104
IPI00449197.1	 	GMPR2	39099	14	33	356267677.396	352429091.069	329920665.237	491230513.68	451530055.532	351649699.936	342657082.561	431431616.292	403508610.89	340394994.951
IPI00293260.5	 	DNAJC10	39099	11	13	160524703.114	156565399.702	191225006.198	121235853.629	209175980.948	90687584.943	99440391.114	154242412.061	54752804.568	170003855.471
IPI00465373.2	 	CCBL2	39099	13	22	290875321.321	323256317.457	276774582.895	362918964	343105173.398	279478437.178	275971132.123	333731310.212	328452595.502	240213333.072
IPI00011604.1	 	GCSH	39099	2	2	19128240.522	20374416.297	15701396.611	23365675.288	23050036.5	14457409.72	15036891.385	16840212.003	22155276.795	12751858.244
IPI00879760.1	IPI00302965.7	WDR91	39099	1	1	2098700.718	2242472.13	2201205.315	1767185.741	2196446.497	1957642.912	1805176.976	1712138.367	2435321.084	1726401.392
IPI00646058.2	 	SAFB	39099	8	18	222956302.219	264042757.727	281046978.698	284400261.802	392041768.387	270264446.854	278507433.12	347023753.231	267334453.251	320977282.484
IPI00027252.6	 	PHB2	39099	23	73	1064424086.95	915839810.149	847633151.874	1161671435.03	1462043616.23	845244127.601	838294568.42	1172364426.79	698389909.135	973823644.22
IPI00553153.1	 	ATPIF1	39099	3	13	227826815.597	246675377.811	206953055.679	313847104.316	312342142.577	140626420.551	220798724.56	267431030.008	277318022.751	206018487.866
IPI00743862.2	 	PAAF1	39099	9	12	172028448.963	184727080.102	177389822.763	213118446.564	219255367.389	129518231.197	124628266.361	140903896.186	147009790.918	121849199.499
IPI00452161.3	 	MCOLN1	39099	1	1	7713306.154	8879394.022	6623786.958	9423217.242	10064105.186	7753194.76	7118751.731	9957871.96	8896737.875	6980788.159
IPI00011770.1	 	NDUFA4	39099	3	7	77778791.801	82719125.693	76579535.869	82355989.562	106307399.715	66106256.418	67525180.071	77704614.86	71080645.394	68407665.468
IPI00003905.1	 	SLC2A2	39099	2	3	51428438.855	57433677.11	55633074.367	69932445.297	69920155.465	49517885.572	51675581.411	66164881.285	60763868.247	55351649.127
IPI00789605.1	 	MYL6	39099	4	13	97813556.416	119104382.911	126625412.284	117149668.482	124090015.636	91489388.947	106770892.578	134021688.378	93881354.666	99668536.993
IPI00413696.5	 	CD47	39099	1	1	4581072.188	4815280.781	4321377.532	5907507.155	4748979.342	3826738.218	3617994.857	5123611.503	5296274.386	3802146.004
IPI00220300.5	 	ATP5J2	39099	2	8	30995043.463	31943436.411	32973354.819	46316555.612	39887463.492	28674018.605	29674844.743	35121351.405	36392302.564	28353688.834
IPI00006298.1	 	PPIG	39099	2	2	24980786.283	28190224.56	23176119.089	34421423.055	33407250.349	26761389.896	25823996.568	32084555.804	30139597.096	25168948.938
IPI00022312.1	 	C11ORF51	39099	1	1	12417556.136	13589041.182	17645306.241	20237857.224	14994162.83	14525766.062	10328873.946	12096275.245	16768451.767	10291961.577
IPI00553189.2	 	SLC35A3	39099	2	5	77987949.342	87508724.351	67680682.156	99979189.355	93908608.55	68992176.911	67158090.935	71876215.494	89719289.107	55373221.942
IPI00902514.1	 	HIST1H2AD	39099	9	23	360084636.8	297795425.367	657960781.513	543200764.561	211014501.742	448211234.423	257818463.115	282650564.354	351403262.451	224752355.978
IPI00015476.1	 	SLC1A4	39099	7	13	99211220.185	104583684.309	97412308.554	124298366.968	115337234.429	89113264.214	94039878.677	107511672.534	98957176.604	81284873.927
IPI00070643.6	 	FAF1	39099	4	5	28103394.02	30899302.404	31485979.228	32609139.933	34747654.207	14830161.096	16267679.195	17292950.972	15726759.437	15531990.405
IPI00013466.4	 	ASNA1	39099	8	10	84375663.204	88239357.701	84150013.364	118289762.849	110909907.549	71011378.495	63001816.536	65419247.163	81466414.383	62148047.828
IPI00872985.1	 	GAR1	39099	1	1	4736755.935	5632229.693	5186259.988	6518969.547	5683824.437	3617253.426	3918274.105	5334781.918	4299928.644	4052589.594
IPI00296446.1	 	F2RL1	39099	2	2	34394289.08	37155644.995	38457887.323	46338881.61	44068357.966	36698982.471	38425053.957	41776297.976	47710178.428	31664111.013
IPI00016912.1	 	TTC1	39099	10	20	327852791.176	363387659.14	374301102.984	422420617.549	416128616.169	289442421.457	319455970.298	377801970.839	374624698.886	309413167.699
IPI00215978.4	 	POLR3D	39099	1	1	1239010.582	1220279.136	1534255.578	1681557.118	1996755.021	821187.806	1067771.763	1254573.129	1424561.245	1068270.174
IPI00444646.4	 	AP1GBP1	39099	6	6	43814807.573	54868778.575	68212312.339	68492169.204	64441787.85	49567794.131	48379935.819	64674892.81	59027154.911	45234838.183
IPI00000070.1	 	LDLR	39099	7	9	48842601.756	51629315.554	50945181.395	68217998.022	66562808.809	48331280.297	48634345.434	50749122.914	56709574.702	47105300.986
IPI00022661.3	 	PVRL2	39099	10	13	192266394.76	205602402.312	186844808.266	248165865.383	218284528.753	159073555.824	169433490.373	186837899.691	197895830.56	154647876.627
IPI00303482.6	 	FGL1	39099	1	1	7224568.89	7605747.567	8496710.026	6558030.319	9883735.91	4090157.354	4268906.104	6238989.782	3436212.055	7119942.619
IPI00412987.10	 	GMFB	39099	5	11	120518394.001	138374411.204	134208518.864	155913732.218	147104868.321	107690582.565	119603032.889	131173399.353	135201279.919	100337199.5
IPI00303458.3	 	USP46	39099	1	1	931728.75	971546.563	1065579.287	1451463.082	1390984.382	582906.871	459974.025	516647.183	507868.928	475541.368
IPI00375600.6	 	B3GALTL	39099	2	2	5270076.421	4251452.105	5038206.827	4927833.427	7525183.02	2063761.813	2627499.163	3105780.179	1587859.113	3410854.327
IPI00465211.1	 	WDR92	39099	3	4	56126006.995	63860352.16	64989636.819	71908599.292	65666928.395	40804700.843	60450775.873	66755422.335	61441890.577	48158321.525
IPI00179700.3	 	HMGA1	39099	4	7	72044442.708	92107771.915	91031151.158	100437145.956	108104000.509	79491200.421	89265689.228	114264925.534	87018352.889	81299850.23
IPI00021808.3	 	HARS	39099	2	2	12723184.36	13424283.43	15427142.896	14240685.899	22848910.773	5999953.353	6538049.232	9776328.911	5011146.026	10288458.576
IPI00785113.1	 	LRRFIP1	39099	15	22	317678390.486	382841156.986	489663187.967	544018403.757	490430207.91	451145227.582	454498270.031	527594248.503	510511236.036	389546065.494
IPI00289876.6	 	STX7	39099	8	14	296565451.784	340217162.264	289593310.423	367495319.968	341929704.21	265161564.405	282478606.59	323235238.968	327147106.114	237866127.943
IPI00017469.1	 	SPR	39099	3	4	10541640.022	9863288.475	9997378.618	15161943.969	16224795.18	6017430.25	5991664.634	5617673.109	7988961.662	5438887.308
IPI00852747.1	 	C1ORF174	39099	2	2	26035455.938	30900216.563	27298380.057	36697535.914	36572006.653	28045159.676	33051768.524	35606725.611	35195570.068	28899924.86
IPI00009368.4	 	SFXN1	39099	3	5	61915792.294	64102051.952	54721731.337	73746628.249	75899383.601	33467014.366	35182384.489	39974825.272	44400939.625	33932947.921
IPI00009747.1	 	LSS	39099	2	2	22858512.741	24426384.875	18620985.094	23421750.349	22390406.7	14145034.689	16314622.02	16719288.609	17530221.879	13096440.206
IPI00003482.1	 	DECR1	39099	8	11	115068727.409	121055315.281	99955641.184	180602860.061	144846152.62	47557985.316	41621478.977	43029845.783	67326014.618	41900563.976
IPI00300384.3	 	ERBB2	39099	5	6	59429512.651	61472116.782	56823187.74	57529397.786	57933900.259	48484489.415	53597505.241	60350842.913	56437168.396	43258486.746
IPI00296526.6	 	NAGK	39099	6	11	76923587.809	79545856.314	70511556.456	97134987.743	91553929.498	38071994.898	37043735.15	43759356.421	45266201.766	37055359.145
IPI00220362.5	 	HSPE1	39099	12	89	1091576052.27	1266616357.69	1175088661.5	1567780951.65	1355456925.13	1108060390.33	1161064812.35	1372923180.44	1507633792.79	1099042104.79
IPI00910581.1	 	TMEM199	39099	1	1	7608591.129	7363488.149	6639422.247	6821263.422	8875367.4	3298094.456	3803444.472	5095482.969	2954456.84	3217575.248
IPI00297119.3	 	TMEM86B	39099	1	4	16632216.241	17893793.51	12828480.432	17219685.589	19164155.007	12470644.164	13031663.379	13539326.482	16738615.687	12064672.907
IPI00000335.1	 	HINT2	39099	1	2	33649275.334	37329783.42	43444398.844	42023192.037	44753674.284	24101358.324	25748650.74	29957141.485	22971389.078	26826381.232
IPI00880170.1	 	TSPAN9	39099	2	3	51450169.527	59046008.019	63743070.616	72758194.66	76640122.353	61422127.781	63011422.037	73652914.413	72971265.693	63259319.23
IPI00852987.1	 	TYMP	39099	6	6	39312382.582	43695570.571	43197703.083	54777775.599	51374641.414	37964323.553	37859151.682	44091643.264	46519310.602	36552787.368
IPI00871828.1	 	CTNNBIP1	39099	3	6	33757043.354	38918979.807	31759992.256	41258678.823	42041088.254	24098233.985	30662187.864	35000029.594	36573536.869	25664488.877
IPI00028390.1	 	MRPL34	39099	1	1	16518293.229	21589612.897	13812293.412	20226168.66	22416628.631	14305966.17	19741430.476	23322669.152	23696950.331	14452893.584
IPI00010882.3	 	DFFA	39099	5	8	59597174.32	74512421.437	71949540.202	78123450.216	71522341.785	47691472.681	51647742.16	59251360.071	58716432.654	46974603.986
IPI00024776.1	 	CLGN	39099	2	3	18223261.982	17963127.071	18161993.575	18477428.531	20978613.815	11439622.263	13487893.885	17870398.285	9139233.541	15137169.063
IPI00025809.2	 	MGAT2	39099	1	1	1237314.162	1174378.468	675847.561	1014915.33	1461269.458	547052.668	550789.837	530403.577	608741.266	637399.087
IPI00008800.3	 	MAZ	39099	4	6	99908266.937	106268937.315	108301374.165	117723667.176	126985070.07	95610363.329	91560296.782	104815595.985	107216380.67	85017123.844
IPI00187011.4	 	ZC3H4	39099	6	6	74656315.682	82940763.047	130847233.243	117847794.569	125512656.871	68102815.542	64172618.715	94792912.28	80833131.01	75941708.153
IPI00478842.3	 	NHEDC2	39099	2	2	36855911.357	41101811.139	41997249.762	48149216.419	46582533.455	36165631.67	37833820.519	43983462.28	46857842.548	35756441.808
IPI00020060.2	 	SLC9A1	39099	1	1	12528789.607	13937173.198	10132749.408	13491609.021	14273618.927	8808900.019	9577726.936	10787692.697	11014600.165	7667121.235
IPI00171336.3	 	RIOK1	39099	2	2	22915154.795	18805712.682	16997374.649	22689963.129	30998065.885	22724949.094	16711397.099	17920107.682	18268035.89	22648192.449
IPI00383078.5	 	MAGED1	39099	3	5	43768561.562	51888914.424	49800940.17	59431558.952	53884145.972	40465563.08	44012022.897	55503874.624	58487551.684	40965291.087
IPI00328257.4	 	AP1B1	39099	6	7	107349732.982	99496317.422	120640418.687	130294887.733	111313983.55	26866437.778	27413033.268	34550548.286	27390384.694	28833319.125
IPI00303954.3	 	CYB5B	39099	11	31	330061851.124	391313466.981	320306995.266	438617594.661	394443683.136	321652657.674	354387683.657	392790983.428	444534435.793	318221926.623
IPI00023728.1	 	GGH	39099	16	57	877735333.181	983303261.512	954938187.159	1232643246.75	1089231364.33	903782039.384	916684485.341	1044298459.63	1139515316.3	856442034.92
IPI00016342.1	 	RAB7A	39099	9	19	319146149.435	357905906.099	310646067.418	419742350.473	393889158.677	287460386.164	269358499.504	299583967.534	357650930.316	273635195.903
IPI00029056.2	 	SEPHS1	39099	10	19	162574266.479	175279570.373	177516705.4	225929121.056	195030411.903	151023205.044	162276028.184	188686554.311	200025844.913	151206261.959
IPI00871854.1	 	SAMM50	39099	13	21	200049150.866	207402448.956	198380060.585	191578795.093	319662949.495	168358083.353	165346825.891	223935027.03	142965973.626	203281927.444
IPI00013076.1	 	FGFR1OP	39099	4	6	48637769.756	53547558.287	53897432.009	60885885.978	58682962.703	42037639.391	45161229.53	51839519.377	50048980.778	41646913.365
IPI00027430.1	 	SPN	39099	1	1	7920242.548	9709981.82	11965544.305	13386294.351	12827565.136	10567181.343	9452030.655	11427327.827	12025091.939	11062386.395
IPI00329801.12	 	ANXA5	39099	5	7	63176370.105	63378063.474	77669481.076	71926860.814	117642348.085	53948038.993	49624872.67	64770633.347	42383563.973	74099644.618
IPI00847168.2	 	RSU1	39099	9	16	391266615.028	392959240.359	368876382.899	428281210.148	405822362.489	188078873.321	192646122.65	234143801.258	204658857.953	180676661.382
IPI00026904.2	 	ADSL	39099	21	69	603045128.713	603068838.211	587518786.875	805184793.227	735892255.478	561379743.034	569974396.434	697963422.479	670622015.083	569240977.477
IPI00003004.1	 	SLC25A22	39099	6	7	118053633.819	135203454.122	120899875.359	141485762.67	164528660.368	88248226.832	93270347.504	107898681.219	104778699.504	100016303.636
IPI00103525.1	 	PSPC1	39099	3	5	20976648.392	23285784.348	23649011.813	23742124.897	26948190.291	17986789.129	20167617.927	25303202.896	18632409.936	19083426.204
IPI00298731.2	 	PPP1R10	39099	6	6	55590217.389	72908286.637	76777861.443	79981252.946	79570956.57	49141780.797	54567806.989	65408073.382	54208237.98	48938955.036
IPI00396231.3	 	C3ORF64	39099	4	4	12784319.498	13885575.174	15873244.195	15353948.843	18664972.754	7749900.862	9756915.352	15125923.995	7837079.784	12931943.854
IPI00073602.1	 	EXOSC6	39099	5	14	130287485.478	135348304.122	123869480.216	161592824.598	152757915.685	89765212.745	85304080.177	104945724.389	104684074.707	83816039.864
IPI00220834.8	 	XRCC5	39099	3	3	47804734.685	57028147.863	63495723.572	53019999.352	64421900.71	35492067.955	43733778.71	48174287.334	37778170.278	41766448.43
IPI00019988.1	 	SGSH	39099	7	15	85338338.619	94215907.83	82444469.308	109300419.975	108164688.277	78375878.465	81124735.014	95321610.777	96843289.164	76452434.877
IPI00293730.1	 	CCR6	39099	1	1	6217513.252	5937558.31	4337098.689	8506791.804	8366542.627	4166122.837	4793663.625	4316140.639	7948917.867	3896301.618
IPI00024620.6	 	ENY2	39099	2	4	48916456.117	52799977.266	69914525.909	63124058.173	71665027.007	48975926.746	58386306.263	64604597.568	57546137.506	59492286.12
IPI00644775.1	 	EXOSC5	39099	1	1	2237121.687	2985975.247	2787291.463	4518902.992	3836730.219	983955.362	694721.95	820193.442	1085100.924	785267.602
IPI00478294.3	 	SEMA4G	39099	4	4	36410301.503	37112010.942	35388741.943	49561163.478	48558780.526	36073026.439	32207052.799	37805440.164	41445455.992	34594130.141
IPI00917683.1	 	SUMO1	39099	4	6	79989929.895	96374827.769	96315048.872	112891016.997	98447476.176	64335173.467	83272198.295	95077720.696	103406914.484	74455954.086
IPI00297357.1	 	PINX1	39099	1	1	11910172.644	14112251.165	14075799.52	11862449.428	16446380.927	11188718.408	12592368.345	16302784.683	12298168.907	12834547.366
IPI00291483.3	 	AKR1C3	39099	5	7	106204049.997	98678585.497	113560657.219	116616506.957	127457358.105	82067451.336	81789782.922	111122529.64	94843734.284	91568939.417
IPI00011937.1	 	PRDX4	39099	9	22	93624504.564	97594101.222	117771719.002	118780611.684	120539729.679	92611047.078	83017111.553	113319658.525	103761460.981	103409468.576
IPI00020075.4	 	ABHD10	39099	9	21	282382130.143	303551475.925	320105717.1	383146852.355	341123009.046	251658343.731	253698884.177	296090996.628	306918675.808	245315925.675
IPI00006658.4	 	PIN4	39099	6	11	151156990.698	183283355.617	170250367.378	194757565.277	189202699.727	123053063.403	139238035.404	155757249.031	155622959.591	128798249.161
IPI00396634.3	 	CTA-221G9 4	39099	2	2	11601496.786	13374198.207	9868742.136	12629671.676	14046255.438	8109193.957	10609316.264	11429728.224	11749419.616	8093465.169
IPI00007052.6	 	FIS1	39099	2	4	82253810.14	86311219.938	92382179.804	96889294.104	93155516.425	75826649.39	79932171.453	95920799.372	91288692.437	75786761.315
IPI00438923.3	 	CRYZL1	39099	4	4	51940388.393	58161910.775	61741319.297	68377328.41	64507727.135	33527463.131	35014971.617	37013799.996	38478253.968	31280176.496
IPI00478230.2	 	RBBP5	39099	10	16	225307544.671	236551405.968	257692612.795	305422414.553	278148992.077	186095499.685	166221973.537	199681755.654	194814923.805	172795985.785
IPI00644034.1	 	CD99	39099	1	1	13938967.5	14766183.75	10988577.978	20433420.36	18994207.016	12108610.221	13373161.054	12875595.688	19517312.121	14547549.267
IPI00026230.1	IPI00479191.2	HNRNPH2	39099	3	3	34485646.415	42070163.017	41212190.666	43292963.871	41365216.319	23402554.743	25788387.152	29771054.068	29503854.993	29582639.495
IPI00550781.3	 	PRKRIP1	39099	4	4	59789869.2	66839867.418	62160055.759	82808806.69	85229930.245	60283902.529	71838880.196	81629915.692	77894269.83	72016239.526
IPI00102896.1	 	RAB2B	39099	3	6	80515909.895	84306152.317	75549518.291	101828335.464	94567497.189	72235554.173	76752334.796	85295082.469	97084898.277	66685106.959
IPI00329688.2	 	YIPF3	39099	5	19	165986080.005	186027563.915	162169637.216	225150633.698	204535264.607	135183456.036	139323856.457	163516195.529	178443733.122	127923752.288
IPI00017231.3	 	NRSN2	39099	1	1	29323568.346	30695499.797	34219396.754	38973924.074	37109102.781	32644782.313	30992159.117	36330715.486	37332911.639	33134888.152
IPI00002211.3	 	SEMA6A	39099	2	2	15689222.944	16714498.374	16213688.254	21100745.053	20058765.966	13839478.573	14145165.42	13627787.477	17070663.719	12393492.103
IPI00026031.3	 	C6ORF72	39099	1	1	13917479.741	15136446.561	15082455.161	15990189.324	17124694.329	12374219.27	13715494.606	16733673.263	13321992.43	13074701.906
IPI00016605.3	 	C1ORF123	39099	4	4	43302092.492	55299858.896	54208114.748	46139211.296	62935181.806	40713682.229	43896007.573	57182007.611	35145396.988	43548822.752
IPI00221234.7	 	ALDH7A1	39099	6	10	98158420.804	87740948.088	96126947.903	143006981.221	216028000.086	49621913.485	44149796.362	46818835.375	48638630.846	49292813.757
IPI00909060.1	 	FDFT1	39099	5	7	37653052.138	42361487.391	33532203.284	54993477.455	44878214.816	31266995.521	28266287.698	31794826.171	39946463.152	28058720.861
IPI00015147.1	 	ATF7	39099	3	3	19792579.164	23645514.958	24689059.315	27572886.179	24827540.34	17802258.537	18903083.985	21519260.868	19298229.587	16812575.837
IPI00855775.1	 	RNASET2	39099	5	8	100372874.458	111310941.638	97867809.101	124923325.654	126229337.196	81835239.352	93728032.735	93487099.135	121321965.002	75988407.336
IPI00411375.3	 	MAP4	39099	5	6	37183483.226	41965347.232	54769663.936	59874333.841	52143416.294	48421270.454	47747544.419	51593388.453	50262521.82	44823761.723
IPI00005969.3	 	CAPZA1	39099	5	9	101951497.889	102100768.357	124359843.895	122332103.663	167757866.452	73535623.655	61871421.58	80800044.235	60269439.449	98082903.687
IPI00007221.1	 	SERPINA5	39099	7	14	112119865.568	129171818.3	135986324.76	159728607.177	154517943.029	104515839.844	113521268.954	134113623.334	145442685.265	121073956.562
IPI00328883.6	 	SERINC5	39099	4	6	64070040.119	71324325.598	70451357.388	91608178.903	87195217.027	71655816.126	66684850.698	76071134.325	76059746.591	64391031.875
IPI00792128.1	 	ATP5B	39099	1	1	4524973.464	4531822.634	5145397.267	5261972.237	6142170.723	3087445.098	4961675.977	6432846.569	4463040.14	4571341.896
IPI00477577.2	 	SORBS2	39099	2	2	20803345.212	23107932.314	22662704.143	23220174.375	27386978.288	20657471.117	22968830.671	24104204.117	22986188.105	20212732.441
IPI00029744.1	 	SSBP1	39099	7	18	200270169.732	216924269.246	190401434.89	256657423.509	224333185.827	182479952.179	180345502.2	205536289.351	229836217.803	156424506.717
IPI00746221.2	 	LOC348262	39099	5	5	31165795.516	36848894.621	33868934.642	42816732.841	39457005.212	26626628.106	33816148.222	37548930.367	39380204.882	25624977.724
IPI00031109.4	 	NDUFAF2	39099	10	19	284177368.281	326595677.025	326248858.442	370311961.049	338412448.32	289583483.477	301088727.324	361005486.459	368288577.017	294133397.279
IPI00022585.2	 	AKAP1	39099	4	4	73923389.112	79316285.357	84843988.147	96966754.459	84632019.373	66846717.971	73413750.772	86469100.174	87970452.084	72540806.567
IPI00014589.1	 	CLTB	39099	8	14	206448264.3	248379883.729	240661917.374	277367049.308	259975860.983	161714308.888	230780020.122	268329226.125	255584873.655	202738373.539
IPI00027120.1	 	CDC34	39099	1	2	1570656.293	1446538.139	1987860.167	1666855.597	2052163.4	1329987.249	1350327.563	1570903.314	1023078.156	1556692.241
IPI00171701.4	 	ORMDL2	39099	1	1	6509330.687	6217974.126	6752103.245	6000532.407	7445754.224	4354061.272	4323107.187	5722018.789	4772568.469	5707937.867
IPI00014172.1	 	LAPTM4A	39099	2	2	13696909.758	15498177.37	16117603.517	18221158.047	15095439.353	16221293.571	16944993.977	16054496.768	17201942.124	14356850.469
IPI00442210.1	 	ABI2	39099	1	1	9932957.033	12017494.476	14504242.368	12075260.661	15632108.372	11164801.604	10504532.293	16773977.382	10915209.898	13019021.172
IPI00061492.3	 	C7ORF30	39099	3	3	15591090.422	16597322	16695287.633	21159752.243	18569886.463	10094071.07	8342820.332	10193026.435	12261878.07	9767866.923
IPI00018398.4	 	PSMC3	39099	3	3	20021908.064	9534485.894	11056906.255	13561031.561	28445834.572	5405286.322	6068753.75	8567087.298	4881925.028	9698252.601
IPI00291835.3	 	TMEM104	39099	3	3	16246600.942	17305795.717	18151681.189	20534139.854	19438404.739	16907352.081	15290904.519	17861313.662	17290948.675	14125304.523
IPI00007343.1	 	RNF113A	39099	5	9	69987340.496	77880565.003	76783179.153	96955027.674	81668080.283	65291422.326	74100827.126	81047632.068	92203121.431	66217515.713
IPI00329600.3	 	SCCPDH	39099	6	8	438788671.992	194426940.121	121698560.871	161902656.466	154848967.712	331403332.117	117366113.129	93612339.777	96554819.874	81018456.931
IPI00641579.1	 	CIRBP	39099	5	17	396363963.474	462528216.35	461654845.813	477148615.018	503143517.448	366235166.865	372760665.734	467079949.444	399875823.098	358716705.862
IPI00789101.1	 	PTGES3	39099	2	2	31642317.777	30964664.849	31401888.182	37120292.948	47004468.639	24470158.253	22739745.222	28661117.595	23923339.565	26003740.39
IPI00022254.4	 	ATG3	39099	3	3	41231861.721	45311059.526	37055584.113	46629767.322	48991319.103	19112826.718	19028902.641	23987465.303	25378944.429	17572236.672
IPI00022421.2	 	COX7A2L	39099	3	5	79458869.257	86873284.038	82945143.17	97917791.949	98900844.195	65088109.94	62718369.357	79914809.41	76042371.222	61598214.238
IPI00016610.2	 	PCBP1	39099	4	8	77010108.026	87058710.508	96328184.358	92124244.882	113364415.233	62524104.003	71980621.032	91567122.888	67898478.851	69824730.983
IPI00604590.3	 	NME1-NME2	39099	12	90	2007800995.15	2144003073.56	2162716591.97	2737602129.55	2468258044.59	2095199455.89	2105961842.41	2469161199.12	2542330873.27	2035444898.18
IPI00827503.1	 	KIF20B	39099	1	1	5122513.444	6731534.801	5695408.22	7827550.519	7778052.845	5234442.79	5244907.101	6010560.778	5898581.288	5384779.501
IPI00000334.2	 	C6ORF35	39099	1	1	7278205.71	9232908.181	7571573.583	9477798.21	10050013.484	7558975.136	6297650.924	7448606.955	8409492.142	6430623.114
IPI00853454.1	 	LAMB1	39099	24	35	488652213.493	529399532.658	647904730.449	774348027.644	742826996.838	496302383.782	499110740.908	620127623.877	494530047.674	547619552.674
IPI00550069.3	 	RNH1	39099	5	6	53829675.661	53297875.495	51189528.474	65157547.349	80887560.695	45799123.074	42292363.042	55860612.696	50414900.201	54710359.264
IPI00472065.3	 	GSTT2	39099	1	1	9572336.168	10969481.177	9542735.19	11762931.411	12178534.008	8157140.438	8807538.026	9199453.091	10587057.693	7294104.108
IPI00300278.3	 	MED8	39099	5	6	51333719.844	59306182.198	57545405.186	77202275.899	68808184.279	50260693.264	55658474.741	62542248.077	72329436.036	54903520.468
IPI00293307.1	 	ADFP	39099	8	10	150409541.036	171659343.255	185105733.499	211202005.967	190760094.015	123797273.103	130643446.563	154970216.662	158424404.61	127369298.367
IPI00215917.3	 	ARF3	39099	6	13	123388144.567	126402461.711	117822320.123	172394611.689	155588818.538	103915679.742	92209426.507	104202684.371	129815073.065	96179279.925
IPI00007765.5	 	HSPA9	39099	27	69	1502231290.56	1120368621.55	918044647.455	2024441025.34	1977549335.09	620585486.893	420709739.259	399460482.894	690425843.113	617129950.007
IPI00021076.1	 	PKP4	39099	2	2	14870300.335	17049532.346	16768253.354	19348089.693	19017516.084	12788173.044	14044235.256	17208710.475	16345363.561	13049554.207
IPI00217950.5	 	HMGN2	39099	3	6	109357043.517	180157326.445	116642979.123	139545030.524	162976416.335	91763899.192	158319386.49	227926322.639	146830748.444	132183653.636
IPI00301987.6	 	FLJ20323	39099	1	1	939935.63	1021573.821	550078.367	918533.335	744534.159	431009.706	558564.373	371372.678	496241.64	230977.48
