representative	samesetproteins	clustername	msexperiment_id	qupm	qusm	sumionarea_protein_126	sumionarea_protein_127L	sumionarea_protein_127H	sumionarea_protein_128L	sumionarea_protein_128H	sumionarea_protein_129L	sumionarea_protein_129H	sumionarea_protein_130L	sumionarea_protein_130H	sumionarea_protein_131L
IPI00000138.1	 	MGAT1	39108	8	10	459413941.194	479977513.055	494445532.611	455609639.867	598908733.457	400764512.78	411400050.234	464174632.177	351230744.618	482519047.642
IPI00871731.1	 	DDHD2	39108	5	5	172927741.446	172228343.492	175313786.685	181869005.583	195548458.98	153169924.255	147502658.274	157030591.845	147797787.766	175185527.966
IPI00011898.3	 	EIF2B5	39108	10	15	817866508.387	844105017.564	783662210.933	796301187.894	960343404.94	618322968.363	619561986.162	745375626.171	513752646.368	724452043.553
IPI00291643.3	 	SPRYD4	39108	7	14	729196302.934	768848718.147	590057858.643	732220281.573	762424370.656	543528176.62	550204200.227	520337150.075	536145346.638	515033676.566
IPI00167696.1	 	FAM133A	39108	1	1	57148412.208	59578530.106	64682558.884	53983020.216	86984860.3	52022033.453	57993313.865	63932933.445	46469485.792	76421002.604
IPI00479306.1	 	PSMB5	39108	12	43	3294571083.87	3278918719.53	2598460746.95	3252479162.58	3402046933.62	3253652097.75	2774218252.47	3578408407.59	2143120980.71	2955943240.12
IPI00302829.5	 	RB1	39108	23	36	2079044740.68	1997683799.76	2062818070.75	2005722640.66	2349859943.7	1741906778.91	1730427773.39	1854735571.02	1613185616.93	1878829280.15
IPI00103940.4	 	MFSD10	39108	7	11	356754515.402	323223395.94	335570739.995	344513957.468	362459588.234	267661683.899	293641571.484	304014583.834	285315539.062	308445362.327
IPI00783497.2	 	NUDT16	39108	5	10	473091292.219	484869069.108	402920276.962	416981779.173	486938945.106	341970769.944	350976054.039	350910190.692	344635621.054	359427495.706
IPI00012197.1	 	XTP3TPA	39108	11	29	1699493298.73	1689988017.31	1880421800.64	1984375512.12	1387756567.41	1744154040.05	1966838060.89	1920241065.66	1659024073.85	2272387196.81
IPI00411983.1	 	BLOC1S2	39108	2	2	165420045.561	166031788.501	176528957.089	174752922.552	155325464.419	152931087.259	160207780.546	170912533.52	144365454.501	181871757.105
IPI00219129.9	 	NQO2	39108	5	9	685196042.638	646041298.249	661976517.025	674689350.402	766266549.56	599846100.504	596766890.763	619851995.893	615223484.898	683276336.029
IPI00853149.1	 	TMEM131	39108	4	4	220299752.629	247666880.759	211804321.188	235939709.952	274224463.935	177993505.892	150050839.413	215652670.497	145138113.71	174443019.372
IPI00644055.3	 	HNRNPR	39108	13	37	3586204628.53	3864010231.47	3294279110.24	3294167944.17	4446352081.56	1756616557.45	1654212617.25	2110028578.64	1240743628.51	1672923723.59
IPI00022608.1	 	SORL1	39108	18	22	1063187093.11	1098803710.74	903851219.691	1165520499.34	1290891570.66	935213731.578	897117521.932	989322408.208	929862000.2	966600893.353
IPI00303882.2	 	M6PRBP1	39108	19	42	3735483773.61	3552345365.01	3558717477.62	3644308578.73	4156624196.2	3197590690.16	3402524322.02	3421415971.12	3204211613.11	3500288122.53
IPI00101600.5	 	CWF19L1	39108	17	22	1746693065.38	1771197362.09	1753888163.91	1728579594.32	2009079453.22	1198265088.44	1206780057.18	1310702396.88	1112937321.49	1367944195.84
IPI00472119.2	 	RPS3A	39108	5	7	136883087.672	154704429.134	123321561.221	141112680.407	199128940.51	127032462.786	89321670.832	131076164.494	91816852.736	152970942.112
IPI00165026.3	 	SETD3	39108	11	16	856170670.662	792849136.463	979129957.896	737707758.488	1050040980.38	750261499.632	659986568.636	694214510.359	543669739.023	820068120.007
IPI00062050.1	 	C14ORF126	39108	3	3	210995673.833	195873879.663	204789025.833	190239883.181	220626139.794	169103821.679	180768567.12	184954208.891	159376196.382	189935819.05
IPI00096986.2	 	C20ORF108	39108	1	2	74910165.104	66984573.001	71727010.859	65974618.44	75579916.773	57137110.503	59513252.08	67579032.939	59252726.621	65631223.557
IPI00008475.1	 	HMGCS1	39108	19	58	4863232102.3	4924841325.78	4381391411.55	5093174805.71	5005148931.1	4044989213.41	4323120821.07	4283438990.9	4356341399.84	4078880091.94
IPI00143921.9	 	KDELC2	39108	14	19	912771817.144	860245364.905	920942814.481	903683526.797	1049073063.5	773394912.6	781601237.926	851108624.617	786710846.51	916671302.271
IPI00604547.2	 	AKIRIN2	39108	2	2	72458138.766	79915242.81	47242788.646	62536764.237	93794900.38	88791954.107	64287664.084	90621844.551	34999760.6	79973932.523
IPI00465457.4	 	CCNY	39108	1	4	223749421.243	219827612	187947387.206	207064832.737	217637502.366	170554062.389	173510556.344	164847021.207	168596960.662	170934148.816
IPI00011857.1	 	CHAF1B	39108	9	14	630848000.831	633481915.161	609889980.332	604426565.718	740299039.244	547768978.647	538121655.455	578986162.798	464891908.522	614519814.395
IPI00023137.1	 	TOR1B	39108	8	9	553174326.779	544922364.24	511437227.087	478751884.587	615567209.614	444282014.24	386593350.463	477725209.629	285393431.59	396122672.706
IPI00396387.3	 	GNL1	39108	11	16	554985703.896	510987510.928	635622212.952	569846995.428	660300640.326	434766845.471	396767946.524	466445323.336	370266896.468	547938728.908
IPI00011996.5	 	UBE2Z	39108	11	30	2099397160.96	2020071845.65	2165402874.57	2049659577.82	2379413469.59	1764203839.25	1830603669.41	1874900032.62	1763431021.66	2086697446.47
IPI00011488.4	 	STK4	39108	10	19	987883574.602	904494896.917	1039531116.06	936548608.383	1174119352.58	832158573.66	729283007.519	824753974.878	670666759.512	971818967.95
IPI00746004.2	 	RPS27L	39108	2	3	103501587.866	109271914.75	86438570.537	89959142.083	131699475.61	82139304.973	66618477.468	87405778.964	59747272.791	79026430.781
IPI00306130.6	 	WDR34	39108	3	3	105887475.87	102537103.782	81956504.738	95228023.714	111976796.138	77600930.152	78457783.433	79578634.981	73668339.113	73595782.055
IPI00020515.3	 	USE1	39108	5	9	624999989.23	627952908.384	551589935.063	579820976.581	721653862.573	370325407.33	342566341.905	390559241.458	343432271.269	381851595.35
IPI00013068.1	 	EIF3E	39108	11	12	1070131892.86	1050172087.11	936353955.495	940436285.612	1640084743.57	707917800.281	613733241.41	796872118.972	479795193.853	823834011.065
IPI00007909.6	 	RABAC1	39108	4	8	555205433.628	533434756.956	561493068.585	571857663.822	633795666.608	513889913.45	500638134.795	550030841.049	521303593.896	600850331.184
IPI00337772.4	 	HMMR	39108	9	11	1013685011.88	1049583600.6	998475436.14	1024156368.15	1189334684.79	580929350.032	511232873.73	583163771.808	407375200.594	608963511.243
IPI00062120.1	 	S100A16	39108	2	2	40281088.907	38364126.332	40013102.736	39598600.585	48677848.737	33406436.127	35105652.217	35873875.244	29945569.549	42884979.919
IPI00298406.3	 	HADH	39108	7	16	706858544.352	690854954.611	659045215.575	715689996.729	752351556.333	569990623.872	607701151.084	601054136.927	626277595.298	621454585.56
IPI00643034.3	 	PLTP	39108	2	3	136274735.191	126444480.63	137934486.165	129276211.973	146568653.701	112381965.006	109671995.366	123782220.602	100890165.324	122352274.797
IPI00157375.3	 	DNAJC30	39108	1	1	16157167.304	17728600.381	8806366.259	10237357.166	16242413.469	13209757.623	11570163.439	13341369.042	10664102.037	8542935.253
IPI00853400.1	 	FKBP15	39108	10	12	588866873.954	615084449.951	554533512.799	566294894.015	686035682.376	305789786.032	290796146.679	341054584.296	268133585.89	287694171.33
IPI00064462.2	 	ABHD13	39108	3	3	116710788.821	107814322.92	127346705.005	107643982.159	129835778.081	110005965.153	105891686.84	112883955.066	101812174.895	123899674.463
IPI00005129.8	 	SCAMP1	39108	10	17	743134735.322	719231496.892	724871039.133	714797173.572	816566159.131	649404602.682	618331060.425	682076089.432	662073829.549	701491371.888
IPI00169307.6	 	ARHGAP21	39108	1	1	54929083.763	47641432.087	49839514.712	48803992.878	40306302.513	55914216.863	25683760.442	26073619.184	24044986.397	25923630.211
IPI00645403.3	 	KIAA1217	39108	6	6	336622136.017	362104708.671	342704392.483	391265098.523	398059911.919	237486593.483	267765555.448	294246989.054	329607379.358	243881975.818
IPI00006167.1	 	PPM1G	39108	12	26	1975335718.5	1720626289.14	1379893817.35	1787234163.91	1887898122.63	571563505.089	566291985.265	558854481.046	640358224.96	643250855.873
IPI00658115.1	 	C2ORF43	39108	5	10	1058524060.62	1009352354.92	1094143463.63	1086753668.52	1208761458.17	842679242.847	869580094.559	937202557.172	896813606.034	988406643.025
IPI00022758.3	 	GAN	39108	17	21	1514274960.78	1454395466.82	1453789828.35	1486872674.65	1752650374.4	1073329110.45	1181052084.56	1239120665.17	1166140704.84	1302816851.97
IPI00873410.1	 	CNN3	39108	13	28	1955415864.85	1878549218.93	1796162318.79	1663238155.64	2179857232.34	1097974600.91	1168361705.04	1181668725.44	984798256.225	1120051219.06
IPI00394668.2	 	ADAR	39108	19	27	1495143027.25	1600483918.06	1407862109.08	1607039675	1719339678.84	704325135.773	685389738.774	832965092.742	775299316.595	737522577.598
IPI00168691.7	 	SHCBP1	39108	4	4	340908814.179	359379689.227	356637395.32	332337426.144	425172919.917	235925684.425	206420853.163	275691334.198	178336133.486	239838028.944
IPI00021518.1	 	DDB2	39108	8	14	596934703.894	586145730.28	549279817.068	588631412.541	608398182.397	564002430.779	471287924.813	557636262.894	443885225.412	493825151.667
IPI00470875.4	 	NPAL1	39108	1	1	33190062.733	27924185.3	29335310.379	30606600.04	33645992.406	27257638.933	26461590.905	24913672.852	25327535.46	26461990.307
IPI00002614.3	 	UVRAG	39108	4	4	242635494.395	251213901.835	237615225.6	237447237.59	280108911.324	221463870.578	171429254.251	201840091.953	160386063.718	208417504.417
IPI00329598.2	 	HSD17B11	39108	10	30	2104281453.54	2209718104.94	1946476613.13	2230998541.84	2245293736.59	1791487290.11	1787643516.36	1832861506.84	1862917528.47	1801407290.52
IPI00003562.1	 	MED7	39108	1	1	41734917.818	43893400.877	36614989.386	42199238.851	48916606.919	39349622.545	40123868.507	42274008.074	33188349.224	43884121.212
IPI00020965.1	 	UBE2H	39108	3	3	110565082.963	108358544.354	107301378.949	111978247.61	123258207.094	88915389.868	90059925.494	93028035.974	85058963.372	103392935.762
IPI00031755.1	 	RCE1	39108	5	7	227041778.911	214796766.956	189066805.431	211100684.099	234939606.875	178534637.305	182349217.343	193586497.433	173256046.97	179350245.231
IPI00219005.3	 	FKBP4	39108	20	53	3145949220.9	2947255740.81	2904962923.86	2935410520.33	3483525922.58	2118525943.03	2065765724.53	2139403712.74	1924514914.24	2209507735.17
IPI00009375.3	 	HAAO	39108	4	6	477135209.625	450805621.621	503321639.077	484963755.199	567575861.375	440128007.792	425881431.6	453896413.239	471165568.387	544209368.482
IPI00013810.2	 	WBSCR22	39108	2	2	68996375.027	70481542.63	71336266.143	69178510.649	87275577.817	72094198.237	61014148.714	66893198.156	59533263.867	74924598.029
IPI00472858.9	 	GPR89A	39108	7	11	363119788.198	366024786.353	321239423.911	325010754.909	422797800.082	280694611.453	276038554.214	287409101.229	213527803.301	288971681.961
IPI00100668.2	 	GBA2	39108	9	9	555211515.541	522331425.999	568537417.955	558238415.707	653865366.006	462704943.359	454951095.525	502327775.762	453395843.286	559871154.959
IPI00024129.1	 	PPIC	39108	1	1	20467181.496	20165234.131	21111539.092	18945063.528	22921591.661	18062949.715	17190931.883	18594652.739	14132169.631	17917674.864
IPI00304596.3	 	NONO	39108	13	36	1728538613.59	1924127436.68	1930020115.67	1501909868.67	2609681802.67	618573025.529	644840276.265	749182149.812	591105687.247	709603306.754
IPI00456664.1	 	NIT1	39108	10	13	818050613.751	819516809.15	776611490.956	821539387.016	932059405.777	710930685.572	719589195.143	737514697.406	729023399.979	775579599.256
IPI00465054.2	 	THUMPD1	39108	16	35	1964386737.2	1940451652.66	1812866317.36	1749222524.44	1998697423.38	1711005836.15	1541373898.32	1509787236.95	1440206568.44	1532602535.78
IPI00023664.3	 	CHEK1	39108	9	13	807380728.337	765296789.372	792974245.163	762458880.042	927649908.724	602840710.235	637169047.394	654365147.22	571358935.36	724443687.704
IPI00024062.2	 	EPB41L1	39108	10	12	638235294.378	617032971.618	661054836.275	614751808.979	736099557.809	444941678.083	396394426.357	437233737.158	351547197.657	457270377.254
IPI00290614.7	 	ENDOG	39108	3	4	131433206.946	122518845.232	125840817.153	120395537.221	152711659.941	99016614.663	88481777.447	99950539.043	74469211.526	120320861.62
IPI00852685.1	 	DIAPH1	39108	38	64	4814035867.77	5220289562.05	4243900024.97	4957887284.28	5552167733.72	2108092824.51	2088663858.87	2415474901.49	1993129073.12	2184333069.14
IPI00374310.3	 	CES3	39108	3	3	177408259.958	186060628.757	171853048.927	173098200.815	198488261.366	139722751.595	140839175.156	149919904.747	122013387.935	144814013.395
IPI00432368.1	 	CSRP2BP	39108	3	4	451536289.669	426035244.455	441319158.515	428963781.942	552214830.751	398399468.871	435709142.384	445705508.013	375782950.912	478367937.871
IPI00012446.1	 	NR5A1	39108	1	1	42093102.468	50949078.673	32599194.13	42937915.333	42820287.409	27617686.481	26126844.995	22337455.314	27018164.817	22897468.409
IPI00019966.5	 	C5ORF22	39108	6	8	754823341.141	737667173.949	675029652.889	734878117.485	853917725.702	604534821.245	664810149.774	643044729.897	625422442.509	670445749.671
IPI00008800.3	 	MAZ	39108	6	14	440967517.48	465062766.846	420188204.361	440471823.146	512807672.331	386342950.336	372323204.264	419592389.686	371821160.812	402570071.271
IPI00020332.1	 	ARG2	39108	9	16	752908451.836	755170054.154	703525698.866	693579739.926	887386693.527	625201128.744	682490685.826	703797529.6	635260706.225	746097075.484
IPI00031052.6	 	G6PC3	39108	2	3	161880447.536	184377483.14	164117890.033	170432209.156	205927723.824	151229847.594	152693902.192	148655374.006	183183489.629	173702081.965
IPI00215919.5	 	ARF5	39108	2	7	856574601.951	870423250.797	806703911.106	862962626.638	947637933.345	730568697.954	781319777.13	770579455.073	777360749.835	786984689.578
IPI00443909.1	 	CNPY2	39108	9	19	773767925.868	808448015.146	749619826.087	816505804.143	800572098.88	690075098.672	680668469.168	658576674.698	631942427.233	734383644.895
IPI00744557.2	 	RP1-21O18 1	39108	1	1	31251211.499	39088537.569	28226734.216	31066421.936	36133053.607	27828018.26	27797204.024	25743187.571	28101855.626	29439301.53
IPI00018282.3	 	CD40	39108	2	3	95886859.154	84667806.934	92573783.309	93322227.531	97608714.311	82911383.483	86340731.334	84955785.116	86613377.616	95729346.068
IPI00022697.3	 	DRG2	39108	13	26	1238836611.18	1155635544.01	1334369931.59	1250392194.58	1522493310.77	1035140148.45	1040955745.35	1145628343.02	1014614051.72	1330610716.13
IPI00220567.5	 	MTHFS	39108	5	9	1292696190.21	1117487968.12	1274806566.36	1206535525.29	1399319537.5	948151281.073	856446202.898	829891017.826	832643026.625	886531697.509
IPI00410110.3	 	DHX40	39108	12	15	686611139.238	699043984.859	639691597.272	749875888.851	786626320.518	441812779.563	424961096	455806581.696	402506405.343	489753204.714
IPI00009790.1	 	PFKP	39108	4	4	150990768.514	147455032.825	159577876.091	143683601.19	204320726.961	141647618.856	127806951.953	148764245.39	112536254.1	174808351.262
IPI00396485.3	 	EEF1A1	39108	14	226	21247378314.3	21384749547.3	18812351115.4	20631925407.5	23142781158.5	17137686151.1	16588042165.7	16667281834	14883054996.6	17111171111.8
IPI00852645.2	 	MICAL3	39108	14	15	637348571.15	644957620.883	656696361.478	612889381.251	846261751.738	530214342.951	497059267.058	577023123.355	447363557.624	588347674.891
IPI00295585.2	 	CGGBP1	39108	3	4	90436819.6	84360276.804	89485543.629	80098103.342	125420626.595	68923228.754	76557089.417	92293756.578	69316235.522	96813714.799
IPI00006713.1	 	DNAJC3	39108	15	27	2253833369.98	2299563829.11	2179288258.31	2102372530.84	2398567539.77	1854723900.83	1596596421.95	2108107643.09	980980684.044	1528694066.51
IPI00219678.3	 	EIF2S1	39108	16	52	4489692780.07	4389394003.63	4543572505.64	4034469378.58	5358670937.99	3943592814.1	3932876149.78	4264686314.62	3205625295.01	4274310820.77
IPI00743931.3	 	GORASP2	39108	5	14	2017256955.69	1915468459.77	2155168229.5	1803189074.11	2397543136.02	1255633750.2	1271954802.25	1417446982.11	962610651.094	1407966146.73
IPI00065276.2	 	ASPSCR1	39108	14	25	1390105013.47	1381464126.78	1317832989.2	1445840033.51	1532745517.2	1109303834.87	1176706757.17	1271228948.3	1078308265.12	1265426676.78
IPI00878534.1	 	LOC440258	39108	1	1	32100052.47	34352187.339	31005399.551	37462088.851	40495818.84	32964100.582	27032154.421	36967587.156	30927261.902	32778633.83
IPI00556451.2	 	ETFB	39108	15	56	3904248433.71	3760090093.99	3498633835.55	3779432685.1	3962316961.23	2999769558.49	3111567841.71	3093751222.91	3163370980.59	3086319156.45
IPI00058192.1	 	POFUT1	39108	11	26	1409991002.72	1409137582.9	1354429079.51	1384382401.45	1565350687.6	1196021521.46	1184867367.37	1294530586.06	1167220144.63	1298647463.25
IPI00218571.1	 	PHKB	39108	10	12	618953947.733	567194340.464	461364098.346	553530313.848	709094366.098	401237306.583	287632506.735	387821502.928	229353512.773	353252276.477
IPI00410215.6	 	BPNT1	39108	12	27	1863241660.55	1764876935.35	1934296287.74	1865344043.95	2076119155.23	1604594637.47	1622715047.34	1618591523.65	1614246593.17	1817432349.7
IPI00025340.3	 	PDXP	39108	3	5	236060698.526	233447606.972	232405088.257	252513182.371	256850049.653	202065171.69	204864548.537	210622869.412	212524555.613	227806935.04
IPI00016074.1	 	MPHOSPH6	39108	2	2	294207200.671	293845290.41	278338239.389	266470673.357	314226221.837	145581696.059	138913252.133	147754336.963	106593053.456	150576237.542
IPI00294073.1	 	COQ7	39108	6	9	337201228.697	325118308.521	282551108.343	324648338.71	368849980.492	253606850.943	264557105.251	248641278.246	272438769.689	261662251.943
IPI00150963.3	 	RPUSD2	39108	7	8	543149070.788	480164322.2	551928209.083	476549311.39	581358482.791	443842958.59	442245761.084	437098114.698	396867153.293	470567365.664
IPI00219861.3	 	ACP1	39108	9	18	944234857.894	1014679103.47	796055469.366	957298859.914	957151068.698	501693937.065	490340213.704	458278072.725	530303402.273	550811936.015
IPI00218465.10	 	PLAA	39108	8	10	1234869352.77	1173619462.67	1131593809.85	1094885819.64	1344681051.21	690151630.982	630876515.653	662573926.338	575403799.761	644883173.495
IPI00293657.3	 	IRF2	39108	5	5	258415946.762	264206287.411	260970838.589	251394204.285	288309895.483	187526744.513	197406773.976	207721232.172	179502056.531	195140376.673
IPI00178203.1	 	CHTF18	39108	1	1	18143209.015	13277547.898	11759242.066	14524040.986	23242905.307	6063063.899	6358025.613	8054913.239	5438807.884	6518634.129
IPI00418316.5	 	ZMYND8	39108	16	19	959677212.49	1114627760.39	997987290.826	1072331378.84	1276572104.17	647590256.832	659810180.127	822845267.905	638639770.56	548256407.186
IPI00005711.4	 	HDAC6	39108	4	4	272614407.001	264013373.331	232784593.634	246389146.377	260560103.788	236940478.754	210249418.62	210153032.69	178976782.804	169816575.404
IPI00152685.10	 	TTC15	39108	5	5	455106234.546	507687952.999	361541649.276	449554661.148	478630633.304	287370260.629	285673412.631	294829234.507	262366244.674	264916866.266
IPI00332157.2	 	MRPL54	39108	1	1	40098262.898	35084398.286	31551702.51	27966419.761	34867770.983	49762698.057	24237262.227	28658553.8	12897230.735	25391266.291
IPI00007957.1	 	TAF6L	39108	1	1	25540090.23	28535704.72	24764966.668	27968715.283	31396040.372	17592199.403	16602382.589	18215136.232	14587217.97	18034025.013
IPI00005791.1	 	NDC80	39108	2	2	73097550.743	69748451.406	79849444.505	63079303.273	108443463.448	43042278.292	34388419.107	41516466.73	34225955.862	49839024.533
IPI00000240.2	 	PLA2G12B	39108	2	2	105320561.545	107655179.094	90879118.217	98926477.608	117103104.679	83364968.498	91769402.698	89073095.94	92812171.856	87045624.053
IPI00290812.2	 	TTF2	39108	2	2	36891592.99	34994798.043	36749611.683	31568174.897	47154258.491	15365867.968	14071433.384	18984499.398	17099172.171	14017633.045
IPI00012382.3	 	SNRPA	39108	7	16	722740417.192	721598702.062	788079981.303	661563930.519	987646428.173	665998735.762	670029594.779	762689320.025	536511830.165	903373484.396
IPI00900336.1	 	ATXN1L	39108	3	3	77322250.938	73256046.749	73369794.312	75522378.228	87165946.031	54966548.458	55064848.886	64948921.275	53451029.449	63099818.574
IPI00018689.7	 	CENPQ	39108	1	1	56886453.917	53779821.273	61918393.772	59513653.72	69555694.66	54469867.649	49480086.301	55335362.987	45498973.13	61514050.484
IPI00013195.1	 	MRPL49	39108	4	5	180085042.348	186338984.196	128989230.17	151028188.194	200262815.883	172944016.765	133269467.315	188700496.372	77255639.308	141859999.1
IPI00183938.6	 	TTC27	39108	8	9	582081514.61	595050585.404	527504679.781	522658634.558	707449753.046	220519908.52	197367257.715	235826471.441	167134945.718	234534293.297
IPI00008380.1	 	PPP2CA	39108	15	41	3690453321.54	3654676910.7	3452597486.41	3738687918.15	4205753486.82	3328451341.71	3329497251.23	3607206982.52	3262999028.27	3619954104.54
IPI00298625.2	 	LYN	39108	5	6	245775109.318	216106711.548	217203024.355	214695967.205	258545574.381	178545473.742	162161234.854	157891046.007	139756224.696	173755667.899
IPI00872430.1	 	RPS8	39108	3	4	206229084.067	230799524.2	166741506.178	207808675.415	329676537.964	192284841.847	141000908.975	186183240.826	133494803.24	241884194.691
IPI00657953.2	 	TRIO	39108	5	7	194130242.752	198607085.064	193698725.369	176335976.582	273523766.943	94552324.872	89999750.698	103358200.419	75855545.763	102154477.77
IPI00217437.6	 	TTBK2	39108	1	2	1421954.592	1350070.4	1496628.508	1431801.72	1809525.077	1125780.15	870817.228	922231.333	729983.737	1440243.075
IPI00375676.3	 	FTL	39108	4	8	327999720.816	333706734.962	284246767.195	294766919.314	329155175.055	298870948.731	255417497.384	319189797.263	213172589.471	267834452.449
IPI00607554.1	 	USP47	39108	6	6	689745356.949	692464492.249	650689896.669	604518401.91	862103150.95	253772070.212	214629887.131	290755900.954	173075570.815	256507329.884
IPI00002220.3	 	SAP130	39108	1	1	39267924.21	43097507.266	46217908.278	66143103.661	67127732.797	19935924.863	19799806.7	31622834.786	29127028.416	29437158.551
IPI00021805.1	 	MGST1	39108	3	18	805257042.603	819256229.201	657010061.225	770291078.489	866521539.476	657755537.563	670569422.638	666692942.501	675612062.023	633370533.6
IPI00060414.3	 	CHMP4C	39108	1	1	19715087.056	16694626.408	17741636.491	17811322.086	23203490.526	16936245.427	15532039.112	16092867.301	14051594.492	18521896.519
IPI00455733.4	 	NHSL1	39108	6	6	245101237.447	257819713.346	260627504.513	259112422.687	304815038.742	203880685.753	197212718.635	230484541.223	200063333.19	227246135.891
IPI00165981.1	 	ZNFX1	39108	1	1	21244410.386	23389617.12	18691995.942	20113217.308	24595120.188	10440938.484	10786624.904	11570436.628	10938938.344	9923695.047
IPI00219518.7	 	ARL1	39108	6	18	985883686.69	906349710.25	901875247.587	965021220.799	1102831014.21	747456465.949	718886942.722	723617258.082	644188026.415	748400163.568
IPI00890743.1	 	PPP6C	39108	12	21	2606533658.84	2597959880.32	2285246819.78	2573115882.87	2873554997.28	2514392709.83	2273310361.01	2700104184.24	2087007274.42	2519938446.35
IPI00009123.1	 	NUCB2	39108	16	44	2961536131.23	2904552480	3072800140.15	3169854162.53	3091993140.98	2688792322.08	2981318428.19	3191012686.09	2889669273.34	3390736878.53
IPI00216919.1	 	YAP1	39108	3	6	259831286.251	251954494.712	209666338.73	233916671.785	270338437.374	194461373.535	206609634.998	207503044.857	195548612.351	192691175.656
IPI00301491.1	 	UGT2B4	39108	1	1	53538461.235	47435083.706	47923563.374	51448655.163	53201624.999	45213749.175	38548061.751	42231599.315	41456121.291	41035726.746
IPI00007928.4	 	PRPF8	39108	43	64	3255596630.41	3766546175.36	2813530212.82	3328234658.69	4026430578.89	2956738172.58	2568809090.12	3526570676.78	2104777413.36	2703583102.82
IPI00006280.4	 	SCAP	39108	7	8	374919964.91	377700184.873	328694618.762	368389989.228	431293620.855	313910234.889	302707659.956	364613626.458	301888953.517	327050085.151
IPI00069734.2	 	ZMAT2	39108	8	13	427073061.932	420421100.315	420137929.128	405773648.589	510066883.297	374554495.448	411707966.608	419530442.468	357204236.64	445833355.528
IPI00015872.3	 	TSPAN8	39108	1	1	112938934.837	110851473.692	105779171.173	115285194.402	124952361.341	95222526.478	92875465.212	98574544.672	101548359.234	106852427.681
IPI00479186.6	 	PKM2	39108	38	335	16590697390.4	16508588750.1	15082589944.7	17708407930.5	18718500566.5	14482164569.5	14463177357.7	15085452140.3	14128054230.1	15917800289.7
IPI00217918.1	 	ELMOD2	39108	10	13	1588311708.26	1494137841.87	1632771775.19	1542020264.66	1682868266.99	1329737095.83	1278810538.5	1322687102.08	1264826985.6	1334483540.48
IPI00465044.2	 	RCC2	39108	20	42	2615667576.62	2562797880.28	2839070487.07	2582971674.27	3166840588.09	2174885799.08	2158909708.35	2346326074.66	1987818329.51	2595651041.3
IPI00375205.1	 	GALNT10	39108	4	4	242837689.879	258435309.576	210774574.773	222544707.781	260309246.723	178196443.757	157423470.151	185004959.615	148271705.652	173815289.607
IPI00031789.1	 	IL1RAP	39108	11	17	768036658.235	750211985.552	721842133.94	794936276.254	782145347.834	690744613.951	644686392.446	677687784.431	640711405.281	679008965.551
IPI00025344.1	 	NDUFS6	39108	3	3	408523677.737	437622856.516	404027560.468	247488275.06	504335666.579	405596554.923	405354378.293	517229266.75	196091495.78	442486491.27
IPI00383046.3	 	CMBL	39108	12	31	1288135066.53	1292981118.74	1243723843.43	1250914407.76	1405965459.82	1012515557.74	1073944781.75	1106443120.24	1009330948.66	1136145749.02
IPI00719680.1	 	AP3D1	39108	32	66	4329162863.31	4401801285.19	3968404199.54	4369275350.71	5036395376.12	3281618928.3	3019504565.82	3693977957.91	2806960375.7	3321816729.72
IPI00031697.1	 	Mitsugumin 23	39108	4	6	251339581.695	228970089.751	213961184.34	245709180.199	243869959.702	191951720.834	188353266.476	222798698.119	206252429.826	199669453.465
IPI00384708.2	 	PDSS2	39108	9	13	587337600.85	574617020.249	597252785.683	592514573.566	681799670.678	499854693.36	498831115.493	522629746.37	524890141.408	597833601.547
IPI00028931.2	 	DSG2	39108	11	13	831194297.774	802959627.382	746332065.765	718109593.407	821506880.639	749242397.068	754371049.821	804903580.981	641444255.683	684081135.336
IPI00550191.2	 	C9ORF78	39108	8	12	499821066.449	464100267.086	511623719.039	464706880.179	568696027.08	428211365.407	480514928.637	497546800.829	389118226.298	527454994.031
IPI00185018.7	 	MTMR3	39108	2	2	120149738.984	125600424.182	109822598.849	128620681.007	137990617.579	107428168.053	101137630.746	119971407.936	92431717.722	106227110.679
IPI00025091.3	 	RPS11	39108	4	9	323339344.287	352456445.913	269550874.663	339438596.708	466631709.902	294778056.516	222378322.927	273437521.987	210070667.433	326032488.437
IPI00014361.1	 	TSTA3	39108	11	21	1154235202.94	1126683059.01	1160114241.93	1135988287.73	1251226640.57	1043508855.32	1024858574.52	1073572107.55	1035837611.88	1212394558.74
IPI00329563.10	 	UBE2L6	39108	3	3	138807520.294	157322411.99	133814857.925	156668567.096	183706073.33	102079182.454	110059451.845	114979191.054	112058883.424	119360336.085
IPI00025239.2	 	NDUFS2	39108	15	27	1324538290.04	1359605135.88	1231151360.1	994511583.648	1644753697.29	1187805766.2	1145126783.48	1414260497.9	767110672.309	1195349761.97
IPI00395476.3	 	PRMT10	39108	6	7	245740882.169	237504749.935	239837725.524	242566824.857	280748050.749	188846972.902	183647137.241	197923788.817	176227730.562	205477387.83
IPI00171665.1	 	NUP37	39108	3	4	407095081.326	410455730.002	421791251.414	380535238.129	505644873.455	373179809.547	381025855.487	445488893.424	319964632.296	418999434.279
IPI00873851.1	 	GALK2	39108	5	5	293718809.064	287637141.786	292474868.588	298419152.455	325681881.625	242003750.675	252480777.564	245861196.075	237945286.013	267873144.795
