representative	samesetproteins	clustername	msexperiment_id	qupm	qusm	sumionarea_protein_126	sumionarea_protein_127L	sumionarea_protein_127H	sumionarea_protein_128L	sumionarea_protein_128H	sumionarea_protein_129L	sumionarea_protein_129H	sumionarea_protein_130L	sumionarea_protein_130H	sumionarea_protein_131L
IPI00328911.2	 	HECTD1	39108	31	38	2452514657.59	2467508875.24	2118167882.48	2190567186.25	2905710143.33	1154684165.25	1095302429.83	1279394391.82	910983847.887	1148641522.76
IPI00152303.7	 	PIP4K2C	39108	5	8	318228798.938	303820051.817	317421946.389	285835478.926	415299164.39	186276888.297	176075832.102	195586206.014	145761331.488	207819338.853
IPI00289171.1	 	CYP4F12	39108	4	8	209416485.988	197824163.57	220695460.58	219273143.085	232941850.382	177970859.221	195680757.432	199647710.885	203243289.79	210632375.215
IPI00061108.3	 	MRRF	39108	4	5	319922412.237	313122917.646	317722608.734	301816983.729	361856472.164	217500277.971	208313644.969	214282626.451	191064676.882	228012634.163
IPI00074870.1	 	DNAJC1	39108	17	22	1077537297.63	1066319663.96	1072677837.89	1047214900.74	1191413864.06	818854917.887	826833030.275	872808340.03	759490476.046	933499252.714
IPI00300223.2	 	SMCR7L	39108	3	3	112841361.783	112856108.319	114669192.613	109396293.526	127594456.142	88903247.51	87087273.501	93029676.038	89516515.449	103622555.261
IPI00020906.1	 	IMPA1	39108	7	13	1331937933.58	1281674745.76	1314066363.93	1277629544.37	1472098895.6	1131396673.52	1141770803.65	1200666278.33	1101258878.99	1293258774.58
IPI00020887.3	 	VAMP7	39108	6	7	514323228.221	500090802.011	498301964.952	495612820.891	553915666.485	443680385.759	451739781.332	467365255.922	418274805.541	464481172.169
IPI00010080.2	 	OXSR1	39108	7	12	1055366842.91	827938470.876	920759704.643	907893988.95	1262839896.89	516058498.676	362892885.797	411621920.188	296392851.5	480778555.938
IPI00007722.2	 	AMPD2	39108	20	33	1536683477.32	1536886185.68	1340007601.56	1641615144.55	1637135224.87	1342848207.51	1299304462.74	1437536928.1	1289064199.69	1363455205.76
IPI00014149.3	 	TTC35	39108	10	15	1326885138.78	1336911812.81	1123648340.54	1222830552.83	1461054947.29	1138866024.9	1110534040.78	1184818901.6	927813943.255	1097876878.65
IPI00513761.2	 	ECHDC1	39108	7	11	641087193.839	655934228.908	628935894.409	649507387.553	728770667.731	551678039.999	549866636.189	578382107.957	538432976.72	595254756.854
IPI00005881.3	 	ATG12	39108	3	8	351632360.156	344371178.98	363473181.369	401832718.704	410562514.952	313776859.92	316193009.269	327483830.13	278389763.986	370683059.795
IPI00045511.1	 	CLCC1	39108	9	16	1334655604.79	1260832848	1348194978.86	1268206286.91	1475568417.27	1170800737.84	1137572843.99	1226887191.27	1082645275.81	1284128261.57
IPI00465186.3	 	PTPRF	39108	6	6	423439247.284	419893417.874	420889377.633	362913681.885	530263710.493	166132123.519	151313864.117	174602898.341	129377279.441	156873373.783
IPI00000173.4	 	LRCH4	39108	2	2	63219666.756	68677054.56	51327295.13	62258703.774	77485632.576	35206142.781	34657640.406	42315468.325	40006981.612	40555585.971
IPI00217030.10	 	RPS4X	39108	5	6	432736273.133	491562818.431	353484039.543	434350422.957	663631711.748	362656253.845	269512771.366	359520471.237	238722238.449	412977430.183
IPI00019462.1	 	GDF1	39108	2	3	134640215.516	124035023.21	144443720.677	129166849.154	157985224.854	126801412.084	115998607.583	138640539.85	107035874.753	143888587.332
IPI00292657.3	 	PTGR1	39108	12	24	1570713339.23	1448616056.34	1584371875.29	1501816113.74	1761320410.45	1341391763.7	1369992267.14	1399017175.89	1345013829.69	1560622635.87
IPI00030275.5	 	TRAP1	39108	31	99	6403331424.24	6318743854.77	6335451647.75	6369468276.98	7135884069.63	4999914637.81	5064517000.31	5406898148.51	4689246259.79	5516858962.6
IPI00879359.1	 	YWHAZ	39108	7	30	3486396018.37	3572921614.85	3637526422.11	3723883082.22	4156657173.6	3272139095.98	3301248756.61	3466918583.15	3210540204.98	4184627077.41
IPI00329672.4	 	MYO1E	39108	14	18	1162609156.13	1023159484.63	1050406526.97	1076192962.11	1294076141.16	665462665	556193712.761	659720113.326	537025702.099	695889990.161
IPI00642971.3	 	EEF1D	39108	19	72	5360443889.14	5246431682.42	4212118639.89	5009612481.68	5105726519.89	4155812589.75	3157710095.48	3551185050.05	2753201836.17	2982929080.98
IPI00301936.4	 	ELAVL1	39108	11	22	1346209653.28	1381714731.34	1386339426.13	1242307288.84	1666499301.1	602277623.4	636644011.603	669614553.614	562843158.513	666968122.734
IPI00015833.1	 	CHCHD3	39108	12	21	1185119805.84	1338164228.36	1336984079.46	1297397438.42	1975823641.34	1164377411.1	1171472685.65	1522730434.95	1243117355.52	1662332313.07
IPI00004317.1	 	POLG	39108	12	12	592475141.291	620432043.466	563124526.459	619656270.066	676737974.742	423987830.727	422918116.978	471769951.279	429824139.222	425614500.396
IPI00300341.5	 	TCEB1	39108	3	9	759587354.238	717133998.584	811584416.617	786996308.788	831120391.499	646449951.491	710067062.069	723762577.581	622731635.746	809622398.413
IPI00010346.1	 	NLN	39108	22	35	4412214923.71	3712878657.11	3840724589.22	3526828098.07	4211792264.62	3202681662.18	3155058820.61	3440654039.34	2714693397.74	4596051390.49
IPI00027745.4	 	GUSB	39108	12	21	662058357.941	710245107.793	596548554.375	705133351.194	760468411.213	623917898.412	548659172.141	666879035.013	508438388.672	591037514.37
IPI00152708.3	 	UTP15	39108	2	2	28301770.259	35512542.499	31485174.634	40763439.548	49493638.924	35690875.839	26798051.417	32582455.622	21334758.969	39709161.73
IPI00329594.4	 	CCDC59	39108	1	1	30835482.787	31808139.943	21009206.355	50249678.982	36994231.857	26695314.842	24629329.127	23769392.089	31284755.976	27002955.272
IPI00005724.1	 	LANCL1	39108	11	31	1842204190.38	1876671341.51	1673629111.86	1804116110.05	1991117062.94	1556123666.47	1520328902.33	1612251849.93	1491099443.6	1681519482.66
IPI00792065.3	 	TOR1AIP1	39108	16	27	2395989634.11	2442429542.92	2217864133.01	2245089342	2716812077.78	1906084224.18	2213297544.25	2366287912.72	2033828960.16	2305811117.78
IPI00165361.3	 	DCUN1D5	39108	1	2	48431617.386	42341938.975	43407099.397	50222538.452	51014635.333	48407381.899	35554149.769	51150301.102	36286534.707	44066334.863
IPI00045550.4	 	PPP1R9B	39108	1	1	21641786.25	26732218.125	26714387.117	28327264.463	29546435.467	16785810.232	18712302.23	20899249.972	23496054.906	18113779.382
IPI00479918.2	 	SLC39A14	39108	7	27	1831797514.89	1780381760.18	1743392370.06	1881796479.42	2035546263.25	1529041611.73	1575107961.11	1730890464.28	1517223033.66	1746122167.37
IPI00418583.1	 	ZNF705A	39108	1	1	25745700.365	19301766.23	24919166.852	27492473.256	25540933.047	19288604.458	17032228.68	19585285.91	21888759.613	22544942.032
IPI00022832.1	 	BRP44	39108	3	7	319091744.598	268332193.374	339421132.008	311899436.255	339089849.678	253062594.508	291649630.036	291440639.672	319271831.316	305510160.724
IPI00290204.1	 	SNRNP70	39108	13	27	692054955.365	715949281.568	714518221.137	557905428.982	1211907694.97	613759685.515	583469270.881	819853279.703	483870884.477	1024420658.47
IPI00218474.5	 	ENO3	39108	11	21	1551162469.9	1556451752.97	1580185227.62	1577237599.65	1765652363.08	1424959042.93	1396572256.72	1505047223.95	1366324311.55	1591814296.66
IPI00021987.3	 	RGP1	39108	3	4	109110996.005	112892241.304	96756634.352	111425181.144	128066133.807	87886255.938	85782774.263	97742409.193	83005744.251	89818197.756
IPI00006907.1	 	C12ORF5	39108	5	9	1217082811.71	1143364380.17	1162895312.1	1166068345.16	1331661694.69	749732399.431	774515115.988	804435023.536	727424046.11	845917476.973
IPI00013415.1	 	RPS7	39108	3	4	146256605.846	168203120.344	145746980.339	125801611.549	198507549.853	114818175.872	89806578.393	125757234.622	67090978.083	129882563.776
IPI00029954.2	 	VEZT	39108	9	11	369050950.233	364640241.138	376891614.146	350264413.57	423797770.468	291136620.414	269761594.406	328916968.594	252890037.286	320332941.176
IPI00026993.1	 	RNF2	39108	4	5	235363094.231	261927079.059	245810759.55	269879483.374	276777424.278	190595164.085	198108890.129	215910086.22	231281474.741	193539169.381
IPI00337495.3	 	PLOD2	39108	16	26	1677025884.57	1620774286.38	1519513084.9	1599965093.69	1804404598.3	1308193757.49	1256565066.45	1506909853.3	1091325687.84	1342541893.74
IPI00784090.2	 	CCT8	39108	35	133	11374378055.6	11846292713.1	7932014469.72	10798313962.7	10866890258.1	10710623004.2	9009453135.83	11263604302.4	6636855546.19	8504884988.74
IPI00019994.4	 	CXORF15	39108	17	26	1701282463.3	1714721010.48	1731626807.78	1602969080.93	2075657062.8	1537259284.15	1528814875.28	1657708538.93	1273357551.82	1721883250.7
IPI00019427.4	 	EXOC1	39108	10	12	711564624.699	701062606.637	632347554.208	703470151.835	774875691.141	345464832.956	327696411.25	359955935.826	318529990.514	361148153.01
IPI00024403.1	 	CPNE3	39108	10	23	1813235132.99	1712243741.98	2006564052.49	1828948485.84	2170917776.39	1375060743.47	1438934482.56	1563026357.78	1354191087.11	1722390536.8
IPI00291751.6	 	C2ORF47	39108	7	11	1288872892.31	1223795286.56	1228867856.38	1250338442.36	1356984040.35	1007108647.39	990411177.985	1061102725.92	895890606.436	1038724819.48
IPI00020407.1	 	MGAT5	39108	4	5	211428341.821	218116120.51	197842690.25	199882767.754	229679866.446	176175598.198	173353821.25	192814472.362	169999562.274	196599576.845
IPI00549993.3	 	C10ORF97	39108	2	2	39251572.488	37308792.296	36578067.485	41001187.053	46128402.022	31894736.06	32703366.651	36881744.515	30592280.632	36962110.421
IPI00643071.2	 	FAM108B1	39108	1	1	10247577.593	10297573.559	10686209.64	11022724.942	13284264.624	10638677.393	9756787.992	12150689.554	10278361.372	10292214.042
IPI00759546.2	 	MLLT4	39108	42	70	4631197620.17	4890917829.36	4657349383.43	4729141674.19	5917300147.88	3265231712.63	3176940734.83	3660073800.13	3058036940.22	3463767418.42
IPI00465436.4	 	CAT	39108	26	63	3564168828.37	3800797936.21	2861031677.78	3538633185.95	3721911525.95	2895268662.78	3061020001.85	3315232256.06	3019103999.23	2855606700.38
IPI00880048.1	 	DIS3L2	39108	20	35	1925381339.57	1846717987.01	1927336912.92	1844923951.39	2174546100.12	1455104611.68	1363417710.39	1519070336.16	1169367185.31	1496191198.74
IPI00216951.2	 	DARS	39108	19	44	3308679143.07	3228059821.41	3036571498.95	3264740560.19	3925304642.99	2370041804.07	2489970144.97	2716726163.41	2347329420.93	2768552309.55
IPI00304493.5	 	SRFBP1	39108	10	12	518320106.045	581554764.406	626915659.228	626954217.69	722088525.799	487920291.497	554699472.27	625650617.644	596500101.056	679628784.137
IPI00023511.1	 	RNF167	39108	1	1	58538850	55196805	56028279.744	56157630.203	65633416.61	49975653.595	49082931.104	56734257.4	43835735.285	58674330.518
IPI00550917.3	 	TWF2	39108	10	17	1539384312.9	1490125564.84	1340262219.17	1536770786.09	1584522266.35	1260736651.08	1221867968.59	1346962306.94	1193302407.56	1257299150.38
IPI00172656.6	 	FAF2	39108	12	16	918564474.415	932559113.37	927441656.877	869169749.647	1096321906.53	610598316.681	555457689.785	675414446.859	478716160.434	705582226.808
IPI00747797.2	 	TRMT2B	39108	2	2	100477377.961	98503095.386	88681509.519	93135574.968	106593182.194	77570499.702	74788058.972	77775825.844	76742995.804	82496249.452
IPI00797612.1	 	WDR6	39108	8	11	528525586.617	541853790.875	473521855.554	536614430.553	550982454.147	429162786.042	397318751.136	437798554.949	406837524.309	414079206.831
IPI00017302.4	 	PCGF2	39108	2	2	273246028.861	267719636.684	323381084.358	306119699.667	265504012.778	198425811.015	151679447.693	154346395.706	173270221.497	147571776.206
IPI00470502.2	 	PPA2	39108	13	28	2082574556.86	2106256891.33	1986924594.12	2088423997.7	2383008800.97	1803215291.64	1879324497.09	1894386619.31	1916722234	2027037739.24
IPI00017283.2	 	IARS2	39108	25	51	3960921821.69	3834973360.09	3953664782.55	3903693142.48	4370011256.74	3050232653.05	3127414449.01	3431350897.8	3097953155.26	3490102492.54
IPI00215610.2	 	MPP1	39108	3	4	328345350.547	327264364.402	347874299.382	304229016.01	422811110.826	150948306.414	147311518.874	172781235.833	129875176.078	199406387.61
IPI00549612.2	 	ANKRD49	39108	1	2	76020963.349	68065610.071	68179337.254	71766525.499	78635783.623	57810007.912	54202241.708	61033431.386	50172168.77	61660140.93
IPI00014198.2	 	EXOSC7	39108	13	25	1299658532.88	1271448184.38	1330478749.23	1266411885.08	1528099829.75	1290812465.37	1293006244.65	1496851195.91	1148294917.91	1536997736.62
IPI00442073.5	 	CSRP1	39108	8	15	1883689202.27	1803774449.08	2068542930.51	1614229143.22	2289341248.29	1666806578.77	1750350015.13	1984840907.05	1474998074.8	2114530783.16
IPI00011550.1	 	ZCCHC3	39108	2	3	21358515.429	20891956.775	19072367.312	16724474.903	22232662.254	19117968.024	18008995.672	19098774.258	18539410.596	20970964.033
IPI00006034.1	 	CRIP2	39108	8	12	1666754851.64	1602407649.13	1492099143.54	1540953502.93	1929023409.88	1428538525.52	1469237201.99	1449221397.78	1261301250.24	1477935077.49
IPI00289773.3	 	CEBPB	39108	2	3	29808745.543	27627804.163	26613815.719	25532046.412	30310533.487	25149126.492	26824045.261	28874178.279	26502200.18	23435428.929
IPI00219468.4	 	PFN2	39108	1	4	226346776.053	218466304.951	237072046.095	211352642.001	248682720.971	192161712.981	187858339.62	189738000.479	169950584.052	200463781.853
IPI00029009.3	 	PIP5K1C	39108	1	1	27781476.556	26958036.665	28029674.971	28330928.763	34119303.261	21364958.722	17227548.486	16856154.281	18272052.177	23535719.651
IPI00019872.1	 	HSD17B2	39108	6	10	489058471.462	470930970.735	437550083.518	490357616.075	527447991.448	310202586.642	308751174.792	309114512.707	310399152.652	340172404.921
IPI00239077.5	 	HINT1	39108	5	15	482559800.771	442589652.306	516292666.2	530285610.503	574041603.652	401551151.861	451079755.334	561654813.812	436473464.254	516809789.209
IPI00019046.4	 	RBM22	39108	9	12	654983349.019	616334146.309	647397129.167	581252059.945	798823294.191	491863926.946	526417139.73	580354341.828	422447921.519	506192579.64
IPI00185027.4	 	RERE	39108	1	1	97314735.646	109328071.808	94207840.849	101808821.402	93969124.668	34280535.955	34543827.163	43743575.284	32651306.63	30051926.512
IPI00032236.3	 	AMOTL2	39108	4	5	112663189.171	122647986.747	108801365.33	116454503.774	138513128.228	95466432.686	85406301.091	99513972.346	74294082.405	87793091.899
IPI00016608.1	 	TMED2	39108	12	51	2421741522.95	2336254688.85	2222913403.72	2313704863.13	2468562015.09	2150444020.32	1986488857.53	1993579729.44	1927207614.47	2075597418.35
IPI00028883.1	 	NDUFB8	39108	3	6	293344325.893	283225982.788	286976529.903	212835800.553	371782012.656	278447140.172	273557626.687	367633084.842	143811501.373	344881141.831
IPI00879760.1	 	WDR91	39108	6	7	395272309.263	389139160.923	342916631.986	363008102.198	439501753.448	160152344.473	153947591.38	182851930.923	164225326.046	188438482.762
IPI00550506.2	 	ARHGEF16	39108	9	11	578709792.101	556735898.425	537048172.161	539679957.239	649564652.16	302632324.581	298523862.654	327763769.64	288309261.452	333328585.512
IPI00411426.3	 	VPS26A	39108	14	35	3889434130.82	3707059615.27	4009357032.67	3827249300.76	4392951739.37	3352033053.61	3450031073.35	3808641424.05	3207000036.09	3962857888.21
IPI00032107.1	 	SLC26A2	39108	3	4	251624356.851	251966558.95	274364771.315	268165339.876	316851092.501	229403083.128	228673933.03	278554489.551	216612743.109	276363103.286
IPI00418754.3	 	FLJ45032	39108	3	3	56371494.549	54195880.99	52533466.026	55595538.655	59712603.246	46793390.378	47646633.865	49407471.877	44117450.134	48544993.265
IPI00009922.3	 	C14ORF156	39108	7	14	1078909525.65	1066360660.85	950780336.444	1133231298.46	1308787279.86	812047320.465	933950633.745	977239011.438	934388243.385	1051232690.22
IPI00418344.6	 	TMEM53	39108	2	3	57121768.801	56813370.534	47329995.529	52073639.984	55484293.59	49826604.547	46818806.117	44286999.972	40995252.335	42568033.924
IPI00216298.6	 	TXN	39108	7	58	3744044249.47	3678644066.87	3512926001.41	3937851234.98	3818567509.7	3102824531.22	3518070050.39	3325874829.5	3229562978.55	3475926867.59
IPI00063025.1	 	ACY3	39108	1	1	36294420	37806915	40315260.132	40024112.445	43683442.677	31302374.63	32495357.1	35107384.803	37637624.365	40961317.121
IPI00027481.1	 	ABCB1	39108	25	37	2144545683.81	2130572765.05	1971452192.03	2029633345.87	2367002605.59	1614903385.2	1539862287.61	1789776671.61	1473947004.11	1661107993.5
IPI00305589.3	 	PFKFB2	39108	9	11	720307229.554	708086254.173	662748274.064	715177307.147	824306653.198	587588381.791	585114211.429	607654936.221	544362363.339	613185515.116
IPI00021700.3	 	PCNA	39108	16	94	6944425861.96	6869999597.79	6171713092.33	6735570566.73	7703789642.94	5685860590.25	6011912916.53	6094796208.95	5834687219.31	6078203216.8
IPI00295777.6	 	GPD1	39108	12	25	1588166295.19	1479488965.08	1552623915.56	1587336924.19	1740947586.29	1332913382.09	1295106043.81	1368600343.79	1328653472.71	1510111114.42
IPI00790230.1	 	CCDC55	39108	3	4	319131216.02	324779266.706	353711746.453	284477835.102	425834503.454	239001956.026	257615321.473	281702360.941	252570324.798	342424752.481
IPI00296635.5	 	GBE1	39108	18	22	1352843554.72	1310724390.52	1306357235.77	1288723878.9	1495674316.63	775521585.714	794137892.897	833083976.712	728858177.041	852595379.346
IPI00018946.4	 	PANK4	39108	15	21	959021742.909	898578719.44	935447886.766	988329199.133	1123694828.47	782130216.541	738107988.885	780437507.891	662055790.297	850685318.398
IPI00306382.2	 	SCAMP3	39108	10	24	898319286.713	832997075.032	885821017.889	853716267.43	1021091983.58	775445392.513	752498123.206	797432020.913	757480255.951	843281467.861
IPI00657670.1	 	APOC3	39108	1	1	152913867.626	150362262.674	155491543.183	179137893.754	118923739.638	124421035.406	173581451.499	139712225.377	165395389.361	150066853.444
IPI00152325.2	 	RG9MTD2	39108	6	6	116922544.749	109275973.852	114359240.201	110691277.876	128908094.959	102342293.953	97613110.55	117128898.028	100309588.66	114255886.785
IPI00003765.1	 	CAPN7	39108	18	19	1096727404.32	1035697533.44	1240187568.45	1119555419.68	1334225136.99	712601640.649	691427524.485	731644221.886	688208543.886	865581939.769
IPI00238209.3	 	NUDCD3	39108	6	9	447593043.901	433933529.959	402282065.287	429146628.313	505700476.439	267998819.07	283504017.878	310364756.899	280277562.328	307232657.097
IPI00306330.7	 	NSL1	39108	3	4	192704012.218	199298604.637	207890066.899	219167011.888	234917070.603	109773170.097	109928257.454	112657909.041	127074782.565	136628640.59
IPI00743203.2	 	LAMB2	39108	21	26	826414995.471	904670068.309	763204491.884	886202253.992	970575187.132	718563649.785	668040755.217	829212756.333	574566931.26	690029875.749
IPI00220194.6	 	SLC2A1	39108	13	60	3084678107.76	2969332654.01	3029959452.53	2900183904.82	3450384383.03	2683868586.08	2662069441.02	2858174268.46	2498382805.88	3058673878.19
IPI00025050.1	 	WARS2	39108	3	4	580938810.686	539579181.508	558258121.357	491674956.267	719528800.106	232462106.787	229283579.327	243355412.009	181783907.252	249947421.499
IPI00442323.1	 	AGAP3	39108	2	2	102419634.837	109123500.905	89993725.938	94917100.033	123457467.568	62640332.142	58010990.44	54318608.392	53711464.733	60667120.602
IPI00478230.2	 	RBBP5	39108	9	12	603492689.452	605403424.48	577018434.865	584631584.609	691017047.094	491537636.042	482947789.21	539053547.478	417385814.016	512978256.196
IPI00470596.3	 	ZNF638	39108	13	15	626023047.141	771728857.48	725110793.149	951495848.615	772565759.644	474364895.16	536663177.577	596613568.876	757511871.077	494963079.491
IPI00291669.3	 	UBLCP1	39108	6	9	1009238585.57	893171915.157	1006177023.61	897977059.917	1123740685.26	507314611.926	527616568.367	549827761.676	460811643.424	591937447.705
IPI00016763.3	 	GTPBP6	39108	1	1	43818648.542	39439109.892	40308538.415	41540079.778	45568731.68	33964140.096	29818849.147	33048282.844	27093488.563	31223762.887
IPI00024214.1	 	TERF2	39108	6	6	904774736.909	1006260222.29	872279972.746	902451031.529	1111065328.2	660423309.88	635454764.711	715855456.914	568910882.149	609083707.647
IPI00021147.1	 	DEGS1	39108	5	9	157358702.471	150068265.058	162239611.009	145399792.973	176057507.561	128755526.321	131386920.582	133406347.425	126205440.007	161461879.877
IPI00288941.1	 	NCOA5	39108	5	5	112299137.281	128495622.228	118615321.831	106186048.501	165537963.103	110404576.793	98593497.836	117577575.837	86393587.257	141535604.224
IPI00010706.1	 	GSS	39108	24	50	3762604132.07	3657343238.59	3690581363.48	3730675745.16	4433488602.88	3392382935.55	3447766891.37	3621333402.26	3398239863.66	3779744981.11
IPI00744211.2	 	EIF4E2	39108	1	2	397537933.417	424738543.391	356887656.882	398568098.473	453965004.056	249287704.201	257068095.369	278722359.501	302006380.62	224579872.296
IPI00472977.2	 	USP37	39108	1	1	19179781.197	18598678.073	22213169.442	17489941.926	22238535.873	13896193.795	12952512.631	13379256.971	13525269.973	16748325.835
IPI00063130.2	 	TMEM205	39108	3	4	561906976.072	535806186.383	541018351.454	525501170.478	601063289.038	469754091.645	470855609.126	493110201.997	452852728.212	477334467.579
IPI00550689.3	 	C22ORF28	39108	20	47	3541814001.61	3456751976.42	3630253756.14	3406804892.96	4052542760.22	2676922793.45	2723786495.65	3021973282.71	2396989307.61	3096086909.12
IPI00797136.2	 	IKIP	39108	7	13	873706637.169	837578376.89	799714810.807	806397731.057	881052385.519	701387624.959	694436377.601	718506444.615	687921089.632	726004865.753
IPI00007926.1	 	C6ORF108	39108	1	2	31759172	34883392.548	26498381.516	35763667.502	38410267.139	24840769.046	25115242.336	20266621.042	22431397.07	21380647.708
IPI00005277.4	 	RAD9A	39108	2	2	84441293.077	84403916.958	86562416.242	94242096.929	96248603.191	73771500.348	78329267.087	81637953.577	75895222.808	87879320.466
IPI00176706.1	 	RBM17	39108	5	5	348954583.904	352351045.431	304198269.053	309183872.908	388530687.091	149856700.945	147613327.076	171621298.949	180823441.913	137815885.064
IPI00015143.1	 	ORC5L	39108	1	1	109570012.108	88395994.374	112459977.973	105771897.094	156323941.68	45943721.934	29997172.112	41654683.494	29329670.235	44986824.738
IPI00022240.3	 	ISCU	39108	4	7	456997308.607	446126583.167	396660530.924	429477138.852	461317953.144	336188051.07	349364161.667	363540417.216	355110216.351	361444672.816
