representative	samesetproteins	clustername	msexperiment_id	qupm	qusm	sumionarea_protein_126	sumionarea_protein_127L	sumionarea_protein_127H	sumionarea_protein_128L	sumionarea_protein_128H	sumionarea_protein_129L	sumionarea_protein_129H	sumionarea_protein_130L	sumionarea_protein_130H	sumionarea_protein_131L
IPI00174962.2	 	MICALL1	39110	2	2	21285694.674	18513674.498	19849015.207	16516402.851	27435884.562	14337477.017	12322479.531	14395640.31	13178085.767	14704281.235
IPI00418446.4	 	ASAH1	39110	13	33	520436206.611	561421161.361	482087397.907	459001782.751	604220238.755	442110440.518	472181950.843	477521481.414	479635086.683	489738727.739
IPI00044779.2	 	RANP1	39110	1	1	8517570.346	10517954.067	8615409.259	17116925.83	11260350.13	6286344.248	6946918.926	7079944.617	9107939.562	8927258.127
IPI00292771.4	 	NUMA1	39110	20	25	349789325.267	472847638.292	467470307.978	402000216.583	287566351.77	187039169.774	230662037.705	201439657.857	200874825.479	159275160.18
IPI00174771.1	 	RAB11FIP4	39110	3	3	22685839.586	24807647.685	22954945.894	21578205.923	28092965.326	16759578.832	15062297.701	18380359.082	18323048.992	18618022.197
IPI00003590.2	 	QSOX1	39110	1	1	1286592.724	1418984.132	1631521.179	1653429.301	1783536.873	1075421.992	1033071.044	1367960.18	1461134.035	1613013.328
IPI00855998.1	 	CENPF	39110	13	14	162961828.56	168804749.845	202568674.117	136429632.528	194382578.034	130688768.719	140451275.732	152290382.2	127159940.324	145533292.841
IPI00152011.4	 	ARHGAP29	39110	3	3	41803714.613	47027186.087	34617301.44	35485199.11	44653019.398	31278838.315	33950340.55	32465613.041	33649674.412	31006266.458
IPI00019349.3	 	SLC38A7	39110	1	2	9052049.983	9653180.435	9554407.384	7973049.664	10733069.544	8404048.69	8074803.172	8478700.506	7239515.034	8892176.322
IPI00013281.1	 	FKRP	39110	4	4	58238210.352	59848902.561	58260446.286	47964647.018	71288134.588	53202605.619	47884975.71	55813592.986	49966541.07	50907040.429
IPI00005490.1	 	GOLPH3	39110	9	18	289804523.703	285468360.427	287050545.078	264958189.896	354730337.517	212745796.046	203622767.535	203605703.779	202020255.64	216040870.823
IPI00894498.1	 	ACTB	39110	12	97	1539820269.3	1579559418.17	1801056880.61	1444916272.03	1975328901.06	1346774702.48	1266097408.75	1624409240.99	1327885088.71	1739930290.34
IPI00290071.2	 	WDR42A	39110	2	3	47670736.658	46200995.637	44289807.977	42691343.781	57745367.872	36046937.546	34559215.405	31843519.461	35601277.444	34333257.99
IPI00009913.7	 	TTRAP	39110	1	1	16902288.75	16124647.5	16165662.32	14918644.521	18948680.55	10343150.339	8465403.534	9206484.894	10420046.4	10604485.658
IPI00029705.2	 	TUBGCP2	39110	5	6	75678528.002	73501281.134	73586476.284	72346933.618	94639848.822	41703368.419	41302053.981	39831456.827	49179568.729	45211806.789
IPI00845348.1	 	ZRANB2	39110	13	32	662047269.083	712122149.685	670859863.932	657148132.574	864085427.369	561455107.108	620845339.373	566842051.329	597732855.962	581110801.579
IPI00033025.8	 	SEPT7	39110	23	55	1184841788.27	1207653566.84	1117632228.27	1073016454.84	1376633000.88	978744424.848	981286128.944	1007374772.48	988117844.333	945418951.36
IPI00478749.2	 	TXNDC11	39110	7	8	135738247.589	129061870.506	121657261.895	98509394.219	173053249.141	113243053.63	103192128.632	110208920.192	114713467.516	105572574.019
IPI00024167.1	 	ESF1	39110	3	3	36779652.573	45759082.978	41426876.814	44272074.363	52378111.796	34407259.028	43334636.323	42999122.936	46004455.697	43265308.544
IPI00002458.3	 	OGFOD2	39110	1	1	17001598.125	17382178.125	16593847.366	13903142.4	21936632.681	13388068.416	12010726.51	12500230.844	12023108.499	13737207.93
IPI00298928.1	 	SHOC2	39110	8	9	100554533.083	104936642.282	93095886.842	105433547.397	136756015.466	80432629.941	75709837.448	76533660.141	74318234.473	78105632.198
IPI00006663.1	 	ALDH2	39110	17	47	1327832503.57	1425815715.43	1399045853.37	1256585966.03	1659002286.76	1201199265.2	1258510695.12	1241339920.89	1248701490.79	1253951769.82
IPI00009244.4	 	AP1S2	39110	1	1	484359.376	344920.783	665931.814	335463.198	807968.525	336587.843	330016.293	524291.021	416673.775	472227.532
IPI00007647.1	 	SLC6A12	39110	1	1	35168865	35975512.5	36077660.936	38100167.579	42305810.659	30467966.281	34258373.549	31498553.115	34153473.404	35166683.109
IPI00642032.1	 	TXNL1	39110	4	4	120181919.461	89035021.889	104637033.527	67025319.69	145540315.349	58257787.683	44203244.396	50411781.173	44735008.451	59008404.482
IPI00006979.1	 	LYRM4	39110	4	5	96787114.313	104740835.242	95069814.487	97572608.716	110590171.561	88681939.137	84087243.117	80639038.216	84622397.71	92298876.52
IPI00180465.4	 	HEXIM2	39110	6	6	93404541.189	96982548.38	101457088.975	83593641.879	126747960.883	90414438.49	91342902.653	108976408.044	94896819.354	106404776.088
IPI00006108.3	 	MAML1	39110	4	5	47882392.742	49004556.732	55560241.137	48701718.399	66227333.58	41078958.773	42515904.937	44953785.182	44382048.219	49525179.841
IPI00073779.1	 	MRPS35	39110	7	9	272463427.875	203213696.869	217144726.155	172278929.188	323159996.31	169277418.493	132634822.109	127347921.866	141268350.922	139703248.436
IPI00010796.1	 	P4HB	39110	40	338	8026270424.36	8967899531.29	7894746028.61	7911004638.43	8925896718.53	6794039479.39	6984734808.85	6920161479.68	7152880560.92	6908509756.65
IPI00005719.1	 	RAB1A	39110	8	42	1306920774.44	1367780279.95	1203022771.14	1259347765.19	1493765373.27	1188790798.87	1221688045.52	1251322630.06	1329927408.56	1232303221.14
IPI00019600.3	 	UBE2V2	39110	3	5	81531613.996	92126074.37	80428132.747	80076960.445	96012128.245	61602813.072	64555656.964	60922042.357	60713205.027	62210451.354
IPI00783118.2	 	NT5DC2	39110	18	25	334541758.246	347551973.49	302123722.028	300006828.338	384388917.904	250943225.427	239361615.236	240095513.571	266279980.105	257880144.905
IPI00292168.3	 	ASF1A	39110	3	3	70900632.777	75740838.777	79265039.413	63945340.339	83924729.228	49599057.873	52553530.246	60375407.091	58824161.28	60957181.75
IPI00026496.3	 	NPM3	39110	2	4	47978291.666	55774928.347	42564643.215	67363699.761	64692642.752	44541340.701	51333841.263	41468064.55	62267840.811	45619158.463
IPI00294903.3	 	PMM1	39110	1	1	5928940.057	5950065.005	5392589.338	5765883.938	7758164.907	4316712.603	4240067.351	5031914.269	4981347.913	4922723.529
IPI00003362.2	 	HSPA5	39110	41	274	8610808182.38	9189585211.78	8450736080.07	8223408450.02	10280697500.6	7710081429.77	7190109844.96	7490691173.53	7495219235.06	7750033458.21
IPI00643808.2	 	DTL	39110	4	8	88223824.411	89723236.998	83828513.682	81497231.21	109483651.559	51361919.514	50911964.68	48970112.088	50636489.924	50045766.755
IPI00016481.3	 	TXNL4B	39110	2	2	36819743.827	30682451.654	31422407.833	27890990.313	44998486.908	16361424.697	15729410.025	17362313.122	14854943.338	16913088.222
IPI00032003.1	 	EMD	39110	3	4	79255058.743	76676103.753	80850808.189	64219207.988	105723419.545	59737323.724	54513140.251	62298120.832	51496145.051	61395650.189
IPI00299010.4	 	SPG7	39110	11	14	123904952.168	115794455.155	122515753.5	107390218.429	154563467.239	67348156.166	54800149.457	62257337.343	61144138.156	74956124.676
IPI00025277.5	 	PDCD6	39110	6	13	230698118.566	216619168.034	229344545.779	208106307.175	332561406.411	220051561.172	202713360.061	226343170.708	205081660.034	239698970.458
IPI00018206.3	 	GOT2	39110	25	99	3146127798.3	3477327697.47	2840175615.25	2914089532.7	3531374245.55	2712926231.64	2878720235.79	2883327914.66	2932547346.64	2685853524.66
IPI00030782.1	 	STAT6	39110	1	1	2647384.421	2887155.919	3493573.534	2164311.559	4019675.967	1794289.79	1940436.052	1597407.73	1176566.602	2166340.956
IPI00908404.1	 	GNS	39110	10	13	300147536.953	305237547.783	327860875.073	281769475.898	377159157.414	261514312.52	273758433.129	278520747.239	280469145.745	294750926.976
IPI00013455.8	 	CLIP1	39110	41	62	1325878295.31	1373851923.35	1479556542.16	1347256400.95	1720125150.81	1159063880.66	1479852673.17	1346148791.78	1289602608.03	1437851728.4
IPI00293946.5	 	UBXN4	39110	10	29	680750245.634	718651893.471	721651436.514	661148860.039	779808391.542	462847738.612	449626217.81	433325298.233	438145786.96	451319551.323
IPI00829826.1	 	MED1	39110	11	15	291753984.319	318947489.988	355682792.177	346589020.252	403251816.553	229798990.3	271868263.865	256533530.46	270395749.935	278452150.585
IPI00220827.5	 	TMSB10	39110	2	3	198223781.586	255498825.815	254012197.838	179893884.7	272014756.577	184658546.958	222823702.573	246498583.939	193007885.885	332063729.418
IPI00011913.1	 	HNRNPA0	39110	3	5	86298967.682	97605142.897	112670757.092	98686466.142	149608099.145	65710492.849	67122326.091	77580542.042	70588928.284	81986323.739
IPI00815770.2	 	SNX3	39110	4	6	140745106.89	137902787.593	130746567.169	121846734.328	187922697.415	110140397.41	103125232.044	114460673.006	103535827.69	117989029.318
IPI00293350.3	 	TSNAX	39110	13	26	684893724.676	690074636.876	652936502.337	605817571.252	783655822.658	589257760.759	583300666.491	612990501.424	598004613.932	571059575.664
IPI00012149.1	 	MPHOSPH10	39110	3	3	52467120.952	70659082.759	65154972.017	68492338.743	68256013.352	45739370.322	57381740.089	58846419.705	62157984.877	57341304.912
IPI00007084.2	 	SLC25A13	39110	18	47	1128504140.36	1161227939.84	1051308413.75	1086786652.75	1315537632.45	968668386.168	956433305.888	965214010.701	1011792140.29	912903539.49
IPI00019385.3	 	SSR4	39110	5	23	427435661.248	436363890.993	384064679.955	327162619.89	514241757.627	371292948.382	341105362.392	372027560.76	331818368.066	340476644.998
IPI00291946.8	 	USP10	39110	1	1	683346.434	562342.869	534851.544	393405.564	658937.433	374724.682	571648.703	470886.976	402779.424	479568.836
IPI00025174.2	 	SDCCAG10	39110	2	2	9521523.11	10652543.907	10321138.445	9959802.8	13625704.527	8048104.325	8496659.306	8738911.401	8721451.394	9001150.443
IPI00791060.2	 	C19ORF62	39110	5	9	94094965.068	96020145.517	88441881.639	84102714.269	114870066.342	78428564.877	83383315.522	81592958.745	79002003.093	80204365.905
IPI00031461.2	 	GDI2	39110	27	126	3160391230.95	3336757434.48	3091056859.89	2996182856.6	3813707346.7	2729749057.65	2795686306.1	2879137321.77	2879553383.37	2797285059.59
IPI00419579.5	 	CYP20A1	39110	10	20	579007148.824	640845097.146	589278635.085	574124133.992	658127325.888	545717644.229	562806002.741	546747837.506	558126729.692	514022878.396
IPI00794397.1	 	CHMP4A	39110	5	6	125471607.293	132805985.918	127038186.694	114710266.055	149315017.656	96973122.325	109776556.442	121370050.887	108844855.921	123500756.863
IPI00002732.2	 	EXTL2	39110	3	3	78036205.338	72606781.323	75060318.502	54822069.427	111874763.311	80761748.432	64963412.583	85821633.133	67287240.095	84647023.227
IPI00216319.3	 	YWHAH	39110	9	25	777549899.044	788978684.873	807585494.965	715598392.9	925117114.934	588835888.456	605535923.593	643894538.772	622361772.913	663270794.961
IPI00024095.3	 	ANXA3	39110	17	27	751577116.146	705824700.399	779745128.177	582904570.887	911551101.394	517674525.409	465881789.69	514394980.243	415546336.866	544178794.104
IPI00024214.1	 	TERF2	39110	1	1	15207925.8	10907089.372	13283277.388	11993836.77	19411656.421	4854965.709	3597481.067	4712355.539	4333775.773	4427845.696
IPI00026307.1	 	CDC40	39110	7	8	138939948.453	119890359.863	143615189.121	115484415.409	198414202.982	114840508.879	83317295.593	117747272.512	93863240.52	120263179.618
IPI00642126.3	 	KIAA1618	39110	1	1	1415726.421	1457388.676	1125431.97	1145946.26	1403437.132	876846.181	1433709.529	1102292.373	984808.234	895349.493
IPI00641582.1	 	BAG3	39110	10	16	236674425.019	228132914.697	234133998.267	203236630.556	318792253.517	192435410.131	207834800.341	223007199.768	205864137.202	233770184.49
IPI00410091.3	 	C11ORF73	39110	3	4	104958971.925	114813250.95	101830316.634	101232206.442	131724692.296	87101305.154	93076563.443	93743372.413	91208398.803	89240041.001
IPI00216928.3	 	AGXT2L2	39110	2	2	15474294.225	15775261.728	15497837.967	14475883.766	15545894.958	13142184.045	12038260.7	13539641.069	13548458.908	11807103.031
IPI00030128.1	 	B4GALT4	39110	3	3	45329767.874	40348551.28	43172284.528	37007776.738	64994089.844	30435055.932	15920961.097	26784201.096	16825465.955	25194968.517
IPI00009104.7	 	RUVBL2	39110	20	38	725731565.742	702034645.558	721356661.277	646283419.218	978358418.151	717711225.607	655366438.891	717576131.734	660021453.097	788711328.249
IPI00218858.1	 	MAP2K3	39110	1	1	8805166.875	6532473.281	7408231.67	6780082.889	12137980.194	5309817.27	4396347.816	5221381.885	4573140.663	6039708.855
IPI00031485.1	 	MRP63	39110	1	1	49077880.524	30484591.772	42491461.794	20896762.693	57003756.383	33515332.067	22801834.972	27898712.616	20796850.164	26291912.862
IPI00060893.1	 	C10ORF104	39110	1	1	2124745.856	2652698.348	2778135.782	2201689.694	3148750.544	1796269.725	2525869.962	1669386.987	1956132.395	2185025.834
IPI00218398.5	 	MMP14	39110	3	4	49712579.138	53286396.397	56954961.204	48199607.806	62456694.374	50844785.967	47863820.919	47462141.521	47307031.186	51620692.441
IPI00024255.2	 	GPKOW	39110	3	3	40491561.087	40368853.885	31205928.073	34884963.288	43515642.633	21122155.406	20469155.435	22601096.615	21265431.528	20705483.737
IPI00028618.2	 	MGMT	39110	5	8	125794703.607	111888086.439	111120749.91	112562153.882	140938105.27	85407857.929	77250227.886	78383540.889	77547255.678	72857134.969
IPI00414872.4	 	SAPS2	39110	14	19	282045972.358	290859471.014	273324444.883	275792648.168	339426056.034	229055436.282	261353864.116	250284194.341	258428561.462	237012781.712
IPI00294186.4	 	LACTB	39110	1	1	7629271.52	7799827.237	8546629.75	5019857.332	7984608.894	4836206.659	2756528.062	3419950.686	2746190.579	3579843.035
IPI00027851.2	 	HEXA	39110	13	27	580090518.572	623538005.975	589473640.399	542030087.188	724256811.65	517924038.04	555690907.304	530149336.307	513313934.959	532471443.594
IPI00011155.7	 	ASGR2	39110	8	11	335453536.779	336672018.703	299498646.188	280624752.972	373349569.4	293067251.787	272853551.969	266152996.822	276291432.808	264970567.862
IPI00030887.1	 	TYRO3	39110	5	6	47740359.362	49583977.371	51220954.885	49844742.143	63052652.837	36204115.27	36448692.848	30453941.583	35660187.257	34693799.251
IPI00908318.1	 	OXR1	39110	17	28	410033600.171	441143799.809	403899910.047	412841936.782	496059716.674	330867028.106	367742095.388	344635014.045	384886419.573	349919310.244
IPI00015161.1	 	PDE6D	39110	3	3	22111516.582	21574277.572	19468174.777	19184412.006	25239662.167	18189409.607	18554715.431	17922391.706	17786844.374	18540549.386
IPI00021305.1	 	CCNH	39110	8	13	158986235.341	172930171.78	171740995.036	148561990.373	212243028.708	142648016.191	143183090.326	141094446.503	128628321.97	129939472.638
IPI00023591.1	 	PURA	39110	10	14	360394119.218	373101691.871	362810916.313	346683001.944	418593312.171	302155556.195	288961702.764	287465999.627	286559537.958	277528036.315
IPI00479669.1	 	UHRF1BP1L	39110	13	13	323639351.456	324648327.353	354386733.136	314388360.401	440893624.534	290977758.093	325369988.923	301716657.061	313370585.991	333460764.711
IPI00303813.5	 	NOL11	39110	17	26	479652921.367	451546937.86	514137004.515	427861618.23	647648051.108	513338330.01	487237567.213	550493493.735	506219151.538	531985613.817
IPI00012007.6	 	AHCY	39110	26	175	3688606313.11	3892533883.59	3989239518.12	3636471517.8	4545661456.11	3443089158.83	3484818008.92	3620761609.26	3492239274.65	3735708188.34
IPI00007068.1	 	ACTR3B	39110	3	3	32635172.036	34460125.724	30596394.6	30173486.492	42954145.78	28636787.885	30336753.308	29597543.53	32535552.386	28980286.822
IPI00306505.2	 	SPRY1	39110	3	3	47399704.584	49093641.043	52425773.416	45761920.086	57686991.027	39938569.162	40270834.493	43307785.057	40605647.471	41501780.3
IPI00607861.2	 	H6PD	39110	10	15	336603410.694	312578140.87	314529188.532	213024777.293	402304336.201	274068354.768	204774997.091	256696116.516	207583512.09	227988204.506
IPI00219037.5	 	H2AFX	39110	4	5	106366657.392	172316645.175	96723689.135	100298501.997	50848994.621	95843252.039	100385785.103	64347248.107	72630708.42	34288216.321
IPI00291783.3	 	GEMIN5	39110	16	20	401924872.73	385252145.249	443332865.515	383348672.416	575381778.345	166760458.544	176129589.881	162277774.161	172100414.575	176169515.104
IPI00301227.2	 	TTC13	39110	1	1	14793331.284	10805895.476	14084603.884	8936885.645	19117297.411	12498209.604	9156227.213	12767071.017	10283821.219	12343014.753
IPI00103419.4	 	SF4	39110	2	3	36611210.721	39417261.926	42212011.585	36669684.079	57339364.364	32834803.888	29432200.959	29567243.115	27104493.649	32442923.849
IPI00329548.5	 	CHPT1	39110	1	1	37968721.732	39079366.166	30980386.12	35297628.966	43587862.547	24285435.621	20894542.176	20029956.395	20513723.102	22694956.066
IPI00333763.7	 	GLRX5	39110	2	4	151072790.065	168310734.281	156334129.271	131786918.672	171327787.429	106314464.283	101102532.518	88623072.338	87620189.919	107992787.834
IPI00060628.3	 	RNF12	39110	1	1	9290926.846	8411039.986	8661896.789	7908906.625	13072272.2	8779212.474	8782782.558	8224919.028	8073911.33	7603867.379
IPI00219871.5	 	LSM8	39110	4	12	159051130.2	168931883.218	146133435.229	147022965.184	191114528.834	141972645.41	140790272.171	140212684.945	148736239.456	157050404.743
IPI00023785.6	 	DDX17	39110	16	25	643918934.083	518380839.711	598539316.312	515285108.011	903491130.187	237992338.778	186026824.874	210511315.252	194011173.666	234132970.701
IPI00736251.2	 	PPM1H	39110	10	13	125092679.371	133990195.893	129581872.015	128752231.953	153738337.263	112579686.651	117112491.216	112283391.755	122279188.327	111773485.071
IPI00063300.3	 	TMEM141	39110	2	3	118325790.792	120129044.912	105510290.234	98746143.492	129322453.2	100530370.009	101522084.538	110192241.954	108376537.464	101821756.403
IPI00002188.2	 	ARFGEF1	39110	1	1	6854056.697	4990539.914	6084270.712	4527578.153	9123856.639	3860970.95	2522664.228	2669152.889	2785227.649	3328416.536
IPI00307760.7	 	ZC3H8	39110	3	4	83462698.467	71242640.26	80872528.937	76769303.593	114966111.303	72463489.942	63425691.989	85738489.132	73640463.805	82708562.668
IPI00304925.5	 	HSPA1A	39110	16	104	1462585913.66	1549563534.61	1447246175.81	1363396612.61	1725390731.31	1216085182.81	1237461226.93	1240222476.17	1286585001.8	1248948411.4
IPI00307325.2	 	ZFP161	39110	2	2	20995812.343	21237143.121	24764746.63	16280564.937	25418134.373	19230013.328	16784764.283	23044428.89	22427649.804	23896320.82
IPI00296353.8	 	ARHGAP18	39110	8	10	176019905.985	164993466.607	149166930.391	158239510.611	213526370.946	102732382.37	90048238.342	99453001.897	101143135.137	102350933.051
IPI00296022.1	 	UQCRH	39110	2	6	82594612.291	76465915.188	85361606.748	55666355.553	100983887.17	77937812.604	70162934.181	91841830.619	59940527.021	93251154.199
IPI00018871.2	 	ARL8B	39110	4	7	82334911.249	83699045.66	85335665.637	75671794.655	104280868.146	72596999.059	69489433.963	78267994.972	76140789.159	87874000.024
IPI00009896.1	 	EPHX1	39110	19	61	962360766.801	1068694570.33	925684903.315	900244808.145	1099229023.09	842515666.846	941770747.532	920154438.146	997685973.903	853959366.422
IPI00641635.1	 	FTO	39110	13	24	992814891.885	1031386651.51	1032787560.77	992475780.742	1249792688.12	922075587.15	930233679.992	1013196183.79	980161571.53	1007986267.8
IPI00783665.3	 	LAMA5	39110	42	54	693801553.42	704954640.749	634077292.613	646750441.644	802414449.619	601432301.346	641024072.102	585036187.661	678903790.512	585660927.459
IPI00006672.1	 	SLC31A1	39110	2	6	47349300.36	44607965.956	44677558.954	44743399.93	52103236.609	40115868.48	41375806.864	41665171.362	42804403.629	42199433.538
IPI00073713.3	 	MSI2	39110	8	18	327756191.023	350951923.638	349083181.3	335075218.387	428667955.975	256032430.288	233307793.459	211817433.951	205522634.619	227500013.387
IPI00014808.1	 	PAFAH1B3	39110	3	6	66667304.491	64526154.318	56526632.715	61967786.615	83327638.753	43998828.34	38903769.011	39544695.92	39465055.207	44546528.971
IPI00010219.1	 	SPC25	39110	4	5	45798183.403	46608781.246	47721885.967	36500417.022	58077073.952	22652052.281	19591236.13	21312128.824	18344142.175	19783271.062
IPI00064739.2	 	THEM4	39110	5	6	78174018.516	91136123.637	83905808.685	72498617.835	96272081.275	69836682.231	74815320.333	74417848.842	72312917.004	71236504.129
IPI00216008.4	 	G6PD	39110	29	106	1764726253.95	1872376070.45	1738420217.57	1716250821.77	2067723430.82	1433076906.31	1431895850.13	1453749035.15	1506224262.08	1451988075.06
IPI00022977.1	 	CKB	39110	14	24	698637047.179	587939412.549	620593503.062	684611560.761	850877659.211	372366544.479	277141285.354	325609127.108	289541831.654	358614053.858
IPI00009946.4	 	TOMM34	39110	9	10	135418015.138	139113801.972	141311501.478	132670007.601	187392919.484	102035633.216	94267460.463	112142909.084	107776897.424	122980980.348
IPI00008986.1	 	SLC7A5	39110	7	14	502662227.066	495032110.887	504607288.204	462825246.468	577588176.327	471618005.406	485068472.816	493580759.951	462880911.667	474792041.667
IPI00513803.3	 	MAP3K2	39110	5	5	101465051.847	86080587.128	94317452.024	83588507.624	124940671.757	58736567.866	49109514.325	52143536.871	49720098.91	57566971.342
IPI00007682.2	 	ATP6V1A	39110	25	72	1300196866.66	1278981037	1258248894.43	1132972425.69	1636445371.9	1092887631.4	1072294905.59	1112938405.83	1057685697.05	1079338234.01
IPI00789370.1	 	SHMT2	39110	29	118	1800617605.4	1941549999.12	1814931367.18	1639374138.81	2096252605.37	1558823630.32	1572239035.09	1588464527.73	1602333635.68	1535297895.23
IPI00301489.3	 	UROD	39110	11	22	330512975.749	348206434.733	334986146.782	314651035.665	401267936.978	291463003.196	304840943.439	302610006.058	305261972.43	314922304.912
IPI00871646.1	 	RPLP0-LIKE	39110	8	28	435835566.303	595857458.994	726524549.094	324541680.502	583273113.162	487690628.906	582702534.193	688965554.615	402088963.616	514147301.618
IPI00908804.1	 	ABCD3	39110	22	54	1184110370.05	918190724.685	1014019997.31	616057052.29	1563289844.72	927994136.846	608536832.817	822333111.046	644502543.465	909899587.921
IPI00024911.1	 	ERP29	39110	12	37	1067228462.79	1165693777.84	1103908130.55	938075578.481	1246794840.96	913037200.437	864259538.599	892742673.826	834903418.086	885835033.321
IPI00021812.2	 	AHNAK	39110	162	301	8088672418.62	8276104762.18	9043256885.95	7783641663.99	9290247760.48	7372598812.11	8607961060.41	8646523120.64	8265437454.65	8905054345.31
IPI00305360.2	 	AGMAT	39110	13	45	881800577.416	945129858.444	782526099.398	839759771.29	1032950311.52	740306379.854	770003059.806	753381638.617	751560977.647	713583824.659
IPI00329791.9	 	DDX46	39110	2	2	40593673.656	50545670.706	44954004.834	52803596.819	56237020.627	30725850.708	37478328.47	33299385.857	38561672.514	37532674.598
IPI00009225.1	 	STX8	39110	7	9	118232970.96	116201561.977	119101066.348	108532786.126	153551337.153	103967411.25	112532581.341	110908460.976	110804502.156	116747036.514
IPI00853224.1	 	STARD7	39110	5	8	261998644.334	280650100.428	285206739.643	242830868.082	320763777.516	204648668.358	207529144.285	209254975.338	189089299.848	220777571.618
IPI00395939.3	 	PITPNB	39110	8	20	614736997.616	634643184.746	611662395.566	594633717.412	814637653.356	516819556.63	567329195.393	574058082.336	590584117.286	541030937.158
IPI00010207.1	 	UFM1	39110	2	6	110772691.721	109657544.031	118225176.639	96328484.797	155361815.731	91815404.656	93227445.532	99224059.88	99652075.713	130186417.094
IPI00792100.1	 	C14ORF166	39110	6	12	306874615.903	291024139.384	271259233.362	245912640.655	367874194.361	181838967.139	173022281.5	197653418.798	172947715.138	194639529.128
IPI00031708.1	 	FAH	39110	12	30	372615033.504	390528831.013	404594536.712	359362759.766	464179184.763	352964096.868	375766938.279	390219076.446	391367855.563	407553584.964
IPI00026059.2	 	SNTB1	39110	10	12	235484293.857	211023521.377	238751418.564	195388341.204	312840007.112	110127056.893	98316214.956	95615282.522	95538108.633	105168662.033
IPI00007736.5	 	EIF2C1	39110	6	7	55095416.087	59849990.351	63517998.645	59538195.447	78388234.583	51161200.857	55633877.882	55827729.111	52697525.648	59466814.734
IPI00027820.2	 	ESPN	39110	6	9	208490839.735	192321153.894	199906908.105	191872688.519	277682303.486	161927736.255	165383903.137	189504311.936	190478010.639	273962191.287
IPI00006052.3	 	PFDN2	39110	9	28	927005240.513	988617571.03	972873095.755	882283120.987	1157268050.29	848346921.151	858953904.186	895844589.179	861693891.733	933121085.733
IPI00795288.1	 	PEBP1	39110	14	81	1642577347.88	1825486483.44	1564900422	1932926021.21	2018746965.51	1530421259.24	1503734892.34	1544469732.93	1607969485.74	1605219681.79
IPI00168581.3	 	C5ORF35	39110	2	2	12820750.38	15594675.618	14883415.665	12916380.418	15035182.376	7405379.019	9020300.629	8195337.73	8799593.714	9266438.82
IPI00645078.1	 	UBA1	39110	16	24	476127716.92	401574231.602	360694140.672	375537900.722	515988745.783	217507792.841	202288374.932	232910533.577	220584708.846	232590691.656
IPI00020354.1	 	IL13RA1	39110	3	4	30609603.31	29463494.28	28201479.862	24947900.931	38283103.456	27408757.919	25006463.942	28038507.416	25185810.95	26960368.567
IPI00027009.2	 	PACSIN2	39110	5	5	238194373.68	228724772.462	228883523.67	208646004.272	360955400.866	218539054.887	195426162.495	220801609.633	199410313.459	249682333.283
IPI00871932.1	 	SPTBN1	39110	87	157	3895922139.8	3746608502.54	4432830750.04	3333201305.69	5836525086.11	2795670652.84	2937629009.69	3001112595.49	2547298791.31	3412035280.86
IPI00292601.1	 	MTMR1	39110	1	1	2287788.011	1902331.444	2565625.367	2001483.506	3084813.519	1157660.099	985286.338	1269236.949	1138910.656	1024356.749
IPI00027178.1	 	AP1G2	39110	1	1	849170.215	860740.371	782936.927	862030.374	1188487.108	548097.341	653435.063	712454.47	509629.76	624070.264
IPI00004101.4	 	BHMT	39110	3	5	35665105.826	36475585.456	35552592.322	39853754.035	47823094.365	37607703.274	34527575.757	34656271.033	37646486.804	37431293.904
IPI00031517.1	 	MCM6	39110	22	27	817574959.497	545818860.825	581663696.677	589604844.343	1021752608.18	256371620.364	186255768.426	184514678.19	187935487.018	219015087.524
IPI00791049.1	 	BAT5	39110	5	7	75547759.7	80805256.887	60995068.228	59268749.352	55871192.233	40009525.683	27562918.175	17581665.302	21370298.205	15101207.529
IPI00427739.1	 	LRRC1	39110	6	6	151369531.444	151991940.338	144739672.012	138774678.397	187678463.354	76645699.056	73836234.56	63790400.159	65352969.617	76658007.767
IPI00759749.4	 	PARG	39110	2	2	21369240.227	25639183.14	20669278.455	23030635.554	22708284.572	11574941.239	13984372.916	14316736.975	16419238.986	12364195.533
IPI00401193.6	 	KIAA1147	39110	3	4	60057012.086	60812378.359	48220747.794	50622021.957	62157061.792	44533673.447	45086757.729	48184626.904	48866127.69	42761745.387
IPI00164610.4	 	TBC1D1	39110	1	1	428938.008	548532.961	354374.937	322225.556	439781.86	40268.686	71953.433	107248.853	96789.459	129319.064
IPI00307200.9	 	SWAP70	39110	20	29	597358302.363	608176428.597	620247731.175	566057306.739	738874485.104	452581524.107	438511852.392	459673823.51	474756865.977	465818505.728
IPI00002551.4	 	ANAPC4	39110	9	14	140442328.813	128078512.165	149608660.739	99400142.241	180687709.176	115067310.464	98981800.244	112162368.579	93204993.662	99710405.967
IPI00433826.1	 	TMEM185B	39110	1	1	33005001.185	30448405.964	26565111.628	29836188.017	41925332.082	31993484.018	34739989.153	37614309.243	39643876.965	32762171.607
IPI00030877.2	 	SEP15	39110	4	4	109753677.124	127431505.07	122863993.381	86377541.605	135389667.636	94284909.448	78965725.871	81466401.779	66517578.018	91786620.946
IPI00640136.4	 	RFX7	39110	4	4	19275732.023	19747842.259	22259920.721	24911427.561	28466681.101	16228350.313	18966558.332	15634456.537	17945777.576	20467929.311
