representative	samesetproteins	clustername	msexperiment_id	qupm	qusm	sumionarea_protein_126	sumionarea_protein_127L	sumionarea_protein_127H	sumionarea_protein_128L	sumionarea_protein_128H	sumionarea_protein_129L	sumionarea_protein_129H	sumionarea_protein_130L	sumionarea_protein_130H	sumionarea_protein_131L
IPI00169383.3	 	PGK1	39093	11	12	231455157.542	189346692.985	310978223.03	220261955.662	192378812.014	193407012.119	170842947.294	204908879.905	125838365.565	183757410.964
IPI00889607.1	 	ATXN10	39093	1	1	8724242.217	5412941.807	7771500.151	5971120.125	7582871.675	6235214.114	4940232.28	6149425.458	4195554.571	6756454.946
IPI00333828.4	 	SERPINA11	39093	1	1	12294735	9619331.25	13477318.082	10685198.562	9198221.519	9324268.488	8174530.734	9392341.918	7417975.73	7759184.311
IPI00032325.1	 	CSTA	39093	3	3	101242868.922	105472103.311	117437411.01	111229361.487	70549579.106	100268022.233	65905099.622	94278508.141	79733345.923	61304967.368
IPI00412811.4	 	COMMD10	39093	1	1	23203524.375	16443015	22781147.234	17377318.573	17186632.346	16094622.178	13082022.106	14199491.169	10919346.278	14913131.61
IPI00056500.4	 	LOC653383	39093	1	1	29725164.149	21379694.679	26235112.109	26185408.247	20894982.768	26185960.259	21673376.666	23207698.046	21121035.44	17348668.683
IPI00102501.3	 	AGTRAP	39093	1	2	20164765.969	17403748.518	22993869.033	21421021.367	15578110.503	20627594.967	15668823.201	18996642.014	14388890.438	16573324.045
IPI00059764.4	 	ZNF428	39093	2	2	22414186.907	16867383.897	22882109.539	22625162.859	14589745.553	20453614.263	15755771.342	15301169.073	13900337.826	11477206.741
IPI00295363.2	 	OTC	39093	2	2	69736162.383	54566111.398	66849967.777	71851965.804	46924866.64	63649474.241	51140533.59	55201456.371	49667422.744	40466399.357
IPI00550382.2	 	SLC29A1	39093	4	8	208236314.368	156339189.316	169066972.349	176234878.688	129608959.652	180401955.498	147316118.86	159688933.436	136828170.777	114677709.641
IPI00006865.3	 	SEC22B	39093	2	2	4747933.629	3932306.304	5202255.944	4611788.715	3204850.646	4496596.924	3106434.596	3176327.047	2370463.155	2413804.117
IPI00336016.3	 	CARS2	39093	9	10	233327744.783	168775872.17	209157475.836	222804360.176	170515886.159	142916016.711	104454336.725	106190860.731	104636819.523	93522457.407
IPI00306043.1	 	YTHDF2	39093	1	1	21807378.75	18794486.25	23393949.981	19134700.698	15271918.915	18798086.451	15133763.691	17580244.767	14670729.161	13083864.702
IPI00009146.4	 	TRAFD1	39093	4	6	93524535.247	69752892.203	97195506.165	76188689.277	52092669.143	69381401.324	58689105.658	70869827.97	47852761.463	45982629.508
IPI00028031.2	 	ACADVL	39093	13	14	502670584.675	340121509.582	382031013.097	396520070.818	291835896.203	171550625.566	117424834.919	113593879.084	109555870.07	95689507.277
IPI00015479.5	 	C12ORF49	39093	1	1	24112678.932	19567550.48	23261874.205	23629640.312	18614474.769	24977889.422	16938350.231	18959591.16	15995749.712	14862877.967
IPI00746777.3	 	ADH5	39093	17	59	1972010623.35	1353312356.24	1820029669.34	1765252186.56	1228809950.55	1239676700.46	878806197.591	914611405.184	812510184.91	659937636.622
IPI00028006.1	 	PSMB2	39093	8	16	413544595.334	343433718.331	376108419.624	377992196.368	307489930.511	402980964.51	352054089.927	380816885.207	341618750.944	269181330.512
IPI00745433.2	 	EIF2C2	39093	10	11	265752261.668	196823054.71	261834223.504	208681889.454	211126565.908	215420980.587	184963217.443	195099965.525	153727229.861	166643515.902
IPI00430803.3	 	C2ORF79	39093	4	9	139389299.777	107238043.473	112782453.778	115424781.314	81720759.682	98688781.78	72023777.117	79242327.883	67289558.303	58703761.423
IPI00009148.1	 	NUDT3	39093	2	2	35962905.718	22514874.124	29164798.247	22461930.137	25746022.388	19199493.928	14334448.28	16475400.093	11394525.47	14802338.455
IPI00844563.1	IPI00829819.1	C9ORF80	39093	1	1	11866649.82	9084380.541	15386817.734	11048153.939	5591778.808	10130283.803	9008916.704	9718230.107	7154536.466	6412979.307
IPI00217975.4	 	LMNB1	39093	3	3	86077546.818	64072478.824	74446044.996	51499553.719	48908719.826	94188652.996	54356815.082	56313221.431	52516793.479	33481000.08
IPI00065063.3	 	DHRS1	39093	2	2	55630861.854	33587172.992	41255271.349	38243541.428	32646449.846	41885656.508	29527844.562	29693184.438	23108353.222	22805774.654
IPI00019755.3	 	GSTO1	39093	10	34	727648881.427	521140613.158	617798407.973	625821656.002	490110508.948	602096136.631	424611688.563	455487701.431	382083105.785	395155313.038
IPI00016703.2	 	DHCR24	39093	11	33	640896158.585	521154576.592	502621206.457	601574040.537	398789910.295	582658873.48	451132971.522	455955197.615	448341734.932	303955060.638
IPI00257508.4	 	DPYSL2	39093	2	3	92034288.047	53813977.675	59116013.385	57640845.314	52748035.865	13853546.2	10582839.122	11611226.902	9092941.569	10112502.216
IPI00009507.1	 	SYPL1	39093	3	8	111707947.588	78546629.609	95674135.969	97993647.324	78002689.991	107844704.481	82013216.427	84759780.192	78971668.83	62247496.863
IPI00784651.7	 	FADS1	39093	4	8	261930034.274	180615918.08	111635859.382	59919348.454	42670618.943	190139938.395	131148091.922	68509387.76	37784557.021	30236136.985
IPI00027933.3	 	PSMB10	39093	4	4	93834994.686	79455483.489	90791083.008	85185620.929	71949571.36	84686172.748	84222487.25	84150118.486	78153399.199	59448044.967
IPI00642544.2	 	C10ORF65	39093	4	4	85621674.959	62997089.43	82581206.206	79755025.399	58271868.582	73462972.16	58535378.196	59525813.518	54739982.578	43727698.499
IPI00004408.1	 	ADD3	39093	17	25	869993049.581	694222734.93	849139405.54	751554094.238	628108868.295	741342132.581	695394051.51	750512794.517	630675343.501	548411729.972
IPI00014310.3	 	CUL1	39093	10	12	357272725.945	230753301.675	257742613.521	232407481.19	171578244.464	92387439.93	74584122.644	77273625.752	63961700.208	66856025.866
IPI00013788.1	 	HTATSF1	39093	2	2	69127361.765	41814937.555	60451297.767	77247877.83	24105870.131	71743568.164	49044155.048	46226636.607	35204565.331	24149227.459
IPI00658073.1	 	CCDC126	39093	1	1	23681469.122	19281063.17	25544951.047	22396990.544	15236166.893	21398706.432	17715140.494	20386240.675	17244478.781	14545132.928
IPI00221106.5	 	SF3B2	39093	13	14	290719569.518	217321701.427	288995194.006	237166232.089	187138669.218	250097419.94	210366353.142	225616318.921	182381927.473	172385708.313
IPI00009367.1	 	AGXT	39093	12	27	723974003.092	560760180.602	640491703.624	702073331.298	483106557.23	667543196.049	542145157.676	544016846.098	527022407.995	409765487.779
IPI00003881.5	 	HNRNPF	39093	2	3	66084050.584	62121368.042	63129670.145	66441328.017	46043248.512	48152843.099	44281795.937	47280863.325	34901273.639	32097834.02
IPI00103940.4	 	MFSD10	39093	3	3	59008691.634	41885994.005	47389964.742	49074479.105	36469586.994	35175425.617	23711842.503	26054487.928	22418790.463	18799330.99
IPI00026111.3	 	TMCO1	39093	2	2	28109550.83	22021157.314	24067220.747	23913223.067	17724868.312	17107337.362	14478053.472	15244854.961	15052805.268	11650836.144
IPI00026993.1	 	RNF2	39093	1	1	3703643.391	2568199.553	2953066.108	2063043.578	2350822.468	3052175.969	2030108.88	2022674.004	1546756.12	2155725.698
IPI00031118.3	 	ALKBH7	39093	1	2	10671032.381	7364786.483	8964777.696	8360888.086	6283413.517	6205650.207	5860904.135	5952894.73	5010673.002	5162226.153
IPI00011077.4	 	MRPL32	39093	3	3	64700569.476	49873579.31	67079818.364	48990289.272	50518488.641	50060275.01	46168021.889	51422398.497	39111157.207	42253807.976
IPI00643351.1	 	YBX1	39093	11	25	1320730886.2	986792917.607	1270713029.1	1117215319.32	884212537.454	1159668464.71	889748736.973	1019056219.15	711103240.738	736843454.558
IPI00749237.1	 	C14ORF2	39093	3	10	200342368.086	153309453.414	167221101.033	192288770.605	123304207.842	148186328.229	126278271.804	117250181.169	125401478.148	91907958.187
IPI00216984.5	 	CALML3	39093	1	1	7233466.382	5538376.815	51144444.212	6678476.837	7173966.764	6131535.998	4438208.035	5652535.631	5390497.02	4362909.659
IPI00221002.5	 	PXMP2	39093	3	3	87310073.581	58753457.69	65033401.104	88387852.462	50408184.388	42911517.03	32416153.61	30158856.107	38135994.836	20702524.802
IPI00556590.2	 	LOC349114	39093	5	6	188275512.592	137179756.61	172981985.058	173315267.519	130790299.385	142638341.526	110079710.324	110520423.446	103210572.758	91942365.702
IPI00026087.1	 	BANF1	39093	4	7	121154174.63	89791238.243	111514702.046	93955962.245	80965425.426	96860749.016	73623826.243	89681198.5	67285335.664	68963259.459
IPI00293817.3	 	NAPG	39093	3	3	38954906.731	35025300.419	41005325.252	65947479.123	34159806.235	28772171.183	25453104.217	33428611.168	24599421.613	30822286.679
IPI00847381.1	 	SEPP1	39093	2	2	54569449.792	47243235.787	53768421.093	47963996.583	35623018.947	45262900.911	41740143.537	44308518.627	38337064.751	34436360.428
IPI00015842.1	 	RCN1	39093	10	17	376453403.836	267972989.735	353000895.796	314638478.363	316382648.756	356299596.236	290843299.729	312704988.079	257353453.759	194218877.727
IPI00376199.3	 	IRF2BP2	39093	12	15	231349446.42	177419980.227	218170717.272	197105016.307	159288702.001	175766165.973	151126273.278	162367150.185	138367838.81	123940113.26
IPI00307165.1	 	TRIM47	39093	3	4	33641451.392	23414558.188	31597245.236	30085767.665	25944059.875	28593356.798	23580642.291	25917558.658	22888900.106	19396829.441
IPI00064848.2	 	B3GALT6	39093	1	1	1213277.606	1079220.173	1254476.928	1102487.798	1027251.179	935177.41	833107.804	901394.352	650715.674	852312.379
IPI00218850.5	IPI00902677.1	SCAMP2	39093	5	12	205772144.314	155116886.795	155338697.153	170091011.935	142615917.05	165294337.848	138800835.669	138985350.243	131929414.69	106981702.557
IPI00784614.1	 	SEPT9	39093	5	6	145712419.753	114776437.848	149022197.678	121178374.643	97144430.162	129545290.829	95792625.587	105460857.064	100521217.99	72184217.471
IPI00220031.1	 	PXN	39093	11	13	365421247.79	284580294.223	373613409.723	310094704.326	223307165.36	268592946.998	231420248.547	250906607.989	180223543.472	168576782.266
IPI00909582.1	 	HSD17B4	39093	15	24	549512982.923	426512854.212	586794112.934	516196005.709	383550162.559	513892179.483	421114411.567	452545854.989	399330924.654	332101648.52
IPI00746666.6	 	BET1L	39093	5	11	149378235.231	116196222.711	137029605.271	144703757.845	112201111.264	144364140.485	122007847.918	129587740.985	118109427.872	100838927.366
IPI00022317.3	 	C19ORF53	39093	5	5	109913700.645	98483626.064	131341678.045	82921891.362	101729120.273	72805020.391	72560544.732	91588835.645	65825240.313	72748468.209
IPI00328170.9	 	GCS1	39093	1	1	4694979.409	4461333.771	7612160.983	3563203.661	3306845.211	3354993.864	4509907.935	5744502.193	2267424.483	2781623.222
IPI00056329.1	 	TMEM219	39093	3	3	55517936.051	43636002.999	48723035.832	53046929.63	39979808.342	48397651.986	40430222.035	41810311.61	40445647.074	32456730.705
IPI00027011.1	 	SLC6A14	39093	3	3	124116200.135	96128308.932	120400635.724	105647611.026	81845948.052	103809232.433	82662289.162	88099170.983	74946119.688	62347376.838
IPI00026216.4	 	NPEPPS	39093	8	8	118169051.884	95536726.948	130728495.69	105445800.95	98939767.357	92724580.635	80703334.97	87891841.956	66830333.339	83013454.239
IPI00296099.6	 	THBS1	39093	2	2	26697867.595	21298356.668	28340865.183	19954040.832	18546681.378	22907311.1	22716436.389	25850376.384	14444589.849	17418337.197
IPI00023876.4	 	CASP6	39093	7	14	305217940.761	229119313.402	301800352.725	282864991.225	211594191.618	286173482.341	240198878.029	252164274.971	217391719.927	194374869.48
IPI00291467.7	 	SLC25A6	39093	2	8	168372672.358	132020530.4	164197541.985	188705408.223	107318008.818	158238339.485	139560014.632	142270546.481	138537922.392	94418645.277
IPI00004838.2	 	CRK	39093	1	1	4339653.673	3396090.103	4782450.323	3300995.564	3092531.898	3889333.861	2690762.153	3452921.128	2539087.615	2937222.138
IPI00021978.1	 	PEX11B	39093	6	10	144310922.945	110732275.966	136469840.991	138166398.414	101453284.477	141797832.241	105653874.569	114022119.867	105450726.358	87320312.547
IPI00329445.3	 	SLC13A5	39093	5	8	175395085.218	138011007.729	159930174.509	165362470.157	117277173.145	152888517.153	137222533.852	134306982.756	124332290.543	100793759.031
IPI00446798.1	 	MTCP1	39093	5	5	132168259.956	105495683.05	125297199.839	123364457.99	88412691.447	99836297.159	87182908.859	98965582.842	86802668.382	73259000.377
IPI00009790.1	 	PFKP	39093	4	4	96694042.769	64110437.709	80753845.054	74558030.042	69820034.412	68001473.016	47540950.494	53631316.658	42234935.929	44305748.085
IPI00552937.1	 	NHLRC3	39093	5	8	197770447.669	146391694.112	209759095.558	188950822.105	149978319.4	186145203.02	174418240.801	175266163.356	154165749.487	144045562.071
IPI00020530.1	 	THEM2	39093	5	17	476136677.06	351329294.994	450212265.534	457331543.088	320098682.398	395581430.219	310333221.482	315889512.417	296277922.412	250326694.797
IPI00005162.3	 	ARPC3	39093	5	6	106566062.554	74284840.067	91083606.635	89108352.426	71619294.461	67753375.858	50571153.769	51398031.757	46892410.923	38971096.279
IPI00790740.1	 	PDIA3	39093	1	2	83678630.547	80624094.258	112100130.824	56806956.228	58331779.336	72429086.179	99201683.322	104536858.09	56468762.623	59631698.407
IPI00294065.6	 	GOLGA5	39093	12	12	205878496.343	164779416.805	181054669.778	213458902.026	144024974.513	163710211.571	133045910.649	144335090.303	134457049.008	106356522.248
IPI00306516.1	 	TIMM44	39093	3	3	64010799.13	52644007.337	63798349.645	53362247.763	45269858.042	54575179.451	45563613.248	46962823.507	45193446.292	37067844.203
IPI00878984.1	 	DDT	39093	6	15	252863015.716	195435932.633	245098294.405	228581897.883	178208036.048	229235597.817	189033317.282	202329055.471	165942622.789	152878747.368
IPI00855846.1	 	C6ORF115	39093	1	1	14624855.576	12249913.289	11040227.525	12924211.599	9561790.339	9703582.502	8004499.031	9332376.351	7688281.193	5462380.479
IPI00299468.3	 	SCD	39093	4	7	154402467.229	107381698.312	123550313.883	122300012.942	73030448.508	61201454.084	45217786.476	39475328.933	34387679.757	29146207.052
IPI00291608.4	 	PCNP	39093	10	21	485911149.083	360521655.853	510374572.803	444070054.858	326180031.612	406375093.444	341279043.059	383598192.769	307698271.083	287398349.717
IPI00001639.2	 	KPNB1	39093	4	4	48359249.775	34018878.498	54925850.782	36594417.98	43979761.004	38507143.405	30895246.446	36569117.005	22881184.114	39652551.852
IPI00335001.2	 	HYPK	39093	8	15	265958471.559	200898521.618	260341776.698	245387562.787	171692195.545	218951497.88	187033875.992	213116809.665	170326621.981	149257676.657
IPI00004065.2	 	ART4	39093	4	4	87522775.557	65385587.535	88202312.66	83730518.938	54407596.072	80697206.417	63565678.418	69875128.818	61013928.167	49413761.283
IPI00329480.1	 	NIPA2	39093	5	6	133966183.963	87080456.515	97770792.428	92486151.961	83671559.63	95022900.116	59613465.125	60656732.162	44414843.751	46922278.366
IPI00056880.7	 	ZNF787	39093	7	8	104308738.032	72280232.287	93593678.233	97015138.87	67311059.136	95231165.582	74930856.745	76716074.229	71636269.385	60430848.581
IPI00004406.1	 	UPP1	39093	3	3	34049915.658	23594440.685	28617816.251	27039319.645	22626246.894	23060748.552	15843575.189	16801725.463	13487797.219	13419191.856
IPI00171127.1	 	UBAP2	39093	17	30	1081040102.07	809029272.018	802401971.292	845262477.368	681651862.437	873375541.984	752970898.939	757986397.638	678251056.213	562862648.187
IPI00397721.1	 	BLOC1S3	39093	3	3	48398930.455	33886657.783	47730696.286	44046023.234	32226587.48	38565309.685	32075764.357	35682832.947	26675013.869	25658916.07
IPI00260715.5	 	FUS	39093	11	38	879962626.844	719070449.274	757748083.392	706169955.421	626377051.08	773875542.505	690922361.712	741948149.057	703138161.914	549289259.222
IPI00470596.3	 	ZNF638	39093	2	2	31771111.447	24633315.052	30271784.873	25708931.388	18582259.71	25771674.531	21198015.255	21597665.843	21053209.49	13523698.946
IPI00015911.1	 	DLD	39093	20	69	1623854851.24	1252832225.86	1483711577.64	1503927693.42	1111545138.08	1481106786.38	1270793366.62	1307200662.73	1204792836.23	953179661.699
IPI00001423.1	IPI00385471.1	KLHL7	39093	1	1	34970096.25	25570070.625	38604858.805	33313039.527	28944400.916	36117782.259	28965956.894	31945721.882	25682448.058	24405173.591
IPI00293088.5	 	GAA	39093	21	45	753610378.029	577439137.503	695114505.609	722802985.732	511113366.778	603417672.094	468472157.244	476984172.084	446639100.274	363994022.283
IPI00647650.3	 	EIF3H	39093	2	2	42343768.751	24927056.625	37389951.465	28131491.962	40391969.978	23046277.435	17793585.063	23078525.754	8235030.444	27087158.828
IPI00025084.3	 	CAPNS1	39093	6	7	198317998.482	119884907.918	145015823.619	136902617.816	110690856.916	55158741.095	57710221.284	43229948.187	32994427.803	44253800.077
IPI00216308.5	 	VDAC1	39093	16	77	2595071493.74	2001015995.46	2506767094.55	1650880102.87	2228240584.46	2341673220.53	1951133815.94	2270253571.08	1336834676.97	1946155385.49
IPI00009817.5	 	CHCHD8	39093	3	3	89604900.759	69337287.699	89018584.567	70843423.333	47766022.973	75718504.523	55052571.866	72350474.958	57263620.092	49844578.608
IPI00071509.1	 	PKP1	39093	3	3	35242183.419	24382840.879	110935516.749	65496212.48	38873826.442	28448514.664	29145066.08	52213336.537	48460573.08	25471759.211
IPI00448095.3	 	DCXR	39093	6	8	241227631.845	152345286.113	187003547.001	211698195.056	145469678.464	124972901.502	99873653.702	92791028.174	86789244.958	71345574.414
IPI00550069.3	 	RNH1	39093	5	5	106153061.582	80122988.238	123721031.372	98129443.936	84680506.264	95325536.968	73634892.025	81927350.68	64228265.275	69508471.272
IPI00783753.2	 	C15ORF40	39093	2	3	90965434.316	63609836.622	89902415.328	79348103.47	60136259.124	65737232.732	55490169.142	61815074.758	53853786.548	46466960.672
IPI00470502.2	 	PPA2	39093	3	4	61195064.225	43840160.052	54240036.372	53770582.247	40654362.159	41725051.992	33737632.481	32947139.491	33962291.129	24064316.815
IPI00394809.1	 	APOOL	39093	8	10	402516890.791	321541457.454	395429155.24	417335527.194	254999872.024	353885357.397	319285879.634	303566301.87	334921567.61	216064402.472
IPI00005038.1	 	HRSP12	39093	7	12	280305667.524	221553287.613	263762747.413	256844161.062	190602596.25	266115162.91	218850557.353	236050515.006	206444466.463	167465750.66
IPI00025721.3	 	COPS3	39093	14	24	759639641.561	589789830.335	764330627.247	700984360.973	492800887.577	617130046.32	547645433.964	520510670.011	464500190.497	389615763.985
IPI00029046.1	 	MLEC	39093	5	5	127531038.353	119628189.956	176315950.976	91073889.148	94138559.33	121318438.296	149151156.871	154728113.061	83265785.796	98831372.948
IPI00004968.1	 	PRPF19	39093	5	7	258245274.635	185975619.724	208767091.238	213827711.972	165277660.174	115129450.069	95857553.271	86399778.977	75077641.874	63481491.013
IPI00029275.1	 	MFI2	39093	7	7	153717391.43	119620042.212	154830703.837	129057844.507	106044923.64	140204600.846	120648665.292	123965647.589	113445704.377	91814746.557
IPI00019373.2	 	TMEM184C	39093	1	1	7245656.764	5165314.779	6439466.663	6667600.304	5315484.484	6147649.977	5500274.116	5010103.182	4762211.595	4366847.914
IPI00215611.5	 	CRIP1	39093	5	15	423880499.902	313871590.139	431312620.409	344257779.559	256295684.307	360303953.961	300018707.912	328548147.174	275831671.491	257824784.192
IPI00033486.2	 	POLG2	39093	8	8	132389886.496	106168347.835	130104277.876	108239563.348	101411335.122	115955615.137	101002523.245	106696423.032	85792751.455	84530888.447
IPI00008569.1	 	YKT6	39093	5	6	186348727.628	130699968.15	168603961.663	142494307.026	110355041.843	88784920.935	65357044.936	72854352.167	54008144.814	64234905.25
IPI00375577.1	 	TMEM65	39093	4	5	87066671.876	62653350.499	79300849.561	74969865.356	58234379.424	64278710.282	47936704.636	53254636.919	43850106.515	40717335.867
IPI00292950.4	 	SERPIND1	39093	4	4	68866617.317	65546010.802	84555943.408	53491840.699	48967846.765	66252644.716	77130583.172	76117447.233	48370205.829	47772746.358
IPI00743203.2	 	LAMB2	39093	2	2	14708884.652	15730996.82	18653210.989	12946659.04	9798732.918	16578992.473	20632982.735	21148079.435	11904493.626	14207592.281
IPI00332499.1	 	NASP	39093	20	29	964922384.656	744761673.567	869777068.754	767123642.294	635089386.802	837160805.498	783984280.838	845353555.239	544215481.878	706163879.818
IPI00005737.1	 	SURF4	39093	5	21	260476920.459	214457763.263	241286993.059	253914637.421	190880570.877	188948988.45	164095940.265	166031825.752	156983751.306	126476701.303
IPI00010339.3	 	PTS	39093	1	1	16474436.101	12342729.522	18692921.277	13155159.86	12625903.104	13017950.208	10957824.154	12433248.192	10067833.301	10086211.352
IPI00020719.2	 	VISA	39093	10	19	562618994.936	420005634.767	565732723.058	514935653.628	385098959.386	496032886.039	425085721.141	450321788.776	387082428.704	326517087.454
IPI00219677.4	 	DERA	39093	15	21	349481735.347	294537929.297	370913317.447	265936051.783	264518848.802	256032953.288	236269619.506	250932562.28	171089942.536	181058548.816
IPI00141318.2	 	CKAP4	39093	32	39	1071425844.28	919160924.166	1215505486.2	735702347.204	678828426.653	1086547714.81	1029233087.88	1100479970.79	727159261.399	710857351.158
IPI00107155.2	 	C3ORF75	39093	5	5	89979026.085	68666455.013	84689392.23	89640895.058	60129529.573	80869669.549	64660594.78	68689211.549	63661460.016	52435870.412
IPI00004795.1	 	CLNS1A	39093	1	1	12172405.624	9364014.884	11143693.969	11378519.421	8704110.987	10541615.248	9339507.77	9883441.696	6279447.01	7626637.629
IPI00383598.1	 	COX6A1	39093	1	6	9216494.529	6691269.031	9496722.667	7744740.404	6799783.775	7528788.187	5560468.847	7412237.323	5098050.676	5583922.839
IPI00478862.4	 	BRP44L	39093	2	3	29067732.359	21624607.199	28551982.139	28439591.645	18568769.57	19989184.102	16310487.46	16484871.944	15204196.598	11894064.51
IPI00791117.1	 	TK1	39093	10	17	376537140.561	275399421.625	339005613.599	317011890.154	263754759.253	326786107.207	261407322.611	280439299.074	234953811.175	220787392.199
IPI00299155.5	 	PSMA4	39093	12	41	1306274080.16	1077550014.01	1305363230.7	1082500641.94	953014939.937	1260686170.23	1160013362.34	1217135313.75	999037753.79	813181367.011
IPI00016455.1	 	TMEM127	39093	1	1	10590173.444	8203826.642	13488925.956	8745065.023	7432367.899	10516192.025	9140706.764	10468437.889	6015940.612	9086654.765
IPI00003923.1	 	UMPS	39093	2	2	33521373.798	20729976.955	30957279.749	24829654.105	23637373.95	21838596.183	18175747.905	17575249.985	15056006.427	17910501.252
IPI00030968.4	 	C9ORF142	39093	4	5	173368191.389	133912442.023	192731155.897	168896836.316	120742029.021	155793893.428	124101054.181	135393267.858	111051024.748	102139929.609
IPI00855785.1	 	FN1	39093	19	21	475834871.443	442156806.276	461850959.805	337145265.342	321456205.46	461257283.091	455148922.91	462768472.48	297772728.048	289373250.021
IPI00748502.2	 	CRTAP	39093	7	7	78036885.42	86709920.137	146417235.182	49746674.669	58051030.677	84952105.286	133479107.18	138623645.886	46818367.735	74488856.645
IPI00385267.4	 	SRPR	39093	1	1	11347987.39	9510620.131	12089931.343	8238028.161	7628683.531	10367181.64	6802507.368	7137398.314	7878075.501	5057902.879
IPI00006904.1	 	AVEN	39093	4	4	83257183.507	62332772.635	71917788.227	69843606.607	55038977.682	68884581	57522178.081	62666458.214	46177471.747	46368520.714
IPI00397947.1	 	TMEM189-UBE2V1	39093	6	8	192451610.371	137622775.637	177255615.173	141389645.852	120372469.703	126967962.277	105715725.365	119857555.81	77775555.995	97005416.744
IPI00297263.6	 	HEG1	39093	3	3	48188372.278	38953791.548	44158908.684	43386504.257	33782782.036	47256041.402	36257437.638	39281200.522	33170080.003	31453133.242
IPI00030634.2	 	GGT7	39093	4	4	60357890.837	49867873.617	54855987.948	56047461.716	43839987.978	54593512.048	45128694.06	47108312.986	41412841.232	34489478.287
IPI00298423.3	 	PDHX	39093	3	3	84394971.494	61006169.58	81833341.068	70479458.592	55963583.484	53838469.22	43780170.377	42755458.624	36473034.042	35847531.714
IPI00796038.1	 	ARL6IP4	39093	6	7	300348256.503	225618114.966	346947208.294	259745831.785	224062844.728	349928343.414	197992907.112	308684543.99	139501347.005	234441177.942
IPI00019242.1	 	MMP15	39093	2	2	56267828.045	38350421.004	43662840.244	47724092.557	35344638.295	49565823.478	37475024.346	37330054.941	33925310.891	27181254.971
IPI00792109.1	 	CCDC43	39093	5	10	228919580.067	182877891.769	251184695.846	201377188.821	145506469.544	191482548.937	167837997.135	188494893.463	134739116.204	127148321.772
IPI00216691.5	 	PFN1	39093	7	14	330907012.463	255661375.717	329599399.199	270774899.503	287896027.499	283236893.493	228114320.822	266871496.61	191680867.175	263801968.816
IPI00872692.1	 	QPRT	39093	12	41	829180699.654	641808478.104	687524435.458	745307820.761	574223836.303	727139716.796	611453064.892	620506596.402	599890923.127	459699929.342
IPI00056314.1	 	TSR2	39093	2	3	27308459.346	21177439.088	27621751.577	23562508.853	18743727.07	21708464.069	20099310.861	22049560.502	16033275.633	16315984.545
IPI00784044.1	 	MCCC2	39093	15	23	785650524.94	643475236.772	763678384.501	675843799.888	538793189.364	723927805.155	639010066.206	663206368.952	564433912.605	485794237.871
IPI00328840.9	 	THOC4	39093	7	14	551659558.447	493791519.724	539950182.949	355499488.353	575418363.28	400082297.257	400133139.268	463295016.562	376211664.752	424889586.901
IPI00013122.1	 	CDC37	39093	9	12	439455585.621	313872801.989	416482623.77	329326202.15	347648021.685	310146012.852	256215076.637	303273647.456	180063508.787	295010595.62
IPI00418446.4	 	ASAH1	39093	15	29	667089795.812	507477361.299	626833557.01	603795766.865	460272326.761	624736650.791	490894469.654	535338473.65	473791172.456	386632305.967
IPI00024915.2	 	PRDX5	39093	6	12	135589221.224	101866026.357	115503295.677	120724404.451	80274869.784	76211316.164	60280380.978	62497282.205	59415841.44	48795301.928
IPI00169259.1	 	SVIP	39093	2	2	62258949.22	46757638.088	67020501.853	52282484.854	35785342.041	49055400.849	42952869.024	47786969.435	37795829.933	34100318.421
IPI00815713.1	 	TCOF1	39093	33	45	1106141280.01	908642415.165	981197031.148	909299044.983	725406425.238	998150745.91	753958977.855	895495884.355	639434992.74	609539402.08
IPI00419373.1	 	HNRNPA3	39093	5	5	33168589.911	28649679.032	33144793.417	30951968.821	29486239.656	30743451.085	29008950.025	30449934.895	29760695.779	24221491.675
IPI00304232.1	 	WDR12	39093	8	10	192033394.873	143431297.665	174241687.643	157983603.508	127330128.201	144891905.941	121764364.49	129994991.222	102524732.44	95788116.302
IPI00174771.1	 	RAB11FIP4	39093	1	1	15245835.938	11024051.25	14581370.848	12803930.103	10471039.986	11312936.525	8988527.912	12188217.778	8127610.901	9406772.088
IPI00003819.4	 	SLC7A2	39093	9	9	231017231.176	176316054.674	219668477.955	234852601.449	158241883.706	205099959.326	177376784.687	178649830.334	167667784.143	134608195.267
IPI00790248.1	 	VAMP2	39093	1	1	8133760.365	5624858.977	8151785.816	8871513.728	5698097.907	7860507.998	6106599.309	6624277.351	5952805.112	5443454.057
IPI00022661.3	 	PVRL2	39093	8	10	247364584.961	184198474.879	256998057.988	214538401.494	159072718.5	220977446.516	194110530.929	206960579.917	171053416.61	139318413.365
IPI00643342.1	 	PEA15	39093	2	2	13934372.079	11204542.807	14783460.252	13134345.557	8563334.482	10768546.465	8273916.111	12915100.447	7961132.342	9196261.277
IPI00017704.3	 	COTL1	39093	4	5	103740453.804	85382474.547	95124767.557	81281809.23	72784040.365	78342173.95	68514329.922	78722526.346	48493542.6	63258577.112
IPI00003438.2	 	DNAJC8	39093	9	9	141182562.091	108389647.741	141585824.033	116090866.712	99909524.173	135639855.593	113720672.053	133662604.452	102649881.874	102177554.889
IPI00873562.1	 	NAGA	39093	7	8	208907845.999	156656546.025	164175461.532	189710834.265	136436560.433	129044083.543	98025496.4	99318810.176	97101178.343	70161127.925
