representative	samesetproteins	clustername	msexperiment_id	qupm	qusm	sumionarea_protein_126	sumionarea_protein_127L	sumionarea_protein_127H	sumionarea_protein_128L	sumionarea_protein_128H	sumionarea_protein_129L	sumionarea_protein_129H	sumionarea_protein_130L	sumionarea_protein_130H	sumionarea_protein_131L
IPI00218474.5	 	ENO3	39093	9	18	369558041.121	275195045.359	327147200.77	354378516.809	251931596.492	286532488.662	231918428.319	212057964.945	220077279.142	175119327.139
IPI00013415.1	 	RPS7	39093	4	4	71965219.122	50319131.603	63994726.029	60802994.76	49122142.725	46802655.414	39832296.363	42142594.426	34032005.937	33048411.574
IPI00015872.3	 	TSPAN8	39093	2	2	19863451.449	16962210.679	22806583.905	21895756.607	16158564.828	20107494.329	17535059.967	18278906.648	16234713.26	13870234.876
IPI00784090.2	 	CCT8	39093	32	78	3082871128.45	2027773532.78	2545628771.77	2604137967.68	2129973795.96	1494858977.08	1034867683.47	986621923.511	941409019.946	935678543.942
IPI00884926.1	 	ORM1	39093	4	6	254766275.649	193783276.199	242183309.581	185968933.604	178031962.807	196842259.717	159752797.771	177585576.608	133720488.687	138055350.89
IPI00029447.5	 	GOSR1	39093	7	8	182997164.72	133010875.626	167493263.434	154125069.672	119629464.11	125512359.111	107728618.725	112865142.933	94549933.297	79387952.317
IPI00171437.6	 	KCTD6	39093	3	4	43591503.718	35130002.612	37461278.333	40916935.734	32255631.983	37245005.312	30486199.122	30401890.185	31185479.418	26913647.824
IPI00291751.6	 	C2ORF47	39093	4	4	66892029.669	48244473.935	54442856.143	55813535.001	44517903.034	50432678.813	40233424.38	41009221.197	36664744.827	31313223.734
IPI00020407.1	 	MGAT5	39093	1	1	6789056.025	6337019.467	8431459.74	5187943.26	4111472.186	6293554.974	5456173.127	5780969.692	3732058.847	4423029.905
IPI00003894.1	 	RNF11	39093	1	1	18156774.375	12348426.563	15006952.025	14881692.968	11773966.123	13147639.727	11843754.526	13467554.596	10582553.591	9626948.214
IPI00028376.1	 	TIMM8A	39093	3	5	102613034.858	79961981.087	117261469.192	88001094.698	64756751.726	81904252.358	66969924.184	82487423.729	53617845.35	54597851.985
IPI00103599.1	 	BRI3BP	39093	2	6	299948520.44	250426921.636	277217254.978	281306220.813	253736782.417	250874390.831	238273002.978	245002957.478	253786608.835	209824905.686
IPI00465436.4	 	CAT	39093	29	72	1789693287.23	1427919014.18	1666469796.4	1660282960.74	1256937868.79	1584660142.47	1341840058.93	1375631308.23	1277638253.9	988980131.98
IPI00295098.3	 	SRPRB	39093	8	8	171382597.33	133687923.545	155037961.237	187418033.114	121910070.35	136033017.365	103308535.572	109372018.884	113524780.549	85900043.784
IPI00872610.1	 	CHCHD2	39093	5	7	323473060.899	246443959.077	326940752.737	266757534.622	223616314.295	286002775.195	242142450.874	268326039.51	220968414.414	205885287.812
IPI00216951.2	 	DARS	39093	8	9	190420938.255	84774557.069	103431456.554	107954821.58	126593567.265	137276450.287	65973386.097	66948151.718	59883688.254	71700666.203
IPI00103090.2	 	LEO1	39093	4	4	44010593.721	30195704.168	42810428.485	38386507.74	23748928.243	40550366.529	33127449.389	34759748.548	27123257.718	25981686.109
IPI00023511.1	 	RNF167	39093	2	2	20196150.045	15963048.372	19067202.622	16442523.551	14123391.618	18354983.844	14861491.095	17491967.468	12931380.979	11336534.856
IPI00007722.2	 	AMPD2	39093	4	4	61365011.09	44721292.276	45791384.497	53638212.592	38729141.515	23378517.135	16679075.33	18719223.887	16784907.965	15657819.858
IPI00020091.1	 	ORM2	39093	1	1	50123252.077	36088984.896	56550645.833	38628032.119	32071588.711	41509124.213	37487154.216	42829568.677	29694774.158	28724413.693
IPI00011528.1	 	CSTF1	39093	4	5	160836084.101	114298456.385	121086639.617	124198374.516	111082188.333	96457683.864	74599380.346	76534651.541	64613704.497	63644154.119
IPI00001952.5	 	ENDOD1	39093	7	7	124472480.569	107629906.026	115791164.384	86659995.994	89934189.517	80436782.037	73014775.707	72802433.853	60878694.922	56801346.856
IPI00021000.1	 	SPP1	39093	2	2	77273145.629	65747803.101	68775704.558	57902534.589	56819400.704	60846680.328	52534330.465	55719699.257	46543764.005	47301602.847
IPI00303318.2	 	FAM49B	39093	1	1	7395542.765	5459123.399	7676358.08	6095450.856	6472173.188	6168596.523	4667608.634	5092868.819	4012775.264	3883513.817
IPI00014198.2	 	EXOSC7	39093	12	17	972910007.27	641281109.711	844288540.779	757581540.433	603886797.025	495176555.175	345880497.514	356874100.19	270142105.602	284762837.374
IPI00442073.5	 	CSRP1	39093	11	23	706804449.219	527006359.198	647665676.998	545611505.009	506646723.383	722305884.684	575292267.682	629517842.532	467522596.891	441218257.842
IPI00006034.1	 	CRIP2	39093	11	19	886246037.768	656612315.283	808225523.577	726003308.732	621866627.706	656078968.207	597165624.883	630697535.492	542401036.272	479452699.669
IPI00789370.1	 	SHMT2	39093	27	78	1798474922.77	1324155171.8	1566093989.18	1376356358.62	1120677828.2	1146754528.13	889366164.436	919365501.54	728707241.42	676779657.96
IPI00289773.3	 	CEBPB	39093	4	5	102309804.562	80893650.588	106199749.44	103931890.34	63919281.657	81610577.803	69680867.997	76639981.681	68372626.656	52979873.814
IPI00028109.1	 	DPY30	39093	3	3	65867737.007	47950799.416	88544159.725	60602702.674	43360640.257	58556797.238	39528509.55	51579112.115	38371935.51	46333552.443
IPI00014197.2	 	CDV3	39093	10	18	715480463.308	505742064.743	819546980.182	649132017.359	465093593.98	577861790.173	494213791.515	543517316.6	430557828.237	427354937.428
IPI00019872.1	 	HSD17B2	39093	1	2	12062692.558	8674191.003	7980249.833	9510946.223	8373810.733	8782299.811	7183799.535	7309256.247	7458480.691	5480296.242
IPI00239077.5	 	HINT1	39093	8	13	245805115.633	161677503.144	226023205.765	210995931.263	151373966.506	147549339.177	116260345.96	126096160.324	113743640.797	91626731.684
IPI00290204.1	 	SNRNP70	39093	4	5	118559798.381	95148515.151	125988320.386	111917944.301	62998659.236	118082705.3	81009616.719	102645254.183	71443007.587	59814814.391
IPI00307446.4	 	PCDH24	39093	2	2	17740065.49	13778852.709	15798982.923	14716054.781	12799691.516	16295604.242	12362773.024	11602645.784	10363943.083	10561116.853
IPI00177968.2	 	SCARB1	39093	12	25	724276598.172	542410385.649	749972928.636	643900699.505	499491647.809	650914120.567	575819708.854	575650409.58	506630187.959	446216012.183
IPI00219034.3	 	NDUFA8	39093	3	5	70089624.695	52310724.437	55552419.332	50480325.114	49701529.198	47831989.931	37801010.361	34843411.877	32029593.344	30693851.427
IPI00011138.1	 	UPF3A	39093	1	1	9673784.371	6392696.132	9688083.321	8752352.667	6316311.627	6891837.115	5652084.317	7306574.284	4800910.324	5372437.092
IPI00016608.1	 	TMED2	39093	5	6	90874035.993	74809462.997	101436747.186	77727417.447	80403965.725	59857903.869	54197099.993	59858119.859	35816256.547	47921352.466
IPI00028883.1	 	NDUFB8	39093	4	8	149833798.827	114064121.703	144570690.808	129714123.869	104632372.505	131695128.164	103628090.239	117231829.126	98223754.612	96218779.868
IPI00783665.3	 	LAMA5	39093	35	38	577760240.863	516987616.283	511825798.114	590066717.636	404805746.852	555924996.439	511365114.887	477427443.769	485151838.854	349403197.11
IPI00030911.2	 	VAMP8	39093	2	3	78415731.154	58817487.45	64618557.879	68190270.351	55562423.08	66431866.268	58274052.33	59259019.585	57710897.572	44726809.552
IPI00411426.3	 	VPS26A	39093	1	1	1927049.587	1163253.425	1892275.4	1748734.058	1113771.926	1480798.214	1384690.016	1343636.589	933635.08	1190333.973
IPI00418754.3	 	FLJ45032	39093	3	4	99830377.639	76441414.715	93469773.951	86749445.964	64560338.445	94563087.191	76305220.421	78779275.692	68655186.156	55495019.572
IPI00002824.7	 	CSRP2	39093	4	5	120729544.098	86036402.522	107313090.266	92226073.499	80537506.271	94461688.809	81057255.729	87064811.417	67051507.621	64092556.615
IPI00298971.1	 	VTN	39093	1	1	5778808.311	4506271.081	8382837.261	4388728.434	3100553.105	6628416.826	4858335.398	4486108.461	5446612.624	3073375.018
IPI00009922.3	 	C14ORF156	39093	8	12	258824257.54	196155131.767	273217171.856	236416519.289	159464766.765	231516425.739	193868392.552	218464992.936	171579496.968	165493376.365
IPI00216298.6	 	TXN	39093	8	47	1211368283.27	906996613.344	1082897135.62	1402865412.99	828246346.074	1114136715.87	873511057.087	916011025.663	807962426.413	775206614.783
IPI00021700.3	 	PCNA	39093	11	24	1079897548.63	709561089.674	850281814.956	739422594.405	755976431.224	451934662.597	318017306.163	358681660.013	297747259.346	355926676.677
IPI00790230.1	 	CCDC55	39093	14	18	237590895.355	190694660.765	241428328.812	199883881.796	185778100.32	208451743.576	180713882.087	205270956.412	161299278.063	166707515.351
IPI00306382.2	 	SCAMP3	39093	11	19	479113041.153	371628591.93	456333430.491	452010384.003	330506972.464	446593436.647	364168486.631	370688594.048	334332674.797	282731338.164
IPI00013895.1	 	S100A11	39093	4	7	114674156.088	92145774.205	106252851.057	94095236.45	68984587.332	83578731.791	60081148.278	76964431.353	49436320.136	52671364.34
IPI00604620.3	 	NCL	39093	22	26	837368800.226	567560430.358	743099249.504	1075544157.17	402627421.706	626792171.617	520700081.485	492354871.832	410325459.054	348704066.442
IPI00008223.3	 	RAD23B	39093	9	24	523236751.775	402492999.114	406335600.908	442842299.828	346840651.665	376604702.203	318844569.987	348519457.735	305704947.039	252209359.016
IPI00410284.6	 	ZCCHC9	39093	2	2	68885878.263	66843747.866	83033662.259	56783855.621	59513286.616	57649745.901	69965097.869	73846912.322	50783135.553	54837111.209
IPI00029784.3	 	UGT2B7	39093	3	3	41709726.166	32980741.31	43968679.246	31544063.597	26659435.497	26906050.865	27599276.205	27321098.346	20580725.523	21290075.424
IPI00220194.6	 	SLC2A1	39093	10	71	1264056794.77	943822612.835	1223439043.72	1164971226.7	896599130.928	1240917573.12	1002056448.54	1054423558.3	879292073.178	804463518.085
IPI00301610.9	 	TSC22D1	39093	2	2	19248829.183	15404960.417	15149211.931	18422643.906	13081840.744	18285550.17	16545190.35	16589105.176	12568745.841	11843289.422
IPI00003870.1	 	CLPP	39093	2	2	65423031.984	43818859.374	68453514.844	56929797.377	48608862.83	39989630.835	28412932.291	33969447.827	28323638.36	32766719.329
IPI00478230.2	 	RBBP5	39093	15	16	406145445.484	286796933.041	365523873.542	361315637.543	234889528.388	319264366.954	235877187.445	243682888.931	195271419.261	175511639.692
IPI00013957.1	 	SLC25A20	39093	5	9	170717443.042	132695341.416	115356431.846	156867011.279	109833552.199	104997901.284	79831214.329	79732895.717	82331118.829	58363595.944
IPI00021147.1	 	DEGS1	39093	2	5	29674617.975	21831907.956	27119485.258	26145122.744	21787348.387	20129836.481	17384457.734	18131545.829	13849955.028	11786270.184
IPI00297723.2	 	RBM6	39093	1	1	3603248.83	2641755.555	3871923.905	2902183.733	2114599.469	3028956.215	2270756.359	3248217.485	2341978.444	1863055.339
IPI00002993.1	 	TAF9	39093	1	1	28321818.75	23047753.125	24922192.164	25854569.947	20282201.913	26544133.39	23906897.062	24474185.349	22402315.544	18991814.085
IPI00168878.1	 	TOR1AIP2	39093	6	6	105333724.254	98976554.852	136707924.102	93521502.651	78769864.875	105019712.365	106393443.812	119714173.275	71628481.488	76320060.507
IPI00290566.1	 	TCP1	39093	24	35	1343527137.59	860250087.175	1027736380.32	1035948872.19	983715322.771	556241941.545	395443358.179	392679229.055	349802860.215	364323746.4
IPI00395808.2	 	SLC17A5	39093	3	4	83126305.682	65371889.926	62770993.346	77118933.109	57570964.104	70737766.747	62543398.619	65452028.068	62215472.292	44343485.823
IPI00010706.1	 	GSS	39093	24	60	2032869813.47	1452549153.59	1644776413.04	1832624300.83	1381108253.32	1417248928.1	1046814343.66	1023353496.18	1020509711.21	854356029.778
IPI00306280.3	 	DENR	39093	6	8	304111011.681	222084108.59	279943667.186	266446637.367	198918797.029	191526011.535	169852635.783	171779142.08	144016176.155	131501758.256
IPI00604590.3	 	NME1-NME2	39093	15	87	2009476197.83	1518301537.49	1979595697.03	1847744635.07	1373740601.65	1871984510.02	1587896521.12	1642846475.68	1420802213.82	1204904636.07
IPI00184477.2	 	GPHN	39093	17	18	526231976.095	364855325.05	452082680.61	438621927.598	346451609.443	166453383.828	107861540.751	105295213.047	107272646.36	90732137.749
IPI00004101.4	 	BHMT	39093	9	10	169135454.117	128384757.842	158382354.306	170685781.517	113510117.155	156791875.915	129199769.633	134477149.486	141845382.263	103635259.854
IPI00063130.2	 	TMEM205	39093	4	13	270246070.993	211289464.091	252809749.999	222130508.92	194900256.556	257186933.829	212248252.968	211948545.293	181279524.945	164355223.662
IPI00550689.3	 	C22ORF28	39093	4	5	83146421.919	53492838.492	64563134.559	68505646.952	54749619.203	39193876.451	29999231.637	31305693.673	27364210.476	27106238.999
IPI00060414.3	 	CHMP4C	39093	3	4	95056377.004	74938981.454	88775629.253	79446906.834	66557557.927	78056167.354	69307382.589	77548586.466	58038543.712	55398818.33
IPI00022208.1	 	CEBPG	39093	3	4	54280028.872	42977412.315	58323467.338	49138352.909	39824818.354	44562876.606	37689480.04	43813900.134	41506185.865	33068329.832
IPI00797136.2	 	IKIP	39093	5	5	80827532.49	70763346.089	97871268.611	81898095.382	52186497.893	65221054.443	53827224.987	54118784.465	36372886.625	39556974.994
IPI00007926.1	 	C6ORF108	39093	8	14	223504370.669	174551757.551	199477915.308	212024533.103	155791486.479	182505542.684	156836578.807	163396619.413	156589393.218	123561289.782
IPI00017504.2	 	C9ORF40	39093	1	1	8584125.521	6665963.431	8336704.478	8327161.367	5906844.959	6952136.445	5397721.41	6483143.871	5417185.737	4457371.114
IPI00219772.3	 	NDUFB7	39093	3	3	83979525.265	62747115.942	82757402.937	79675944.862	59356170.47	73133717.313	55643661.457	58768789.603	48708187.665	49299939.267
IPI00297714.2	 	SNCG	39093	1	1	14184369.375	9845475.938	13324409.744	12884691.16	9712765.166	11186261.116	9281715.517	11819417.322	7846714.412	7161175.793
IPI00022240.3	 	ISCU	39093	6	12	326684241.679	250395234.388	295638972.271	304645416.374	218430897.33	267094000.512	233275371.053	241281341.521	226788586.043	179353624.517
IPI00016726.3	 	C14ORF119	39093	1	1	9654202.945	8281082.933	10421935.341	7043400.511	6208719.636	6992667.726	6644833.091	9021385.819	3497899.52	7059478.559
IPI00219301.7	 	MARCKS	39093	10	28	1709544282.07	1250108315.9	1832035610.69	1658002973.38	1097162866.4	1182972766.65	990308850.134	1122731836.46	983851218.016	791336751.32
IPI00478648.3	 	MUSTN1	39093	2	2	21798318.758	15701467.102	22045378.676	15636439.616	19217637.832	16766747.955	16780388.069	14123278.077	14411719.676	12998769.561
IPI00020418.1	 	RRAS	39093	2	2	22411738.632	16028882.267	15609073.468	19578102.47	17512315.597	14847075.765	10810579.118	10796581.93	11937964.275	10426446.686
IPI00888745.1	 	LOC100134235	39093	1	1	14143012.48	8983885.366	8744473.246	9365637.552	9732684.686	9695707.259	8495682.892	8142609.149	8145829.872	6526496.231
IPI00219029.3	 	GOT1	39093	18	60	1560339402.14	1200571036.69	1387297986.61	1399854707.83	1050910104.24	1410323831.75	1177964853.98	1246682186.33	1104422169.49	901747270.391
IPI00873027.2	 	CARKD	39093	9	15	396660462.952	308001449.521	354943546.151	362039786.577	284156442.813	354412090.033	309381560.75	325119965.564	300079056.608	238281315.425
IPI00396321.1	 	LRRC59	39093	14	31	526139907.222	415040271.523	514933065.105	454924275.17	381629175.648	438132394.855	373324276.636	411201931.116	337749154.61	294644150.636
IPI00100933.1	 	PTER	39093	6	8	185802114.008	134170437.543	169975658.618	165438106.161	110746787.947	120832568.286	95741522.977	90866292.462	83413762.274	67796755.389
IPI00008418.6	 	DIABLO	39093	11	19	264712817.574	204994137.69	249298504.85	246102003.328	184147661.901	238472283.718	183086804.3	195772612.534	170555540.902	157627205.635
IPI00083708.3	 	BAT2D1	39093	49	63	1365111614.65	1222419163.14	1305854613.88	1114106129.45	1018488292.94	1213029751.75	1084886084.69	1188159974.02	873320244.201	890358120.147
IPI00296446.1	 	F2RL1	39093	1	1	30201859.625	22898449.98	29023005.057	26972748.851	19630837.734	23375582.594	22368956.417	22492109.354	16618338.136	14422911.191
IPI00220739.3	 	PGRMC1	39093	9	14	356096405.22	279775694.616	310417816.284	319452047.456	225297550.931	305706292.241	248862399.772	273575880.992	241248983.592	185215118.1
IPI00887159.1	 	LOC389342	39093	1	2	24728708.764	20940342.236	16965108.708	22222900.939	18098085.476	18663016.173	17892251.642	18295868.203	18588882.897	12926460.461
IPI00796966.1	 	ASPH	39093	1	1	2616434.37	2007891.883	2437381.669	2759282.999	2874547.677	2312197.643	1792692.709	1988659.899	1346540.457	1414101.636
IPI00554811.2	 	ARPC4	39093	9	14	290558836.704	205932901.633	242428451.793	261328009.529	198663841.939	177242744.82	129736977.453	121366109.529	114621971.868	109803544.897
IPI00013214.2	 	MCM3	39093	1	1	9201703.125	5889034.219	7150334.558	7049829.135	5819512.866	6472230.261	5484771.638	5963445.158	4184116.758	3618420.433
IPI00010428.4	 	CDCA3	39093	6	6	319430477.842	220711766.47	342169710.447	255354810.848	197385761.904	231750006.836	184921572.934	235881126.068	175886565.869	186861566.236
IPI00186290.6	 	EEF2	39093	21	29	866734156.58	522843737.391	591882866.632	536288334.635	449850335.104	218222694.281	172430881.29	199388267.617	151641843.447	165084497.957
IPI00297477.3	 	SNRPA1	39093	5	5	136540806.178	105382904.929	112130968.031	121945575.064	86829737.675	56370845.598	46980645.747	49414709.176	44446089.546	39076386.301
IPI00640703.3	 	XPO5	39093	1	2	22052467.928	17541855.47	14185975.339	18887471.213	16842798.793	17170029.704	12824121.813	13768939.6	13020591.981	11377573.556
IPI00146447.3	 	LOC203547	39093	4	5	82056220.464	66152085.75	83676318.399	74626398.169	61855457.417	80224135.961	72254219.804	77372430.727	67687435.828	57405737.99
IPI00011118.2	 	RRM2	39093	19	52	1095010902.22	819265567.386	1098323524.67	940463365.716	787798321.267	988598773.172	854758866.925	921038339.202	723849775.163	675932927.352
IPI00793443.1	 	IPO5	39093	1	1	16090091.588	10085118.338	15660119.196	10922976.71	16020807.188	11543592.341	9336705.202	12000807.221	6940823.023	13607197.435
IPI00008454.1	 	DNAJB11	39093	7	9	197299173.647	177337971.895	275877868.197	147733923.376	130996044.016	177280329.019	206774148.598	214844178.408	101527939.886	130499926.824
IPI00009650.1	 	LCN1	39093	1	1	104238270	13224700.313	11410289.261	12518858.845	10549428.347	11295394.066	11322951.164	32603210.666	18139772.282	8928009.819
IPI00063419.4	 	TMEM128	39093	1	1	4799983.988	3443909.414	4117524.974	4040986.285	3175942.867	4378873.794	3347596.312	3994317.975	3202984.144	2044441.041
IPI00041325.1	 	NHP2	39093	2	3	83315917.183	68710565.056	65135975.084	79876564.371	60948606.912	76619666.324	66103587.439	69701412.385	63747816.217	52839889.676
IPI00646304.4	 	PPIB	39093	11	17	457261291.234	465552461.855	674469851.172	328863702.667	292089252.275	469067538.979	605053176.812	609097155.314	267881845.277	345783457.059
IPI00165171.1	 	DGCR14	39093	2	2	24718371.178	17922454.713	24352529.951	19462103.335	16690584.081	23561181.993	19896138.854	20970304.843	14765973.066	16857691.871
IPI00291922.2	 	PSMA5	39093	11	36	991708677.95	809611331.683	963908085.092	847274047.409	772465149.91	970257986.404	848003791.545	902645765.279	794244281.313	667256061.872
IPI00396126.2	 	C5ORF24	39093	6	8	136156705.629	102710849.404	134211818.557	135737298.122	92223608.767	106720113.497	92445483.404	103928256.305	92732510.586	73934856.319
IPI00027230.3	 	HSP90B1	39093	42	118	3085769562.24	3168681895.26	4623454544.21	2123700426.61	1770527542.51	3196438743.39	4018861285.32	4023326058.89	1811826541.39	2112444055.76
IPI00297084.7	 	DDOST	39093	8	10	155928250.259	164677523.558	245963431.88	106235214.258	120685091.98	153231727.3	205491040.111	208271956.442	94172704.322	126037840.059
IPI00293126.1	 	TBCB	39093	2	2	21705607.223	16432967.565	23248774.149	20864517.678	17185864.317	18614206.431	14750617.745	18028385.609	15749407.6	16935657.464
IPI00009235.2	 	SSR3	39093	2	3	122953501.072	98169891.409	111324825.432	118931006.466	91445822.184	93060666.226	82014035.036	82134460.974	81718374.083	64736245.239
IPI00026848.3	 	LRPAP1	39093	23	48	910425712.705	733181604.823	978191427.717	742880341.791	577461919.238	839827069.002	777243934.68	822647515.833	595554186.921	583074533.35
IPI00232533.5	 	EIF1AP1	39093	7	8	163798663.448	127798880.138	159251130.53	135085918.796	120276924.206	125008112.567	105860711.951	121326225.345	92279518.889	96282610.208
